Chi2_30,F_classif_30,Mutual_Info_30,Lasso_30,Ridge_30,Elastic_Net_30,Random_Forest_30,Gradient_Boosting_30,XGBoost_30,Neural_Network_30,GENBAIT_30,Chi2_60,F_classif_60,Mutual_Info_60,Lasso_60,Ridge_60,Elastic_Net_60,Random_Forest_60,Gradient_Boosting_60,XGBoost_60,Neural_Network_60,GENBAIT_60,Chi2_90,F_classif_90,Mutual_Info_90,Lasso_90,Ridge_90,Elastic_Net_90,Random_Forest_90,Gradient_Boosting_90,XGBoost_90,Neural_Network_90,GENBAIT_90
CPSF1,TNRC6C,ZFP36,FAM120C,EIF4A3,EIF4A3,CPSF1,MEX3B,EIF4A2,EIF4A3,RBM47,CPSF1,TNRC6C,ZFP36,FAM120C,EIF4A3,EIF4A3,CPSF1,MEX3B,EIF4A2,ZC3HAV1,FMR1,CPSF1,TNRC6C,ZFP36,FAM120C,EIF4A3,EIF4A3,CPSF1,MEX3B,EIF4A2,EIF4A3,DDX20
TNRC6C,LSM1,CDC5L,CPSF1,FAM120C,EXOSC10,MEX3B,ILF3,CPSF1,TNRC6A,RBMS1,TNRC6C,LSM1,CDC5L,CPSF1,FAM120C,EXOSC10,MEX3B,ILF3,CPSF1,EXOSC10,FXR1,TNRC6C,LSM1,CDC5L,CPSF1,FAM120C,EXOSC10,MEX3B,ILF3,CPSF1,ALG13,DDX3X
ILF3,TNRC6B,LSM2,EIF4A3,SDCCAG3,FAM120C,EXOSC10,KIAA0355,LZTS2,RNGTT,RNGTT,ILF3,TNRC6B,LSM2,EIF4A3,SDCCAG3,FAM120C,EXOSC10,KIAA0355,LZTS2,EIF4A3,FXR2,ILF3,TNRC6B,LSM2,EIF4A3,SDCCAG3,FAM120C,EXOSC10,KIAA0355,LZTS2,CPSF1,EIF4A1
DAZL,TNRC6A,MEX3B,TNRC6C,NCBP2,LSM2,KIAA0355,TNRC6A,THOC1,ZFP36,SMAP2,DAZL,TNRC6A,MEX3B,TNRC6C,NCBP2,LSM2,KIAA0355,TNRC6A,THOC1,CPSF1,G3BP1,DAZL,TNRC6A,MEX3B,TNRC6C,NCBP2,LSM2,KIAA0355,TNRC6A,THOC1,EXOSC10,EIF4A2
EXOSC10,PUM1,DAZL,THOC1,PRPF19,MEX3B,TNRC6A,EXOSC10,SUPT5H,EXOSC10,SMG7,EXOSC10,PUM1,DAZL,THOC1,PRPF19,MEX3B,TNRC6A,EXOSC10,SUPT5H,TNRC6A,GRSF1,EXOSC10,PUM1,DAZL,THOC1,PRPF19,MEX3B,TNRC6A,EXOSC10,SUPT5H,TNRC6A,EIF4A3
EIF4A3,RBMS1,YTHDF3,PRPF19,ALG13,TNRC6A,EIF4A3,CPSF1,TNRC6A,TNRC6B,ST7,EIF4A3,RBMS1,YTHDF3,PRPF19,ALG13,TNRC6A,EIF4A3,CPSF1,TNRC6A,SMAP2,IGF2BP1,EIF4A3,RBMS1,YTHDF3,PRPF19,ALG13,TNRC6A,EIF4A3,CPSF1,TNRC6A,ZC3HAV1,EIF4ENIF1
RNGTT,CPSF1,PRRC2A,SDCCAG3,LSM2,TNRC6C,TNRC6B,RNGTT,DCP1A,DAZL,STAU1,RNGTT,CPSF1,PRRC2A,SDCCAG3,LSM2,TNRC6C,TNRC6B,RNGTT,DCP1A,DAZL,IGF2BP2,RNGTT,CPSF1,PRRC2A,SDCCAG3,LSM2,TNRC6C,TNRC6B,RNGTT,DCP1A,SMAP2,ELAVL1
THOC1,ILF3,YTHDF2,CELF1,XRN2,SAMD4B,LSM4,CELF1,IBTK,CPSF1,SUPT5H,THOC1,ILF3,YTHDF2,CELF1,XRN2,SAMD4B,LSM4,CELF1,IBTK,RNGTT,ILF3,THOC1,ILF3,YTHDF2,CELF1,XRN2,SAMD4B,LSM4,CELF1,IBTK,TNRC6B,EXOSC10
TNRC6A,EIF4A3,IGF2BP1,KIAA0355,KIAA1429,PRPF19,RNGTT,EIF4A3,CNOT7,ILF3,TNRC6A,TNRC6A,EIF4A3,IGF2BP1,KIAA0355,KIAA1429,PRPF19,RNGTT,EIF4A3,CNOT7,ILF3,KIAA0355,TNRC6A,EIF4A3,IGF2BP1,KIAA0355,KIAA1429,PRPF19,RNGTT,EIF4A3,CNOT7,DAZL,FAM120C
TNRC6B,KIAA0355,LSM4,DAZL,KIAA0355,TNRC6B,TNRC6C,TDRD3,ALG13,TDRD3,TNRC6B,TNRC6B,KIAA0355,LSM4,DAZL,KIAA0355,TNRC6B,TNRC6C,TDRD3,ALG13,TNRC6B,LSM1,TNRC6B,KIAA0355,LSM4,DAZL,KIAA0355,TNRC6B,TNRC6C,TDRD3,ALG13,TDRD3,FMR1
KIAA0355,IGF2BP2,SMAP2,RNGTT,MEX3B,ALG13,TDRD3,SDCCAG3,EXOSC10,KIF1B,TNRC6C,KIAA0355,IGF2BP2,SMAP2,RNGTT,MEX3B,ALG13,TDRD3,SDCCAG3,EXOSC10,ZFP36,LSM14A,KIAA0355,IGF2BP2,SMAP2,RNGTT,MEX3B,ALG13,TDRD3,SDCCAG3,EXOSC10,ZFP36,FUBP3
PRPF19,FAM120C,CPEB4,EXOSC10,THOC1,KIAA0355,ALG13,SAMD4B,ILF3,ZC3HAV1,YTHDF2,PRPF19,FAM120C,CPEB4,EXOSC10,THOC1,KIAA0355,ALG13,SAMD4B,ILF3,XRN2,LSM2,PRPF19,FAM120C,CPEB4,EXOSC10,THOC1,KIAA0355,ALG13,SAMD4B,ILF3,XRN2,FXR1
RBMS1,EXOSC10,IGF2BP2,LSM1,GLE1,THOC1,THOC1,RBM47,ETF1,SMAP2,YTHDF3,RBMS1,EXOSC10,IGF2BP2,LSM1,GLE1,THOC1,THOC1,RBM47,ETF1,SDCCAG3,LSM4,RBMS1,EXOSC10,IGF2BP2,LSM1,GLE1,THOC1,THOC1,RBM47,ETF1,KIF1B,FXR2
PUM1,MEX3B,MOV10,LSM4,SAMD4B,DAZL,SDCCAG3,USP10,CNOT9,SAMD4B,ZC3HAV1,PUM1,MEX3B,MOV10,LSM4,SAMD4B,DAZL,SDCCAG3,USP10,CNOT9,TNRC6C,LZTS2,PUM1,MEX3B,MOV10,LSM4,SAMD4B,DAZL,SDCCAG3,USP10,CNOT9,ILF3,G3BP1
,,,,,,,,,,,FAM120C,PABPC1,TNRC6A,MEX3B,ZC3HAV1,RNGTT,PRPF19,ZFP36,MEX3B,KIF1B,MCRIP2,FAM120C,PABPC1,TNRC6A,MEX3B,ZC3HAV1,RNGTT,PRPF19,ZFP36,MEX3B,MOV10,GLE1
,,,,,,,,,,,PABPC1,RNGTT,FUBP3,ZC3HAV1,RNGTT,NCBP2,SAMD4B,ZC3H7A,NXF1,MOV10,MEX3B,PABPC1,RNGTT,FUBP3,ZC3HAV1,RNGTT,NCBP2,SAMD4B,ZC3H7A,NXF1,TNRC6C,GRSF1
,,,,,,,,,,,MEX3B,THOC1,ANKRD17,DDX20,LSM4,ZC3HAV1,DAZL,EIF4A2,RNF219,PRPF19,MOV10,MEX3B,THOC1,ANKRD17,DDX20,LSM4,ZC3HAV1,DAZL,EIF4A2,RNF219,PRPF19,IGF2BP1
,,,,,,,,,,,IGF2BP2,IGF2BP1,LSM14A,TDRD3,TNRC6C,LSM4,ZC3HAV1,THOC1,SMG7,PABPC1,NXF1,IGF2BP2,IGF2BP1,LSM14A,TDRD3,TNRC6C,LSM4,ZC3HAV1,THOC1,SMG7,SAMD4B,IGF2BP2
,,,,,,,,,,,GLE1,YTHDF3,FMR1,SAMD4B,TNRC6B,GLE1,XRN2,PRPF19,FAM120C,TDRD3,PABPC1,GLE1,YTHDF3,FMR1,SAMD4B,TNRC6B,GLE1,XRN2,PRPF19,FAM120C,SDCCAG3,ILF3
,,,,,,,,,,,MOV10,MOV10,ILF3,PDCD4,KIF1B,DDX20,ZFP36,DCP1A,CAPRIN1,SAMD4B,PRPF19,MOV10,MOV10,ILF3,PDCD4,KIF1B,DDX20,ZFP36,DCP1A,CAPRIN1,PABPC1,KIAA0355
,,,,,,,,,,,IGF2BP1,UBAP2L,KIAA0355,CAPRIN1,TNRC6A,XRN2,PABPC1,ALG13,TNRC6B,YTHDF2,PRRC2A,IGF2BP1,UBAP2L,KIAA0355,CAPRIN1,TNRC6A,XRN2,PABPC1,ALG13,TNRC6B,KIAA1429,KIAA1429
,,,,,,,,,,,TDRD3,PRPF19,UBAP2L,GLE1,TDRD3,CNOT7,ZC3H7A,KIAA1429,PRPF19,CPEB4,PUM1,TDRD3,PRPF19,UBAP2L,GLE1,TDRD3,CNOT7,ZC3H7A,KIAA1429,PRPF19,CPEB4,KIF1B
,,,,,,,,,,,ALG13,FUBP3,ALG13,CTIF,PDCD4,LSM1,USP10,CAPRIN1,KIAA0355,FXR2,RBM47,ALG13,FUBP3,ALG13,CTIF,PDCD4,LSM1,USP10,CAPRIN1,KIAA0355,UNK,LARP4B
,,,,,,,,,,,SDCCAG3,R3HDM2,ZC3H7A,PABPC1,SYMPK,TDRD3,CNOT7,CNOT7,DDX20,UNK,RBMS1,SDCCAG3,R3HDM2,ZC3H7A,PABPC1,SYMPK,TDRD3,CNOT7,CNOT7,DDX20,RBMS1,LSM1
,,,,,,,,,,,USP10,TDRD3,R3HDM2,XRN2,CTIF,KIAA1429,GLE1,LSM4,CTIF,KIAA1429,RNF214,USP10,TDRD3,R3HDM2,XRN2,CTIF,KIAA1429,GLE1,LSM4,CTIF,THOC1,LSM14A
,,,,,,,,,,,UBAP2L,ALG13,TDRD3,R3HDM2,CNOT7,DDX1,KIAA1429,PDCD4,CEP85,ZC3H7A,RNGTT,UBAP2L,ALG13,TDRD3,R3HDM2,CNOT7,DDX1,KIAA1429,PDCD4,CEP85,MARF1,LSM2
,,,,,,,,,,,YTHDF3,YTHDF2,ATXN2,GTPBP1,DDX1,MOV10,LSM1,FXR1,SAMD4B,PUM1,SAMD4B,YTHDF3,YTHDF2,ATXN2,GTPBP1,DDX1,MOV10,LSM1,FXR1,SAMD4B,YTHDF2,LSM4
,,,,,,,,,,,R3HDM2,GLE1,MKRN2,TBK1,DCP1A,SYMPK,DCP1A,GLE1,PABPC1,MARF1,SDCCAG3,R3HDM2,GLE1,MKRN2,TBK1,DCP1A,SYMPK,DCP1A,GLE1,PABPC1,LSM2,LZTS2
,,,,,,,,,,,CPEB4,PRRC2A,RBMS1,PUM1,DAZL,PDCD4,CPEB4,CTIF,LSM1,RBMS1,SMAP2,CPEB4,PRRC2A,RBMS1,PUM1,DAZL,PDCD4,CPEB4,CTIF,LSM1,FXR2,MARF1
,,,,,,,,,,,EIF4A2,CPEB4,LSM12,CNOT7,TBK1,CTIF,CTIF,CPEB4,RNF214,CAPRIN1,SMG7,EIF4A2,CPEB4,LSM12,CNOT7,TBK1,CTIF,CTIF,CPEB4,RNF214,PUM1,MCRIP2
,,,,,,,,,,,ZFP36,ZFP36,LARP4B,IBTK,LSM1,EIF4A2,PDCD4,MOV10,EIF4A3,DCP1A,ST7,ZFP36,ZFP36,LARP4B,IBTK,LSM1,EIF4A2,PDCD4,MOV10,EIF4A3,ZC3H7A,MEX3B
,,,,,,,,,,,SAMD4B,HELZ,FXR2,RNF219,DDX20,TBK1,EIF4A2,NCBP2,DDX19B,PATL1,STAU1,SAMD4B,HELZ,FXR2,RNF219,DDX20,TBK1,EIF4A2,NCBP2,DDX19B,YTHDF3,MKRN2
,,,,,,,,,,,PDCD4,MKRN2,EIF4A3,KIAA1429,MOV10,DCP1A,RBMS1,GTPBP1,UBAP2L,YTHDF3,SUPT5H,PDCD4,MKRN2,EIF4A3,KIAA1429,MOV10,DCP1A,RBMS1,GTPBP1,UBAP2L,PATL1,MOV10
,,,,,,,,,,,PRRC2A,SDCCAG3,EXOSC10,MOV10,USP10,MARF1,MOV10,ZC3HAV1,FMR1,FXR1,TDRD3,PRRC2A,SDCCAG3,EXOSC10,MOV10,USP10,MARF1,MOV10,ZC3HAV1,FMR1,FXR1,NCBP2
,,,,,,,,,,,YTHDF2,ATXN2,PRPF19,ALG13,MARF1,GTPBP1,CAPRIN1,PABPC1,MOV10,LSM2,TNRC6A,YTHDF2,ATXN2,PRPF19,ALG13,MARF1,GTPBP1,CAPRIN1,PABPC1,MOV10,IGF2BP1,NXF1
,,,,,,,,,,,XRN2,ZC3HAV1,CPSF1,MCRIP2,ZFP36,PABPC1,NCBP2,SYMPK,CELF1,R3HDM2,TNRC6B,XRN2,ZC3HAV1,CPSF1,MCRIP2,ZFP36,PABPC1,NCBP2,SYMPK,CELF1,IGF2BP2,OTUD4
,,,,,,,,,,,DCP1A,SAMD4B,SDCCAG3,ZC3H7A,CPEB4,USP10,IGF2BP1,IGF2BP2,FXR1,THOC1,TNRC6C,DCP1A,SAMD4B,SDCCAG3,ZC3H7A,CPEB4,USP10,IGF2BP1,IGF2BP2,FXR1,DCP1A,PABPC1
,,,,,,,,,,,CNOT7,ZC3H7A,NCBP2,NCBP2,EIF4A2,ZC3H7A,IGF2BP2,XRN2,SYMPK,FUBP3,UBAP2L,CNOT7,ZC3H7A,NCBP2,NCBP2,EIF4A2,ZC3H7A,IGF2BP2,XRN2,SYMPK,R3HDM2,PAIP2
,,,,,,,,,,,FUBP3,USP10,CSDE1,DDX1,PABPC1,ZFP36,TBK1,LSM1,CPEB4,IGF2BP2,XRN2,FUBP3,USP10,CSDE1,DDX1,PABPC1,ZFP36,TBK1,LSM1,CPEB4,CAPRIN1,PARN
,,,,,,,,,,,ZC3HAV1,G3BP1,XRN1,EIF4A2,MCRIP2,CAPRIN1,PUM1,TBK1,HELZ,NCBP2,YTHDF1,ZC3HAV1,G3BP1,XRN1,EIF4A2,MCRIP2,CAPRIN1,PUM1,TBK1,HELZ,CNOT2,PDCD4
,,,,,,,,,,,TBK1,FMR1,PATL1,SYMPK,ZC3H7A,IBTK,GTPBP1,PUM1,GLE1,UBAP2L,YTHDF2,TBK1,FMR1,PATL1,SYMPK,ZC3H7A,IBTK,GTPBP1,PUM1,GLE1,GLE1,PRPF19
,,,,,,,,,,,CAPRIN1,XRN2,HELZ,USP10,UNK,PUM1,MCRIP2,FMR1,TOP3B,PRRC2A,YTHDF3,CAPRIN1,XRN2,HELZ,USP10,UNK,PUM1,MCRIP2,FMR1,TOP3B,NCBP2,PRRC2A
,,,,,,,,,,,SYMPK,PAIP2,PUM1,FXR1,GTPBP1,CPEB4,CNOT6L,RNF219,MKRN2,USP10,ZC3HAV1,SYMPK,PAIP2,PUM1,FXR1,GTPBP1,CPEB4,CNOT6L,RNF219,MKRN2,SYNCRIP,PUM1
,,,,,,,,,,,FXR1,EIF4ENIF1,DDX6,DCP1A,SYNCRIP,MCRIP2,SYMPK,MCRIP2,TRIM56,SYNCRIP,ZFP36,FXR1,EIF4ENIF1,DDX6,DCP1A,SYNCRIP,MCRIP2,SYMPK,MCRIP2,TRIM56,FMR1,R3HDM2
,,,,,,,,,,,,,,,,,,,,,,ATXN2,CAPRIN1,SYNCRIP,MKRN2,RBMS1,RNF219,RNF219,IBTK,NCBP2,UBAP2L,RBM47
,,,,,,,,,,,,,,,,,,,,,,DDX20,FXR1,XRN2,CPEB4,RNF219,MKRN2,MKRN2,FXR2,YTHDF3,LSM4,RBMS1
,,,,,,,,,,,,,,,,,,,,,,PAIP2,DCP1A,G3BP1,MARF1,TRIM56,KIF1B,FXR2,UNK,PRRC2A,FUBP3,RNF214
,,,,,,,,,,,,,,,,,,,,,,KIAA1429,CNOT7,MCRIP2,IGF2BP1,CAPRIN1,UNK,FXR1,MARF1,KIAA1429,SYMPK,RNF219
,,,,,,,,,,,,,,,,,,,,,,ZC3H7A,LARP4B,MARF1,ZFP36,AGO2,RBMS1,MARF1,DDX1,TDRD3,PRRC2A,RNGTT
,,,,,,,,,,,,,,,,,,,,,,FMR1,LSM14A,KIAA1429,ETF1,MKRN2,TRIM56,IBTK,PRRC2A,ZC3HAV1,CTIF,SAMD4B
,,,,,,,,,,,,,,,,,,,,,,CNOT6L,YTHDF1,CEP85,IPO11,FXR2,R3HDM2,FUBP3,EDC3,IGF2BP2,HELZ,SDCCAG3
,,,,,,,,,,,,,,,,,,,,,,G3BP1,EIF4A2,RC3H1,FXR2,IBTK,FXR1,PRRC2A,MKRN2,MCRIP2,PDCD4,SMAP2
,,,,,,,,,,,,,,,,,,,,,,MKRN2,PDCD4,UNK,KIF1B,PARN,ETF1,R3HDM2,CNOT6L,IGF2BP1,DDX3X,SMG7
,,,,,,,,,,,,,,,,,,,,,,GTPBP1,CNOT6L,CNOT2,RBMS1,FXR1,FXR2,DDX20,ETF1,ZFP36,TRIM56,ST7
,,,,,,,,,,,,,,,,,,,,,,NCBP2,CNOT2,EIF4ENIF1,FMR1,R3HDM2,IGF2BP2,FMR1,TRIM56,MARF1,LARP4B,STAU1
,,,,,,,,,,,,,,,,,,,,,,DDX19B,FXR2,RNGTT,TRIM56,PRRC2A,CNOT6L,UNK,ATXN2,XRN2,LSM14A,SUPT5H
,,,,,,,,,,,,,,,,,,,,,,YTHDF1,PATL1,SAMD4B,PATL1,FMR1,IGF2BP1,DDX1,R3HDM2,OTUD4,MKRN2,SYMPK
,,,,,,,,,,,,,,,,,,,,,,LARP4B,DDX20,FXR1,IGF2BP2,CNOT6L,IPO11,YTHDF2,NUFIP2,CNOT6L,USP10,SYNCRIP
,,,,,,,,,,,,,,,,,,,,,,CNOT2,SYMPK,ZCCHC11,LARP4B,IPO11,SYNCRIP,UBAP2L,RBMS1,FAM120A,AGO2,TDRD3
,,,,,,,,,,,,,,,,,,,,,,EIF4ENIF1,FAM120A,USP10,CNOT6L,IGF2BP2,FMR1,PARN,DDX20,RBMS1,G3BP1,THOC1
,,,,,,,,,,,,,,,,,,,,,,MARF1,DDX3X,LSM1,UNK,IGF2BP1,PARN,YTHDF3,LARP4B,FXR2,MCRIP2,TNRC6A
,,,,,,,,,,,,,,,,,,,,,,CTIF,SYNCRIP,GLE1,DDX19B,ETF1,AGO2,KIF1B,IPO11,SDCCAG3,CNOT6L,TNRC6B
,,,,,,,,,,,,,,,,,,,,,,IBTK,TBK1,AGO2,SMG6,YTHDF2,PRRC2A,PATL1,XRN1,ANKRD17,EIF4A2,TNRC6C
,,,,,,,,,,,,,,,,,,,,,,FXR2,DDX19B,CNOT7,AGO2,XRN1,DDX19B,G3BP1,KIF1B,LARP4B,LSM1,TRIM56
,,,,,,,,,,,,,,,,,,,,,,SYNCRIP,MARF1,CAPRIN1,CSDE1,DDX19B,LARP4B,ATXN2,HDLBP,PUM1,CNOT7,UBAP2L
,,,,,,,,,,,,,,,,,,,,,,LSM14A,KIAA1429,TIA1,TOP3B,RC3H1,PATL1,TRIM56,AGO2,HDLBP,XRN1,UNK
,,,,,,,,,,,,,,,,,,,,,,EIF4A1,CTIF,IPO11,NUFIP2,PUM1,SMG6,IPO11,SMG6,TBK1,YTHDF1,USP10
,,,,,,,,,,,,,,,,,,,,,,FAM120A,GTPBP1,YTHDF1,PARN,TIA1,TOP3B,AGO2,IGF2BP1,SMG6,ATXN2,XRN2
,,,,,,,,,,,,,,,,,,,,,,HELZ,NCBP2,CTIF,ATXN2,LSM14A,CSDE1,SYNCRIP,DDX19B,CNOT2,ETF1,YTHDF1
,,,,,,,,,,,,,,,,,,,,,,LSM12,EIF4A1,TRIM56,LSM14A,NUFIP2,LSM14A,DDX19B,TOP3B,LSM14A,CSDE1,YTHDF2
,,,,,,,,,,,,,,,,,,,,,,RNF219,NUFIP2,CNOT6L,SYNCRIP,CSDE1,ATXN2,ETF1,PARN,DDX1,ANKRD17,YTHDF3
,,,,,,,,,,,,,,,,,,,,,,DDX3X,RC3H1,OTUD4,G3BP1,SMG6,RC3H1,EDC3,TIA1,ATXN2,RNF214,ZC3H7A
,,,,,,,,,,,,,,,,,,,,,,PATL1,ANKRD17,EIF4A1,DDX6,TOP3B,NUFIP2,CNOT2,PATL1,CSDE1,TIA1,ZC3HAV1
,,,,,,,,,,,,,,,,,,,,,,NUFIP2,UNK,DDX3X,RC3H1,EIF4A1,TIA1,EIF4A1,RNF214,G3BP1,EIF4ENIF1,ZFP36
