Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by	UniqueSpec	UniqueSpecSum	UniqueAvgSpec	PreySequenceLength	UniProtID
AFDN_NBF	56252	YLPM1	1116|985	2101	1050.5	2	64|89|189|103|26|37|36|35|177|86|192|206|33|57|32|42|170|183|7|85|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	25.55	7.1	0		84|80	164	82	1000	F8VU51_HUMAN
AFDN_NBF	8570	KHSRP	777|804	1581	790.5	2	87|58|60|59|66|39|56|55|88|56|96|92|45|53|36|55|85|100|20|92|9|17|21|33|17|51|48|25|35|48|24|38|24|69|22|41|20|22|14|15	1	1	1	1	1	243.21	9.47	0		31|32	63	31.5	1000	FUBP2_HUMAN
AFDN_NBF	55339	WDR33	808|693	1501	750.5	2	15|10|16|27|0|3|11|0|30|13|34|54|0|18|0|3|25|47|0|22|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	76.9	26.06	0		41|40	81	40.5	1000	WDR33_HUMAN
AFDN_NBF	23020	SNRNP200	566|578	1144	572	2	102|82|147|66|12|23|26|49|181|117|176|202|19|46|43|38|147|133|8|140|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	6.9	4.01	0		77|72	149	74.5	1000	U520_HUMAN
AFDN_NBF	7536	SF1	512|552	1064	532	2	40|29|93|55|10|12|18|36|49|35|96|93|17|22|18|18|56|82|17|64|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	32.48	8.01	0		20|20	40	20	1000	SF01_HUMAN
AFDN_NBF	3178	HNRNPA1	524|465	989	494.5	2	82|32|84|79|41|39|40|34|41|63|95|65|37|32|28|39|71|107|32|86|0|27|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|0|0	1	1	1	1	1	51.25	6.4	0		7|6	13	6.5	1000	ROA1_HUMAN
AFDN_NBF	8241	RBM10	480|474	954	477	2	72|69|153|96|35|41|46|66|123|80|146|120|37|64|52|55|124|115|15|73|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	18.45	4.33	0		40|37	77	38.5	1000	RBM10_HUMAN
AFDN_NBF	6421	SFPQ	470|459	929	464.5	2	60|24|84|38|18|23|30|32|84|57|168|84|16|39|28|24|99|59|24|78|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|36|29|0|0|0	1	1	1	1	1	13	5.72	0		25|26	51	25.5	1000	SFPQ_HUMAN
AFDN_NBF	51663	ZFR	426|488	914	457	2	94|49|126|67|34|26|46|48|96|85|142|139|25|49|27|46|108|108|15|111|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	19.54	4.25	0		34|31	65	32.5	1000	ZFR_HUMAN
AFDN_NBF	2130	EWSR1	527|379	906	453	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	538.6	4530	0		12|12	24	12	1000	C9JGE3_HUMAN
AFDN_NBF	27332	ZNF638	469|428	897	448.5	2	56|66|103|86|15|19|36|48|135|78|118|119|5|53|18|29|160|134|0|65|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	6.4	4.22	0		66|59	125	62.5	1000	ZN638_HUMAN
AFDN_NBF	4670	HNRNPM	411|423	834	417	2	64|38|69|51|28|20|43|39|74|85|92|79|18|38|15|27|76|65|11|66|0|0|0|0|2|11|3|0|0|18|7|9|2|12|0|10|2|2|0|5	1	1	1	1	1	127.76	5.78	0		31|30	61	30.5	1000	HNRPM_HUMAN
AFDN_NBF	23248	RPRD2	406|414	820	410	2	58|67|104|114|33|39|41|39|109|61|166|120|28|52|31|46|123|103|12|73|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.99	1	0.99	1	0.99	3.71	3.94	0		43|43	86	43	1000	RPRD2_HUMAN
AFDN_NBF	3181	HNRNPA2B1	338|386	724	362	2	56|34|56|52|4|11|13|14|51|50|80|63|9|17|6|12|40|74|13|67|0|12|6|0|0|0|0|0|0|3|0|0|0|0|0|10|0|0|0|0	1	1	1	1	1	73.38	6.15	0		18|16	34	17	1000	ROA2_HUMAN
AFDN_NBF	8880	FUBP1	319|376	695	347.5	2	17|18|40|27|0|6|0|8|47|24|76|41|0|6|6|0|29|22|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	18.5	10.19	0		20|20	40	20	1000	FUBP1_HUMAN
AFDN_NBF	10180	RBM6	375|301	676	338	2	0|0|0|0|0|0|0|0|13|0|11|21|0|0|0|0|10|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	25.31	51.21	0		49|46	95	47.5	1000	E9PGM9_HUMAN
AFDN_NBF	51585	PCF11	337|329	666	333	2	10|28|36|24|0|0|0|5|28|12|33|37|0|10|2|5|32|32|0|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	81.16	12.11	0		40|37	77	38.5	1000	PCF11_HUMAN
AFDN_NBF	10915	TCERG1	324|312	636	318	2	57|52|89|54|32|29|36|43|62|57|97|76|26|50|27|43|64|84|7|65|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	39.43	4.51	0		40|38	78	39	1000	G3V220_HUMAN
AFDN_NBF	1655	DDX5	313|316	629	314.5	2	30|37|83|66|23|33|16|29|62|43|98|64|36|34|24|24|59|73|17|48|0|0|6|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	24.63	4.97	0		21|20	41	20.5	1000	J3KTA4_HUMAN
AFDN_NBF	9782	MATR3	268|272	540	270	2	37|42|74|78|25|19|23|15|77|34|63|101|21|28|29|13|67|80|8|42|0|0|0|0|0|0|0|0|0|4|0|0|2|0|0|0|0|0|0|0	1	1	1	1	1	10.21	4.08	0		28|28	56	28	1000	A0A0R4J2E8_HUMAN
AFDN_NBF	155435	RBM33	256|267	523	261.5	2	0|6|44|26|0|9|0|0|37|7|42|38|0|11|0|0|37|33|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	19.61	9.21	0		26|24	50	25	1000	A0A0C4DFS3_HUMAN
AFDN_NBF	8289	ARID1A	277|244	521	260.5	2	36|17|49|6|10|0|19|26|65|26|69|50|0|4|0|18|51|56|7|37|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	22.5	5.6	0		40|40	80	40	1000	ARI1A_HUMAN
AFDN_NBF	10236	HNRNPR	275|239	514	257	2	59|42|69|64|33|26|27|22|59|52|92|87|29|28|24|23|59|75|10|41|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|75|0|0|0	1	1	1	1	1	19.81	3.72	0		22|20	42	21	1000	B4DT28_HUMAN
AFDN_NBF	8939	FUBP3	238|269	507	253.5	2	18|18|38|25|0|9|0|16|25|20|31|24|11|19|5|13|33|30|0|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	116.81	9.64	0		20|16	36	18	1000	FUBP3_HUMAN
AFDN_NBF	3191	HNRNPL	227|248	475	237.5	2	63|22|28|15|32|16|26|31|39|44|50|36|17|16|13|25|47|61|36|67|36|27|5|8|0|17|7|15|21|5|5|11|5|26|32|27|45|14|4|0	1	1	1	1	1	39.78	4.87	0		16|17	33	16.5	1000	B4DVF8_HUMAN
AFDN_NBF	10137	RBM12	218|233	451	225.5	2	0|20|12|6|0|0|0|3|22|15|29|30|0|0|0|6|29|14|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	29.84	12.32	0		21|18	39	19.5	1000	Q5JX62_HUMAN
AFDN_NBF	11052	CPSF6	229|210	439	219.5	2	23|24|42|27|9|15|14|19|33|17|36|50|9|18|10|23|36|32|3|29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	61.15	6.61	0		11|11	22	11	1000	CPSF6_HUMAN
AFDN_NBF	125950	RAVER1	224|207	431	215.5	2	4|0|9|4|0|2|0|0|4|0|8|19|0|7|0|0|3|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	35.59	28.36	0		19|20	39	19.5	1000	E9PAU2_HUMAN
AFDN_NBF	64062	RBM26	223|203	426	213	2	53|41|49|47|32|35|28|51|72|55|75|92|24|59|29|50|59|68|0|68|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	5.03	3.27	0		28|28	56	28	1000	A0A087X0H9_HUMAN
AFDN_NBF	51755	CDK12	213|201	414	207	2	20|19|44|29|0|15|19|16|32|28|41|67|0|22|6|11|38|38|0|37|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	23.18	5.51	0		27|28	55	27.5	1000	CDK12_HUMAN
AFDN_NBF	10521	DDX17	188|218	406	203	2	30|39|26|11|0|0|9|0|20|57|30|33|0|0|6|0|23|30|0|20|0|0|0|0|0|0|0|0|0|13|0|0|6|0|0|0|0|0|0|0	1	1	1	1	1	24.28	6.59	0		17|18	35	17.5	1000	A0A5H1ZRQ2_HUMAN
AFDN_NBF	57492	ARID1B	214|186	400	200	2	4|11|19|0|0|0|0|0|16|5|14|21|0|0|0|0|17|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	31.57	16.81	0		33|29	62	31	1000	A0A1B0GVK1_HUMAN
AFDN_NBF	220988	HNRNPA3	206|176	382	191	2	19|8|12|17|8|10|15|9|24|26|24|25|12|10|0|9|25|17|8|30|7|19|9|0|0|8|0|0|7|6|0|0|0|10|0|8|6|0|0|0	1	1	1	1	1	131.09	8.45	0		16|13	29	14.5	1000	A0A7I2V2R3_HUMAN
AFDN_NBF	8621	CDK13	196|162	358	179	2	0|12|24|7|0|0|4|0|21|0|24|23|0|3|0|0|15|9|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	21.45	12.52	0		31|27	58	29	1000	CDK13_HUMAN
AFDN_NBF	51729	WBP11	170|177	347	173.5	2	11|10|41|33|6|0|0|0|32|15|50|45|0|16|15|2|56|40|0|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	11.07	5.06	0		22|21	43	21.5	1000	WBP11_HUMAN
AFDN_NBF	55749	CCAR1	173|174	347	173.5	2	0|5|9|0|0|0|0|0|11|0|15|9|0|0|0|0|15|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	24.85	25.51	0		32|31	63	31.5	1000	A0A0C4DGG8_HUMAN
AFDN_NBF	57466	SCAF4	170|177	347	173.5	2	9|10|14|0|0|0|0|0|19|8|21|17|0|8|0|0|10|14|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	94.93	13.24	0		8|10	18	9	1000	SCAF4_HUMAN
AFDN_NBF	282996	RBM20	181|163	344	172	2	0|0|10|8|0|0|0|0|11|0|9|10|0|0|0|0|10|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	38.66	26.46	0		26|25	51	25.5	1000	RBM20_HUMAN
AFDN_NBF	55269	PSPC1	177|167	344	172	2	10|17|19|22|0|10|16|8|20|14|42|29|12|11|2|4|26|26|0|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	37.16	7.35	0		18|18	36	18	1000	PSPC1_HUMAN
AFDN_NBF	22828	SCAF8	176|166	342	171	2	0|0|0|0|0|0|0|0|0|7|0|8|0|0|0|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	24.01	77.73	0		22|22	44	22	1000	A0A0A0MT33_HUMAN
AFDN_NBF	55660	PRPF40A	168|166	334	167	2	10|0|7|5|0|0|13|0|18|0|15|13|0|7|7|0|11|17|0|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|0|0	1	1	1	1	1	118.21	12.85	0		23|22	45	22.5	1000	PR40A_HUMAN
AFDN_NBF	23211	ZC3H4	175|150	325	162.5	2	12|6|12|0|0|0|2|6|16|9|15|34|0|3|0|3|18|33|0|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	17	9.34	0		21|21	42	21	1000	ZC3H4_HUMAN
AFDN_NBF	8812	CCNK	162|148	310	155	2	18|23|28|17|19|10|18|14|24|19|37|28|8|9|0|15|17|27|0|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	76.95	6.35	0		10|10	20	10	1000	CCNK_HUMAN
AFDN_NBF	81608	FIP1L1	141|153	294	147	2	14|16|21|21|0|7|5|7|23|19|24|29|6|5|0|7|15|21|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	144.66	7.24	0		15|15	30	15	1000	FIP1_HUMAN
AFDN_NBF	84991	RBM17	143|143	286	143	2	26|27|35|25|14|4|8|15|46|30|59|36|6|20|17|12|40|32|0|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	15.79	3.99	0		15|13	28	14	1000	Q5W010_HUMAN
AFDN_NBF	84726	PRRC2B	146|139	285	142.5	2	29|43|28|8|0|0|13|15|47|42|49|47|0|5|0|7|51|48|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	5.25	3.56	0		40|33	73	36.5	1000	PRC2B_HUMAN
AFDN_NBF	22803	XRN2	148|132	280	140	2	0|0|14|10|0|0|0|2|11|0|2|30|0|0|0|0|14|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	10.1	15.22	0		27|26	53	26.5	1000	XRN2_HUMAN
AFDN_NBF	2521	FUS	134|144	278	139	2	0|15|19|7|0|0|0|0|17|11|27|26|0|6|4|0|27|27|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	20.22	7.6	0		7|6	13	6.5	1000	FUS_HUMAN
AFDN_NBF	11100	HNRNPUL1	154|121	275	137.5	2	0|0|5|4|0|0|0|0|0|0|7|9|0|0|0|0|2|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	29.22	41.67	0		19|19	38	19	1000	A0A0A0MRA5_HUMAN
AFDN_NBF	3185	HNRNPF	128|138	266	133	2	42|20|34|20|16|27|45|19|31|24|43|27|18|29|0|25|31|32|14|37|0|40|12|23|16|45|18|0|25|14|0|34|0|37|23|18|19|12|21|16	1	1	1	1	1	33.7	3.42	0		7|7	14	7	1000	HNRPF_HUMAN
AFDN_NBF	9169	SCAF11	141|123	264	132	2	7|8|26|16|0|0|0|5|31|8|32|32|0|7|0|0|33|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	10.38	6.03	0		22|20	42	21	1000	SCAFB_HUMAN
AFDN_NBF	8189	SYMPK	137|123	260	130	2	0|5|5|18|0|0|0|0|11|0|13|27|0|0|0|0|3|8|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	12.62	13.13	0		31|28	59	29.5	1000	SYMPK_HUMAN
AFDN_NBF	10432	RBM14	130|126	256	128	2	0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	15.88	160	0		17|18	35	17.5	1000	A0A0S2Z4Z0_HUMAN
AFDN_NBF	23283	CSTF2T	120|134	254	127	2	18|10|34|25|25|0|21|21|33|24|34|65|0|23|14|29|25|41|0|22|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.97	1	0.97	1	0.97	2.6	3.79	0		11|12	23	11.5	1000	CSTFT_HUMAN
AFDN_NBF	10492	SYNCRIP	123|113	236	118	2	11|20|30|6|0|0|0|8|29|20|38|29|0|8|0|12|24|23|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	20.08	4.94	0		17|18	35	17.5	1000	A0A7I2V309_HUMAN
AFDN_NBF	55922	NKRF	130|104	234	117	2	6|5|16|2|0|0|0|0|16|13|19|27|0|0|3|0|22|29|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	11.15	7.41	0		22|19	41	20.5	1000	NKRF_HUMAN
AFDN_NBF	284695	ZNF326	125|106	231	115.5	2	0|0|0|0|0|0|0|0|2|7|0|9|0|0|0|0|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	20.77	46.2	0		15|15	30	15	1000	A0A0A0MRN4_HUMAN
AFDN_NBF	57727	NCOA5	115|114	229	114.5	2	0|6|7|0|0|0|0|0|0|10|0|3|0|0|0|0|5|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	20.59	27.26	0		15|15	30	15	1000	Q5JY17_HUMAN
AFDN_NBF	5725	PTBP1	111|113	224	112	2	38|22|17|16|17|18|28|14|13|31|21|26|16|19|18|11|17|25|0|40|13|0|11|18|7|27|9|0|9|17|17|12|12|15|0|18|11|0|0|10	1	1	1	1	1	27.08	4.04	0		11|12	23	11.5	1000	A0A0D9SF20_HUMAN
AFDN_NBF	23131	GPATCH8	105|111	216	108	2	3|6|14|0|0|0|0|0|29|7|25|31|0|0|0|0|17|26|0|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	8.41	6.39	0		22|21	43	21.5	1000	GPTC8_HUMAN
AFDN_NBF	114823	LENG8	103|101	204	102	2	22|16|21|34|5|3|13|16|39|21|39|27|5|15|6|9|31|22|0|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	12.48	3.74	0		11|11	22	11	1000	A0A087WUE4_HUMAN
AFDN_NBF	8148	TAF15	92|109	201	100.5	2	23|0|13|0|0|0|15|19|15|11|12|27|0|0|0|12|17|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	43.09	5.91	0		11|10	21	10.5	1000	RBP56_HUMAN
AFDN_NBF	10298	PAK4	122|67	189	94.5	2	6|15|22|0|0|0|0|0|11|15|16|27|0|0|0|0|18|22|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	9.32	5.91	0		13|12	25	12.5	1000	PAK4_HUMAN
AFDN_NBF	54487	DGCR8	95|93	188	94	2	10|14|23|20|0|21|0|11|32|17|17|41|7|15|11|6|32|23|4|9|0|0|0|0|11|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0	1	1	1	1	1	9.55	3.9	0		15|18	33	16.5	1000	DGCR8_HUMAN
AFDN_NBF	1478	CSTF2	93|93	186	93	2	12|12|19|13|0|0|0|0|0|0|0|54|0|0|0|0|20|12|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.98	0.98	0.98	0.98	0.98	3.78	6.16	0		8|8	16	8	1000	E7EWR4_HUMAN
AFDN_NBF	29102	DROSHA	92|86	178	89	2	12|3|7|0|0|0|8|0|16|10|6|13|0|0|11|0|0|15|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	100.65	8.24	0		19|21	40	20	1000	RNC_HUMAN
AFDN_NBF	389677	RBM12B	91|86	177	88.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	125.43	885	0		21|19	40	20	1000	RB12B_HUMAN
AFDN_NBF	55602	CDKN2AIP	91|78	169	84.5	2	10|5|13|3|0|0|0|0|20|12|9|20|0|0|0|0|17|13|0|22|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	19.79	5.99	0		17|16	33	16.5	1000	J3KNE1_HUMAN
AFDN_NBF	10181	RBM5	81|79	160	80	2	0|0|0|0|0|0|0|0|5|0|6|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	15.92	47.06	0		14|13	27	13.5	1000	RBM5_HUMAN
AFDN_NBF	55342	STRBP	65|89	154	77	2	0|0|13|0|0|0|0|0|0|0|8|13|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	7	20.26	0		12|12	24	12	1000	Q5JPA5_HUMAN
AFDN_NBF	79869	CPSF7	80|74	154	77	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	43.55	385	0		10|9	19	9.5	1000	CPSF7_HUMAN
AFDN_NBF	10270	AKAP8	79|70	149	74.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	102.68	745	0		15|15	30	15	1000	AKAP8_HUMAN
AFDN_NBF	1994	ELAVL1	77|63	140	70	2	20|15|5|0|0|0|10|0|10|25|7|13|0|0|0|0|10|20|0|19|4|18|2|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	14.96	4.38	0		10|7	17	8.5	1000	ELAV1_HUMAN
AFDN_NBF	3187	HNRNPH1	64|74	138	69	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	94.13	690	0		4|3	7	3.5	1000	E9PCY7_HUMAN
AFDN_NBF	23435	TARDBP	71|65	136	68	2	12|15|15|8|0|3|6|5|10|15|22|11|2|0|0|5|14|15|5|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	31.97	4.82	0		9|7	16	8	1000	A0A0A0MSV7_HUMAN
AFDN_NBF	9128	PRPF4	68|66	134	67	2	0|6|8|0|0|0|0|0|6|15|8|12|0|0|0|0|7|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	14.11	9.44	0		13|13	26	13	1000	PRP4_HUMAN
AFDN_NBF	51322	WAC	52|81	133	66.5	2	0|13|12|0|0|0|0|0|6|0|15|18|0|0|0|0|11|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	5.23	7.92	0		10|14	24	12	1000	WAC_HUMAN
AFDN_NBF	55696	RBM22	66|65	131	65.5	2	0|6|7|4|0|0|0|0|0|6|6|10|0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	19.23	14.56	0		11|11	22	11	1000	RBM22_HUMAN
AFDN_NBF	10657	KHDRBS1	66|60	126	63	2	0|6|0|0|0|0|0|0|7|0|0|7|0|0|0|0|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	11.06	23.33	0		9|8	17	8.5	1000	KHDR1_HUMAN
AFDN_NBF	8202	NCOA3	66|60	126	63	2	0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	35.94	315	0		16|17	33	16.5	1000	NCOA3_HUMAN
AFDN_NBF	10499	NCOA2	56|65	121	60.5	2	0|0|9|0|0|0|0|0|14|0|9|16|0|0|0|2|16|13|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	6.65	6.95	0		17|17	34	17	1000	NCOA2_HUMAN
AFDN_NBF	1479	CSTF3	60|59	119	59.5	2	0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	40.46	148.75	0		14|10	24	12	1000	CSTF3_HUMAN
AFDN_NBF	10949	HNRNPA0	63|55	118	59	2	18|5|0|5|0|0|0|0|6|15|6|10|0|0|0|0|5|18|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	8.95	5.78	0		7|7	14	7	1000	ROA0_HUMAN
AFDN_NBF	196441	ZFC3H1	51|60	111	55.5	2	5|0|8|8|0|2|0|2|4|0|6|10|0|2|0|0|6|3|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	56.74	9.74	0		14|19	33	16.5	1000	G3V1X1_HUMAN
AFDN_NBF	51535	PPHLN1	61|46	107	53.5	2	0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	17.58	178.33	0		12|11	23	11.5	1000	B7Z8L1_HUMAN
AFDN_NBF	8085	KMT2D	55|52	107	53.5	2	0|0|7|0|0|0|2|0|18|10|9|13|0|0|0|0|11|19|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	6.35	5.57	0		21|19	40	20	1000	KMT2D_HUMAN
AFDN_NBF	22889	KHDC4	52|52	104	52	2	0|3|2|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	20.46	57.78	0		9|8	17	8.5	1000	KHDC4_HUMAN
AFDN_NBF	9444	QKI	54|49	103	51.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	72.7	515	0		9|7	16	8	1000	QKI_HUMAN
AFDN_NBF	79872	CBLL1	44|48	92	46	2	0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	10.64	92	0		5|5	10	5	1000	HAKAI_HUMAN
AFDN_NBF	53981	CPSF2	41|48	89	44.5	2	6|10|13|6|0|0|0|0|9|11|9|20|0|0|0|0|4|20|0|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.99	1	0.99	1	0.99	4.5	3.84	0		10|10	20	10	1000	CPSF2_HUMAN
