Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by	UniqueSpec	UniqueSpecSum	UniqueAvgSpec	PreySequenceLength	UniProtID
HIPK2_NBF	9931	HELZ	458|241	699	349.5	2	0|8|6|0|0|0|0|0|17|6|7|15|0|0|0|2|7|8|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	70	44.24	0		47|38	85	42.5	1000	HELZ_HUMAN
HIPK2_NBF	9919	SEC16A	433|242	675	337.5	2	48|40|68|6|21|0|18|36|74|50|43|76|0|0|13|24|83|77|0|70|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	14.43	5.37	0		42|33	75	37.5	1000	A0A0C4DH09_HUMAN
HIPK2_NBF	23112	TNRC6B	363|177	540	270	2	31|12|41|0|0|0|10|17|28|24|34|78|0|0|0|9|39|65|0|44|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	6.77	6.73	0		44|33	77	38.5	1000	TNR6B_HUMAN
HIPK2_NBF	84726	PRRC2B	333|195	528	264	2	29|43|28|8|0|0|13|15|47|42|49|47|0|5|0|7|51|48|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	25.89	6.6	0		45|39	84	42	1000	PRC2B_HUMAN
HIPK2_NBF	9698	PUM1	337|177	514	257	2	0|0|8|0|0|0|0|0|7|0|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	25.45	116.82	0		26|23	49	24.5	1000	PUM1_HUMAN
HIPK2_NBF	27327	TNRC6A	288|150	438	219	2	0|7|21|0|0|0|2|3|23|2|0|22|0|0|0|3|25|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	11.74	18.88	0		45|28	73	36.5	1000	TNR6A_HUMAN
HIPK2_NBF	54542	RC3H2	257|128	385	192.5	2	0|12|12|0|0|0|0|8|13|6|15|14|0|0|0|3|13|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	69.74	18.87	0		22|19	41	20.5	1000	RC3H2_HUMAN
HIPK2_NBF	8939	FUBP3	232|151	383	191.5	2	18|18|38|25|0|9|0|16|25|20|31|24|11|19|5|13|33|30|0|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	58.23	7.28	0		19|17	36	18	1000	FUBP3_HUMAN
HIPK2_NBF	56478	EIF4ENIF1	206|129	335	167.5	2	4|17|45|5|4|4|13|29|38|22|46|51|0|18|6|10|41|35|0|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	8.13	4.69	0		21|19	40	20	1000	4ET_HUMAN
HIPK2_NBF	149041	RC3H1	179|92	271	135.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	133.94	1355	0		16|12	28	14	1000	RC3H1_HUMAN
HIPK2_NBF	23369	PUM2	168|97	265	132.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	141.03	1325	0		16|14	30	15	1000	A0A0C4DG68_HUMAN
HIPK2_NBF	6311	ATXN2	148|89	237	118.5	2	18|10|17|0|7|0|10|10|20|21|16|25|0|0|0|7|29|20|0|22|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	37.5	5.98	0		18|10	28	14	1000	F8VQP2_HUMAN
HIPK2_NBF	64793	CEP85	162|71	233	116.5	2	0|3|5|0|0|0|0|0|8|7|0|7|0|0|0|0|5|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	22.17	31.49	0		17|13	30	15	1000	CEP85_HUMAN
HIPK2_NBF	22864	R3HDM2	115|69	184	92	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	101.26	920	0		11|9	20	10	1000	A0A0U1RRA6_HUMAN
HIPK2_NBF	23089	PEG10	118|63	181	90.5	2	0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	13.94	181	0		13|11	24	12	1000	PEG10_HUMAN
HIPK2_NBF	79868	ALG13	115|62	177	88.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	91.28	885	0		18|12	30	15	1000	A0A087WT15_HUMAN
HIPK2_NBF	23518	R3HDM1	99|46	145	72.5	2	0|0|0|0|0|0|0|0|0|2|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	21.83	145	0		10|9	19	9.5	1000	R3HD1_HUMAN
HIPK2_NBF	54915	YTHDF1	92|47	139	69.5	2	0|0|0|0|0|0|0|0|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.99	1	0.99	1	0.99	4.68	34.75	0		7|5	12	6	1000	YTHD1_HUMAN
HIPK2_NBF	80315	CPEB4	84|46	130	65	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	68.4	650	0		9|6	15	7.5	1000	B7ZLQ8_HUMAN
HIPK2_NBF	9500	MAGED1	82|48	130	65	2	0|0|6|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	10.04	59.09	0		10|8	18	9	1000	MAGD1_HUMAN
HIPK2_NBF	23386	NUDCD3	78|51	129	64.5	2	0|6|6|0|0|0|0|0|0|0|0|13|0|0|0|0|6|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	7.35	18.97	0		10|8	18	9	1000	NUDC3_HUMAN
HIPK2_NBF	5937	RBMS1	73|46	119	59.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	68.4	595	0		3|2	5	2.5	1000	RBMS1_HUMAN
HIPK2_NBF	375056	MIA3	67|19	86	43	2	2|2|4|0|0|0|0|0|5|3|0|8|0|0|0|3|5|4|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	9.89	9.77	0		16|5	21	10.5	1000	TGO1_HUMAN
HIPK2_NBF	54726	OTUD4	56|26	82	41	2	4|3|0|0|0|0|0|0|3|0|0|0|0|0|0|0|6|4|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	10.3	17.83	0		8|6	14	7	1000	OTUD4_HUMAN
HIPK2_NBF	54502	RBM47	60|20	80	40	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	30.72	400	0		8|5	13	6.5	1000	RBM47_HUMAN
HIPK2_NBF	10807	ENTR1	54|25	79	39.5	2	0|0|10|0|0|0|0|0|0|5|0|8|0|0|0|0|12|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.97	1	0.97	1	0.97	2.62	9.4	0		8|6	14	7	1000	ENTR1_HUMAN
HIPK2_NBF	54877	ZCCHC2	50|25	75	37.5	2	0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	7.04	75	0		5|4	9	4.5	1000	ZCHC2_HUMAN
HIPK2_NBF	81844	TRIM56	49|26	75	37.5	2	5|9|10|0|0|0|0|0|3|10|7|13|0|0|0|0|7|5|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	6.84	5.07	0		8|8	16	8	1000	TRI56_HUMAN
HIPK2_NBF	55095	SAMD4B	47|27	74	37	2	3|0|8|0|0|0|0|0|3|7|6|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	5.23	10.88	0		5|5	10	5	1000	M0QZ22_HUMAN
HIPK2_NBF	253943	YTHDF3	52|20	72	36	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	30.72	360	0		4|2	6	3	1000	A0A024R7W5_HUMAN
HIPK2_NBF	5202	PFDN2	39|24	63	31.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	36.59	315	0		4|4	8	4	1000	PFD2_HUMAN
HIPK2_NBF	79048	SECISBP2	53|9	62	31	2	0|0|4|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.92	1	0.92	1	0.92	1.65	25.83	0.01		12|3	15	7.5	1000	Q4V370_HUMAN
HIPK2_NBF	92312	MEX3A	44|18	62	31	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	27.76	310	0		6|2	8	4	1000	MEX3A_HUMAN
HIPK2_NBF	57666	FBRSL1	44|16	60	30	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	24.79	300	0		6|4	10	5	1000	FBSL_HUMAN
HIPK2_NBF	10471	PFDN6	37|19	56	28	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	29.24	280	0		4|3	7	3.5	1000	PFD6_HUMAN
HIPK2_NBF	9666	DZIP3	39|13	52	26	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	20.29	260	0		7|3	10	5	1000	DZIP3_HUMAN
HIPK2_NBF	390916	NUDT19	34|16	50	25	2	0|0|0|0|0|0|0|0|0|3|0|3|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	6.75	27.78	0		5|4	9	4.5	1000	NUD19_HUMAN
HIPK2_NBF	9728	SECISBP2L	41|9	50	25	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	14.17	250	0		5|3	8	4	1000	SBP2L_HUMAN
HIPK2_NBF	159195	USP54	39|10	49	24.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	15.72	245	0		10|4	14	7	1000	UBP54_HUMAN
HIPK2_NBF	64744	SMAP2	32|17	49	24.5	2	0|4|0|0|0|0|0|6|5|7|0|6|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.97	1	0.97	1	0.97	2.75	7.21	0		5|3	8	4	1000	A0A087WV97_HUMAN
HIPK2_NBF	80114	BICC1	32|15	47	23.5	2	0|2|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	7.54	47	0		8|4	12	6	1000	BICC1_HUMAN
HIPK2_NBF	57523	NYNRIN	36|10	46	23	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	15.72	230	0		8|2	10	5	1000	NYNRI_HUMAN
HIPK2_NBF	80004	ESRP2	41|5	46	23	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	7.79	230	0		6|2	8	4	1000	ESRP2_HUMAN
HIPK2_NBF	201595	STT3B	26|19	45	22.5	2	0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	12.89	112.5	0		3|3	6	3	1000	STT3B_HUMAN
HIPK2_NBF	5204	PFDN5	30|13	43	21.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	20.29	215	0		4|3	7	3.5	1000	PFD5_HUMAN
HIPK2_NBF	7073	TIAL1	29|13	42	21	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	20.29	210	0		4|4	8	4	1000	TIAR_HUMAN
HIPK2_NBF	7268	TTC4	27|15	42	21	2	0|0|5|0|0|0|0|0|8|7|0|4|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.94	0.99	0.94	0.99	0.94	1.98	7.5	0.01		3|2	5	2.5	1000	TTC4_HUMAN
HIPK2_NBF	257160	RNF214	34|6	40	20	2	0|0|0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.91	1	0.91	1	0.91	1.48	25	0.01		5|2	7	3.5	1000	RN214_HUMAN
HIPK2_NBF	27101	CACYBP	26|14	40	20	2	0|8|4|0|0|0|0|0|0|7|0|8|0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.87	0.98	0.87	0.98	0.87	1.13	6.06	0.01		4|3	7	3.5	1000	CYBP_HUMAN
HIPK2_NBF	11146	GLMN	25|14	39	19.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	21.8	195	0		3|2	5	2.5	1000	GLMN_HUMAN
HIPK2_NBF	8086	AAAS	23|15	38	19	2	5|6|0|0|0|0|5|0|4|11|0|3|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.88	0.98	0.88	0.98	0.88	1.22	5	0.01		4|4	8	4	1000	AAAS_HUMAN
HIPK2_NBF	64599	GIGYF1	30|7	37	18.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	11.03	185	0		5|2	7	3.5	1000	GGYF1_HUMAN
HIPK2_NBF	6767	ST13	22|12	34	17	2	0|0|2|0|0|0|0|0|4|0|0|2|0|0|0|0|3|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.97	1	0.97	1	0.97	2.81	10	0		4|3	7	3.5	1000	F10A1_HUMAN
HIPK2_NBF	56905	C15orf39	25|8	33	16.5	2	0|0|0|0|0|0|0|0|0|0|3|3|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.98	1	0.98	1	0.98	2.99	20.62	0		6|2	8	4	1000	CO039_HUMAN
HIPK2_NBF	10658	CELF1	19|12	31	15.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	18.78	155	0		5|3	8	4	1000	G5EA30_HUMAN
HIPK2_NBF	10659	CELF2	16|13	29	14.5	2	0|0|5|0|0|0|0|0|0|0|0|7|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.94	0.96	0.94	0.96	0.94	2.5	9.67	0.01		2|3	5	2.5	1000	A0A0J9YX66_HUMAN
HIPK2_NBF	56948	SDR39U1	19|10	29	14.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	15.72	145	0		2|2	4	2	1000	F6RWC2_HUMAN
HIPK2_NBF	5286	PIK3C2A	21|7	28	14	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	11.03	140	0		5|2	7	3.5	1000	A0A0C4DGF9_HUMAN
HIPK2_NBF	9049	AIP	18|10	28	14	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	15.72	140	0		2|2	4	2	1000	AIP_HUMAN
HIPK2_NBF	9894	TELO2	19|9	28	14	2	0|0|4|0|0|0|0|0|2|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.89	0.98	0.89	0.98	0.89	1.42	10	0.01		3|2	5	2.5	1000	TELO2_HUMAN
HIPK2_NBF	64778	FNDC3B	18|6	24	12	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	9.42	120	0		2|2	4	2	1000	FND3B_HUMAN
HIPK2_NBF	23174	ZCCHC14	14|9	23	11.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	14.17	115	0		4|4	8	4	1000	ZCH14_HUMAN
HIPK2_NBF	8841	HDAC3	12|10	22	11	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	15.72	110	0		2|2	4	2	1000	HDAC3_HUMAN
HIPK2_NBF	399664	MEX3D	15|6	21	10.5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	9.42	105	0		3|2	5	2.5	1000	MEX3D_HUMAN
HIPK2_NBF	11030	RBPMS	17|3	20	10	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.99	1	0.99	1	0.99	4.36	100	0		2|2	4	2	1000	B4E3T4_HUMAN
HIPK2_NBF	80222	TARS2	13|7	20	10	2	0|0|2|0|0|0|0|0|0|0|0|5|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.9	0.98	0.9	0.98	0.9	1.5	10	0.01		2|3	5	2.5	1000	Q5T5E9_HUMAN
HIPK2_NBF	22794	CASC3	3|7	10	5	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.99	1	0.99	1	0.99	4.36	50	0		2|2	4	2	1000	CASC3_HUMAN
HIPK2_NBF	26524	LATS2	6|2	8	4	2	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.96	1	0.96	1	0.96	2.52	40	0		2|2	4	2	1000	LATS2_HUMAN
HNRNPA1_CBF	3190	HNRNPK	1489|1021	2510	1255	2	114|81|219|143|87|74|106|76|183|103|239|176|81|77|112|80|229|134|57|152|6|17|26|20|13|23|12|8|12|33|25|35|11|18|0|38|27|17|0|6	1	1	1	1	1	33.88	7.38	0		26|24	50	25	1000	HNRPK_HUMAN
HNRNPA1_CBF	3181	HNRNPA2B1	1235|714	1949	974.5	2	56|34|56|52|4|11|13|14|51|50|80|63|9|17|6|12|40|74|13|67|0|12|6|0|0|0|0|0|0|3|0|0|0|0|0|10|0|0|0|0	1	1	1	1	1	207.69	16.54	0		22|23	45	22.5	1000	ROA2_HUMAN
HNRNPA1_CBF	10236	HNRNPR	956|704	1660	830	2	59|42|69|64|33|26|27|22|59|52|92|87|29|28|24|23|59|75|10|41|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|75|0|0|0	1	1	1	1	1	196.5	12.01	0		32|31	63	31.5	1000	B4DT28_HUMAN
HNRNPA1_CBF	56252	YLPM1	859|664	1523	761.5	2	64|89|189|103|26|37|36|35|177|86|192|206|33|57|32|42|170|183|7|85|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	11.05	5.15	0		74|74	148	74	1000	F8VU51_HUMAN
HNRNPA1_CBF	3192	HNRNPU	1089|399	1488	744	2	91|61|100|75|43|43|42|44|60|74|148|87|49|57|32|35|68|105|21|94|13|3|6|0|0|0|0|0|0|13|0|8|0|0|0|9|0|0|0|0	1	1	1	1	1	19.83	8.24	0		29|29	58	29	1000	HNRPU_HUMAN
HNRNPA1_CBF	4670	HNRNPM	849|596	1445	722.5	2	64|38|69|51|28|20|43|39|74|85|92|79|18|38|15|27|76|65|11|66|0|0|0|0|2|11|3|0|0|18|7|9|2|12|0|10|2|2|0|5	1	1	1	1	1	223.89	10.02	0		33|33	66	33	1000	HNRPM_HUMAN
HNRNPA1_CBF	8570	KHSRP	645|543	1188	594	2	87|58|60|59|66|39|56|55|88|56|96|92|45|53|36|55|85|100|20|92|9|17|21|33|17|51|48|25|35|48|24|38|24|69|22|41|20|22|14|15	1	1	1	1	1	146.11	7.11	0		33|33	66	33	1000	FUBP2_HUMAN
HNRNPA1_CBF	6421	SFPQ	642|529	1171	585.5	2	60|24|84|38|18|23|30|32|84|57|168|84|16|39|28|24|99|59|24|78|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|36|29|0|0|0	1	1	1	1	1	15.87	7.21	0		28|29	57	28.5	1000	SFPQ_HUMAN
HNRNPA1_CBF	1655	DDX5	484|377	861	430.5	2	30|37|83|66|23|33|16|29|62|43|98|64|36|34|24|24|59|73|17|48|0|0|6|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	32.93	6.8	0		27|26	53	26.5	1000	J3KTA4_HUMAN
HNRNPA1_CBF	9782	MATR3	494|349	843	421.5	2	37|42|74|78|25|19|23|15|77|34|63|101|21|28|29|13|67|80|8|42|0|0|0|0|0|0|0|0|0|4|0|0|2|0|0|0|0|0|0|0	1	1	1	1	1	23.83	6.38	0		32|32	64	32	1000	A0A0R4J2E8_HUMAN
HNRNPA1_CBF	3185	HNRNPF	562|265	827	413.5	2	42|20|34|20|16|27|45|19|31|24|43|27|18|29|0|25|31|32|14|37|0|40|12|23|16|45|18|0|25|14|0|34|0|37|23|18|19|12|21|16	1	1	1	1	1	182.51	10.63	0		7|7	14	7	1000	HNRPF_HUMAN
HNRNPA1_CBF	3609	ILF3	469|341	810	405	2	46|14|82|59|14|6|17|24|79|49|126|114|7|15|16|27|91|76|13|44|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	10.5	5.29	0		30|31	61	30.5	1000	ILF3_HUMAN
HNRNPA1_CBF	55339	WDR33	470|304	774	387	2	15|10|16|27|0|3|11|0|30|13|34|54|0|18|0|3|25|47|0|22|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	29.84	13.44	0		37|38	75	37.5	1000	WDR33_HUMAN
HNRNPA1_CBF	3191	HNRNPL	448|307	755	377.5	2	63|22|28|15|32|16|26|31|39|44|50|36|17|16|13|25|47|61|36|67|36|27|5|8|0|17|7|15|21|5|5|11|5|26|32|27|45|14|4|0	1	1	1	1	1	65.72	7.74	0		17|17	34	17	1000	B4DVF8_HUMAN
HNRNPA1_CBF	7536	SF1	456|298	754	377	2	40|29|93|55|10|12|18|36|49|35|96|93|17|22|18|18|56|82|17|64|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	13.1	5.68	0		21|19	40	20	1000	SF01_HUMAN
HNRNPA1_CBF	125950	RAVER1	392|332	724	362	2	4|0|9|4|0|2|0|0|4|0|8|19|0|7|0|0|3|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	58.22	47.63	0		24|22	46	23	1000	E9PAU2_HUMAN
HNRNPA1_CBF	220988	HNRNPA3	421|281	702	351	2	19|8|12|17|8|10|15|9|24|26|24|25|12|10|0|9|25|17|8|30|7|19|9|0|0|8|0|0|7|6|0|0|0|10|0|8|6|0|0|0	1	1	1	1	1	261	15.53	0		19|18	37	18.5	1000	A0A7I2V2R3_HUMAN
HNRNPA1_CBF	22803	XRN2	384|274	658	329	2	0|0|14|10|0|0|0|2|11|0|2|30|0|0|0|0|14|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	21.22	35.76	0		34|33	67	33.5	1000	XRN2_HUMAN
HNRNPA1_CBF	10492	SYNCRIP	329|261	590	295	2	11|20|30|6|0|0|0|8|29|20|38|29|0|8|0|12|24|23|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	69.98	12.34	0		23|23	46	23	1000	A0A7I2V309_HUMAN
HNRNPA1_CBF	5725	PTBP1	307|261	568	284	2	38|22|17|16|17|18|28|14|13|31|21|26|16|19|18|11|17|25|0|40|13|0|11|18|7|27|9|0|9|17|17|12|12|15|0|18|11|0|0|10	1	1	1	1	1	119.27	10.25	0		15|15	30	15	1000	A0A0D9SF20_HUMAN
HNRNPA1_CBF	57805	CCAR2	309|252	561	280.5	2	22|21|38|23|0|9|0|12|37|12|65|50|3|10|12|4|29|44|0|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	1	1	1	1	1	22.78	7.86	0		25|23	48	24	1000	G3V119_HUMAN
