selected_features
ANKRD17
CDC5L
CELF1
CEP85
CNOT6L
CNOT7
CNOT9
DAZL
DDX3X
ELAVL1
FMR1
FUBP3
FXR2
G3BP1
GRSF1
IGF2BP2
LARP4B
LSM1
LSM14A
LSM4
LZTS2
MCRIP2
MOV10
NXF1
PRPF19
PRRC2A
PUM1
R3HDM2
RBMS1
RNGTT
SAMD4B
SMAP2
SMG7
ST7
STAU1
SUPT5H
TNRC6A
TNRC6B
TNRC6C
YTHDF1
YTHDF2
YTHDF3
ZC3H7A
