Bait,Prey
AARS2,LCA5
AARS2,LCK
AARS2,LCOR
AARS2,LCP1
AARS2,LGALS3BP
AARS2,LIAS
AARS2,LIFR
AARS2,LIG1
AARS2,LIMCH1
AARS2,LIN54
AARS2,LIN9
AARS2,LINGO1
AARS2,LLGL1
AARS2,LLPH
AARS2,LMBR1
AARS2,LMBRD2
AARS2,LMTK2
AARS2,LOC441155
AARS2,LPCAT2
AARS2,LPCAT3
AARS2,LPGAT1
AARS2,LRIF1
AARS2,LRIG2
AARS2,LRIG3
AARS2,LRP1
AARS2,LRP2
AARS2,LRP4
AARS2,LRP5
AARS2,LRP6
AARS2,LRP8
AARS2,LRRC1
AARS2,LRRC41
AARS2,LRRC49
AARS2,LRRC4B
AARS2,LRRC8D
AARS2,LRRCC1
AARS2,LSM11
AARS2,LSR
AARS2,LYN
AARS2,LYSMD3
AARS2,LZTR1
AARS2,LZTS1
AARS2,LZTS2
AARS2,LZTS3
AARS2,MACO1
AARS2,MAD2L2
AARS2,MAGI1
AARS2,MAGI3
AARS2,MAK16
AARS2,MAOA
AARS2,MAP2
AARS2,MAP2K5
AARS2,MAP3K21
AARS2,MAP3K9
AARS2,MAP4K3
AARS2,MAP7D2
AARS2,MAP7D3
AARS2,MAP9
AARS2,MAPT
AARS2,MARC2
AARS2,MARCH6
AARS2,MARF1
AARS2,MARK1
AARS2,MARK3
AARS2,MARVELD2
AARS2,MAST4
AARS2,MASTL
AARS2,MB21D2
AARS2,MBD1
AARS2,MBD2
AARS2,MBD4
AARS2,MBTPS1
AARS2,MCAM
AARS2,MCC
AARS2,MCM10
AARS2,MCM3AP
AARS2,MECOM
AARS2,MECP2
AARS2,MED1
AARS2,MED26
AARS2,MEF2D
AARS2,METTL8
AARS2,MFAP3L
AARS2,MFSD12
AARS2,MFSD8
AARS2,MGA
AARS2,MIA2
AARS2,MIB1
AARS2,MIB2
AARS2,MICALL1
AARS2,MICU1
AARS2,MICU2
AARS2,MICU3
AARS2,MIEF1
AARS2,MIEF2
AARS2,MIGA1
AARS2,MIGA2
AARS2,MIIP
AARS2,MINK1
AARS2,MIS18BP1
AARS2,MKL1
AARS2,MLLT11
AARS2,MLLT3
AARS2,MLLT6
AARS2,MLX
AARS2,MLXIP
AARS2,MMS22L
AARS2,MNX1
AARS2,MOB1B
AARS2,MOXD1
AARS2,MPDZ
AARS2,MPHOSPH9
AARS2,MPND
AARS2,MPP1
AARS2,MPP7
AARS2,MRC2
AARS2,MSANTD2
AARS2,MSL1
AARS2,MSL3
AARS2,MTA3
AARS2,MTERF3
AARS2,MTF2
AARS2,MTFR1L
AARS2,MTFR2
AARS2,MTMR12
AARS2,MTMR3
AARS2,MTMR4
AARS2,MTMR9
AARS2,MTR
AARS2,MTRF1L
AARS2,MTSS1L
AARS2,MTX3
AARS2,MUL1
AARS2,MYBL2
AARS2,MYEF2
AARS2,MYO18A
AARS2,MYO19
AARS2,MYO5B
AARS2,MYO9A
AARS2,MYOF
AARS2,MYSM1
AARS2,MYT1
AARS2,N4BP2
AARS2,NAV1
AARS2,NAV2
AARS2,NBEA
AARS2,NBEAL1
AARS2,NBN
AARS2,NCAM1
AARS2,NCBP3
AARS2,NCK2
AARS2,NCKAP5
AARS2,NCKAP5L
AARS2,NCOA2
AARS2,NCOA6
AARS2,NCOA7
AARS2,NDEL1
AARS2,NDUFAF5
AARS2,NDUFV3
AARS2,NEBL
AARS2,NECTIN2
AARS2,NEK1
AARS2,NEK4
AARS2,NEMP1
AARS2,NEO1
AARS2,NEPRO
AARS2,NETO2
AARS2,NEURL4
AARS2,NEXN
AARS2,NF2
AARS2,NFATC2IP
AARS2,NFIB
AARS2,NFIC
AARS2,NFRKB
AARS2,NFX1
AARS2,NGRN
AARS2,NHS
AARS2,NHSL1
AARS2,NIN
