Bait,Prey
AARS2,ATG2A
AARS2,ATG2B
AARS2,ATG4C
AARS2,ATG9A
AARS2,ATL1
AARS2,ATP11A
AARS2,ATP11C
AARS2,ATP13A2
AARS2,ATP13A3
AARS2,ATP2B4
AARS2,ATP2C1
AARS2,ATP5MF-PTCD1
AARS2,ATP6V1B1
AARS2,ATP7A
AARS2,ATP7B
AARS2,ATP8A1
AARS2,ATP8B2
AARS2,ATP9A
AARS2,ATRIP
AARS2,ATRX
AARS2,ATXN2
AARS2,ATXN3
AARS2,AUP1
AARS2,AURKA
AARS2,AURKB
AARS2,AXIN1
AARS2,AZI2
AARS2,B3GALT6
AARS2,B3GLCT
AARS2,B4GALT3
AARS2,B4GAT1
AARS2,BAG2
AARS2,BAG3
AARS2,BAHCC1
AARS2,BAIAP2L1
AARS2,BAP1
AARS2,BASP1
AARS2,BAZ1A
AARS2,BAZ1B
AARS2,BAZ2A
AARS2,BAZ2B
AARS2,BBS7
AARS2,BBX
AARS2,BCAP29
AARS2,BCAR1
AARS2,BCAR3
AARS2,BCAS3
AARS2,BCKDHA
AARS2,BCL11A
AARS2,BCL7C
AARS2,BCL9
AARS2,BCLAF1
AARS2,BCOR
AARS2,BCORL1
AARS2,BCR
AARS2,BDP1
AARS2,BEND3
AARS2,BET1L
AARS2,BFSP1
AARS2,BHLHE40
AARS2,BICD1
AARS2,BICD2
AARS2,BIRC6
AARS2,BLM
AARS2,BMP2K
AARS2,BMS1
AARS2,BNIP2
AARS2,BNIP3
AARS2,BNIP3L
AARS2,BOD1L1
AARS2,BOP1
AARS2,BORCS5
AARS2,BORCS6
AARS2,BPTF
AARS2,BRAF
AARS2,BRCA1
AARS2,BRCA2
AARS2,BRD1
AARS2,BRD2
AARS2,BRD3
AARS2,BRD4
AARS2,BRD7
AARS2,BRD8
AARS2,BRIP1
AARS2,BRIX1
AARS2,BRPF1
AARS2,BRPF3
AARS2,BRSK2
AARS2,BRWD1
AARS2,BSDC1
AARS2,BSG
AARS2,BTF3
AARS2,BTN3A2
AARS2,BTN3A3
AARS2,BUB1
AARS2,BUB1B
AARS2,BUD13
AARS2,C10orf12
AARS2,C10orf88
AARS2,C11orf49
AARS2,C11orf58
AARS2,C12orf43
AARS2,C12orf73
AARS2,C16orf58
AARS2,C16orf70
AARS2,C17orf80
AARS2,C18orf21
AARS2,C18orf25
AARS2,C18orf32
AARS2,C19orf44
AARS2,C19orf47
AARS2,C1orf131
AARS2,C1orf174
AARS2,C1orf198
AARS2,C1orf21
AARS2,C1orf226
AARS2,C1orf35
AARS2,C1orf43
AARS2,C1orf52
AARS2,C21orf33
AARS2,C2CD3
AARS2,C2CD4C
AARS2,C2CD5
AARS2,C5orf15
AARS2,C5orf22
AARS2,C6orf132
AARS2,C6orf47
AARS2,C8orf59
AARS2,C9orf72
AARS2,C9orf78
AARS2,CAAP1
AARS2,CABIN1
AARS2,CABLES1
AARS2,CABYR
AARS2,CACHD1
AARS2,CACTIN
AARS2,CACUL1
AARS2,CALCOCO1
AARS2,CALD1
AARS2,CAMK2D
AARS2,CAMK2G
AARS2,CAMSAP1
AARS2,CAMSAP2
AARS2,CAMSAP3
AARS2,CAPZA3
AARS2,CARD10
AARS2,CARMIL1
AARS2,CARMIL2
AARS2,CARS2
AARS2,CASK
AARS2,CASKIN2
AARS2,CASP8AP2
AARS2,CASZ1
AARS2,CAV1
AARS2,CAVIN1
AARS2,CBARP
AARS2,CBL
AARS2,CBX2
AARS2,CBX4
AARS2,CBX5
AARS2,CBX8
AARS2,CCDC112
AARS2,CCDC137
AARS2,CCDC138
AARS2,CCDC14
AARS2,CCDC15
AARS2,CCDC168
AARS2,CCDC174
AARS2,CCDC18
AARS2,CCDC186
AARS2,CCDC25
AARS2,CCDC50
AARS2,CCDC57
AARS2,CCDC59
AARS2,CCDC61
AARS2,CCDC66
AARS2,CCDC71L
AARS2,CCDC77
AARS2,CCDC8
AARS2,CCDC85C
AARS2,CCDC86
AARS2,CCDC88A
AARS2,CCDC88C
AARS2,CCDC91
AARS2,CCDC92
AARS2,CCDC94
AARS2,CCHCR1
AARS2,CCM2
AARS2,CCNB1
AARS2,CCNB2
AARS2,CCNT1
AARS2,CCNY
AARS2,CCP110
AARS2,CCPG1
AARS2,CCSER1
AARS2,CCSER2
AARS2,CCT6B
AARS2,CD2BP2
AARS2,CD3EAP
AARS2,CD44
AARS2,CD99L2
AARS2,CDAN1
AARS2,CDC16
AARS2,CDC27
AARS2,CDC40
AARS2,CDC42BPA
AARS2,CDC42BPB
AARS2,CDC42EP1
AARS2,CDCA2
AARS2,CDCA3
AARS2,CDCA5
AARS2,CDCA8
AARS2,CDH2
AARS2,CDK11A
AARS2,CDK11B
AARS2,CDK12
AARS2,CDK13
AARS2,CDK14
AARS2,CDK16
AARS2,CDK17
AARS2,CDK3
AARS2,CDK4
AARS2,CDK5RAP1
AARS2,CDK5RAP2
AARS2,CDK9
AARS2,CDKAL1
AARS2,CDKL5
AARS2,CDKN2A
AARS2,CDKN2AIP
AARS2,CDR2
AARS2,CDR2L
AARS2,CDYL
AARS2,CEBPZ
AARS2,CELF2
AARS2,CELSR1
AARS2,CELSR2
AARS2,CENPB
AARS2,CENPC
AARS2,CENPE
AARS2,CENPH
AARS2,CENPI
AARS2,CENPJ
AARS2,CENPQ
AARS2,CENPT
AARS2,CENPU
AARS2,CENPV
AARS2,CEP104
AARS2,CEP112
AARS2,CEP120
AARS2,CEP128
AARS2,CEP131
AARS2,CEP135
AARS2,CEP152
AARS2,CEP162
AARS2,CEP164
AARS2,CEP170
AARS2,CEP170B
AARS2,CEP192
AARS2,CEP250
AARS2,CEP290
AARS2,CEP295
AARS2,CEP350
AARS2,CEP41
AARS2,CEP44
AARS2,CEP57L1
AARS2,CEP63
AARS2,CEP70
AARS2,CEP72
AARS2,CEP85
AARS2,CEP85L
AARS2,CEP89
AARS2,CEP95
AARS2,CEP97
AARS2,CEPT1
AARS2,CERS1
AARS2,CERS4
AARS2,CERS5
AARS2,CERS6
AARS2,CFAP36
AARS2,CFAP97
AARS2,CGNL1
AARS2,CHAF1A
AARS2,CHAF1B
AARS2,CHCHD6
AARS2,CHD1
AARS2,CHD2
AARS2,CHD3
AARS2,CHD6
AARS2,CHD7
AARS2,CHD8
AARS2,CHD9
AARS2,CHERP
AARS2,CHID1
AARS2,CHML
AARS2,CHMP2B
AARS2,CHPT1
AARS2,CHTOP
AARS2,CIC
AARS2,CIP2A
AARS2,CIZ1
AARS2,CKAP2
AARS2,CKAP2L
AARS2,CKB
AARS2,CKS2
AARS2,CLASP1
AARS2,CLASP2
AARS2,CLASRP
AARS2,CLCC1
AARS2,CLCN7
AARS2,CLDN1
AARS2,CLEC16A
AARS2,CLGN
AARS2,CLIP1
AARS2,CLMN
AARS2,CLN6
AARS2,CLN8
AARS2,CLP1
AARS2,CLSPN
AARS2,CLTCL1
AARS2,CMAS
AARS2,CMC4
AARS2,CMSS1
AARS2,CNIH4
AARS2,CNNM2
AARS2,CNNM3
AARS2,CNOT2
AARS2,CNOT3
AARS2,CNP
AARS2,CNTLN
AARS2,CNTROB
AARS2,COA7
AARS2,COBL
AARS2,COBLL1
AARS2,COCH
AARS2,COIL
AARS2,COL14A1
AARS2,COL18A1
AARS2,COL4A3BP
AARS2,COL6A1
AARS2,COLEC12
AARS2,COQ3
AARS2,COQ6
AARS2,COQ8A
AARS2,CORO7
AARS2,CORO7-PAM16
AARS2,COX19
AARS2,COX2
AARS2,CPEB4
AARS2,CPNE8
AARS2,CPVL
AARS2,CRACR2A
AARS2,CREBBP
AARS2,CRMP1
AARS2,CRTC1
AARS2,CRYBG1
AARS2,CRYBG3
AARS2,CSK
AARS2,CSNK1A1
AARS2,CSNK1E
AARS2,CSNK1G2
AARS2,CSNK1G3
AARS2,CSNK2A2
AARS2,CSPG4
AARS2,CSPP1
AARS2,CSTF2T
AARS2,CTCF
AARS2,CTDP1
AARS2,CTDSP1
AARS2,CTDSPL2
AARS2,CTIF
AARS2,CTTNBP2
AARS2,CUEDC2
AARS2,CUX1
AARS2,CWC22
AARS2,CWC25
AARS2,CWC27
AARS2,CWF19L2
AARS2,CXADR
AARS2,CXXC1
AARS2,CXorf56
AARS2,CXorf57
AARS2,CYLD
AARS2,DAAM1
AARS2,DAB2
AARS2,DAB2IP
AARS2,DACH1
AARS2,DAP3
AARS2,DAPK1
AARS2,DAXX
AARS2,DCAF13
AARS2,DCBLD1
AARS2,DCDC2
AARS2,DCLK1
AARS2,DCLK2
AARS2,DCP1A
AARS2,DCP1B
AARS2,DCTN6
AARS2,DCUN1D3
AARS2,DDHD2
AARS2,DDX10
AARS2,DDX18
AARS2,DDX19B
AARS2,DDX20
AARS2,DDX24
AARS2,DDX27
AARS2,DDX28
AARS2,DDX31
AARS2,DDX41
AARS2,DDX47
AARS2,DDX49
AARS2,DDX50
AARS2,DDX51
AARS2,DDX52
AARS2,DDX54
AARS2,DDX55
AARS2,DDX56
AARS2,DDX59
AARS2,DECR2
AARS2,DENND1A
AARS2,DENND2C
AARS2,DENND4A
AARS2,DENND4C
AARS2,DENND5A
AARS2,DENND5B
AARS2,DENND6A
AARS2,DEPDC1
AARS2,DEPDC1B
AARS2,DES
AARS2,DGCR8
AARS2,DGKD
AARS2,DGKE
AARS2,DGKH
AARS2,DHPS
AARS2,DHRS1
AARS2,DHRS13
AARS2,DHX29
AARS2,DHX30
AARS2,DHX33
AARS2,DHX37
AARS2,DHX57
AARS2,DHX8
AARS2,DIAPH2
AARS2,DIAPH3
AARS2,DICER1
AARS2,DIDO1
AARS2,DIP2A
AARS2,DIXDC1
AARS2,DLG3
AARS2,DLG5
AARS2,DLGAP4
AARS2,DLGAP5
AARS2,DLX6
AARS2,DMAP1
AARS2,DMD
AARS2,DMTN
AARS2,DMXL1
AARS2,DMXL2
AARS2,DNAAF2
AARS2,DNAH10
AARS2,DNAH5
AARS2,DNAJA3
AARS2,DNAJB12
AARS2,DNAJB14
AARS2,DNAJC1
AARS2,DNAJC11
AARS2,DNAJC13
AARS2,DNAJC14
AARS2,DNAJC16
AARS2,DNAJC21
AARS2,DNAJC25
AARS2,DNAJC30
AARS2,DNMBP
AARS2,DNMT3A
AARS2,DNTTIP2
AARS2,DOCK1
AARS2,DOCK4
AARS2,DOCK5
AARS2,DOCK7
AARS2,DOCK9
AARS2,DOPEY1
AARS2,DOT1L
AARS2,DPF1
AARS2,DPY19L1
AARS2,DPY19L3
AARS2,DPYSL3
AARS2,DPYSL4
AARS2,DPYSL5
AARS2,DROSHA
AARS2,DSC2
AARS2,DSC3
AARS2,DSN1
AARS2,DTNA
AARS2,DTNB
AARS2,DTNBP1
AARS2,DUSP12
AARS2,DVL1
AARS2,DVL2
AARS2,DVL3
AARS2,DZIP1
AARS2,DZIP3
AARS2,E2F3
AARS2,E2F6
AARS2,EAPP
AARS2,EARS2
AARS2,EBAG9
AARS2,EBNA1BP2
AARS2,EBPL
AARS2,ECSIT
AARS2,EDC3
AARS2,EDRF1
AARS2,EED
AARS2,EEF2K
AARS2,EEPD1
AARS2,EFNB1
AARS2,EFNB2
AARS2,EFNB3
AARS2,EFR3A
AARS2,EFR3B
AARS2,EGFR
AARS2,EGLN1
AARS2,EHMT1
AARS2,EHMT2
AARS2,EI24
AARS2,EIF2AK1
AARS2,EIF2AK3
AARS2,EIF3CL
AARS2,EIF3H
AARS2,EIF4ENIF1
AARS2,ELF1
AARS2,ELF2
AARS2,ELL
AARS2,ELMOD3
AARS2,ELMSAN1
AARS2,ELOA
AARS2,ELOVL2
AARS2,ELOVL4
AARS2,ELP4
AARS2,ELP6
AARS2,EMSY
AARS2,ENDOG
AARS2,ENPP1
AARS2,EP400
AARS2,EPAS1
AARS2,EPB41
AARS2,EPB41L1
AARS2,EPB41L3
AARS2,EPB41L4A
AARS2,EPB41L4B
AARS2,EPB41L5
AARS2,EPHA2
AARS2,EPHA3
AARS2,EPHA4
AARS2,EPHA7
AARS2,EPHB2
AARS2,EPHB3
AARS2,EPHB4
AARS2,EPN1
AARS2,EPN2
AARS2,EPS15
AARS2,EPS8
AARS2,ERAP2
AARS2,ERBB2
AARS2,ERBB4
AARS2,ERC1
AARS2,ERC2
AARS2,ERCC1
AARS2,ERCC5
AARS2,ERCC6
AARS2,ERCC6L
AARS2,ERGIC3
AARS2,ERICH1
AARS2,ERICH5
AARS2,ERLIN1
AARS2,ERLIN2
AARS2,ERN1
AARS2,ESF1
AARS2,ESPL1
AARS2,ESS2
AARS2,ETAA1
AARS2,ETFRF1
AARS2,EVI5
AARS2,EVI5L
AARS2,EVL
AARS2,EXD2
AARS2,EXO1
AARS2,EXOC1
AARS2,EXOC5
AARS2,EXOC6B
AARS2,EXOG
AARS2,EXOSC10
AARS2,EXOSC3
AARS2,EXOSC6
AARS2,EXOSC8
AARS2,EXPH5
AARS2,EYA3
AARS2,EYA4
AARS2,EZH2
AARS2,FAAP20
AARS2,FADS2
AARS2,FAM105A
AARS2,FAM107B
AARS2,FAM110B
AARS2,FAM111B
AARS2,FAM120A
AARS2,FAM120C
AARS2,FAM122B
AARS2,FAM126A
AARS2,FAM135A
AARS2,FAM160A1
AARS2,FAM160A2
AARS2,FAM161A
AARS2,FAM169A
AARS2,FAM171A1
AARS2,FAM171A2
AARS2,FAM171B
AARS2,FAM184A
AARS2,FAM184B
AARS2,FAM192A
AARS2,FAM193A
AARS2,FAM207A
AARS2,FAM208B
AARS2,FAM219A
AARS2,FAM219B
AARS2,FAM234A
AARS2,FAM234B
AARS2,FAM241A
AARS2,FAM32A
AARS2,FAM76B
AARS2,FAM83B
AARS2,FAM83G
AARS2,FAM83H
AARS2,FAM92A
AARS2,FAR2
AARS2,FARP1
AARS2,FARP2
AARS2,FASTKD1
AARS2,FASTKD2
AARS2,FASTKD3
AARS2,FBF1
AARS2,FBL
AARS2,FBN2
AARS2,FBXL4
AARS2,FBXO17
AARS2,FBXO30
AARS2,FBXO5
AARS2,FCGRT
AARS2,FCHO2
AARS2,FECH
AARS2,FGD1
AARS2,FGD4
AARS2,FGD6
AARS2,FGFR1OP
AARS2,FGFRL1
AARS2,FGR
AARS2,FHOD1
AARS2,FILIP1
AARS2,FITM2
AARS2,FKBP14
AARS2,FLG2
AARS2,FLOT1
AARS2,FLOT2
AARS2,FLRT3
AARS2,FLVCR1
AARS2,FLYWCH1
AARS2,FMN2
AARS2,FMNL2
AARS2,FMR1
AARS2,FNBP1
AARS2,FNBP1L
AARS2,FNBP4
AARS2,FNDC3A
AARS2,FOLH1B
AARS2,FOPNL
AARS2,FOXC1
AARS2,FOXK1
AARS2,FOXK2
AARS2,FOXO1
AARS2,FRAS1
AARS2,FREM2
AARS2,FRG1
AARS2,FRMD4B
AARS2,FRMD6
AARS2,FRMPD4
AARS2,FRS2
AARS2,FSD1
AARS2,FTSJ1
AARS2,FTSJ3
AARS2,FUNDC1
AARS2,FXR2
AARS2,FYN
AARS2,FZD6
AARS2,GAB1
AARS2,GABPA
AARS2,GALNT14
AARS2,GAR1
AARS2,GAS2L3
AARS2,GAS8
AARS2,GATAD2A
AARS2,GBA2
AARS2,GCC2
AARS2,GCDH
AARS2,GCFC2
AARS2,GEMIN4
AARS2,GEN1
AARS2,GFAP
AARS2,GFER
AARS2,GGA2
AARS2,GGA3
AARS2,GGT7
AARS2,GIGYF1
AARS2,GINM1
AARS2,GIT1
AARS2,GIT2
AARS2,GJA1
AARS2,GJC1
AARS2,GK
AARS2,GKAP1
AARS2,GLA
AARS2,GLE1
AARS2,GLI3
AARS2,GLUD2
AARS2,GLYR1
AARS2,GMEB2
AARS2,GNA11
AARS2,GNA13
AARS2,GNAI2
AARS2,GNAI3
AARS2,GNL2
AARS2,GNL3
AARS2,GNL3L
AARS2,GNPAT
AARS2,GOPC
AARS2,GORAB
AARS2,GPALPP1
AARS2,GPAM
AARS2,GPAT3
AARS2,GPAT4
AARS2,GPATCH1
AARS2,GPATCH11
AARS2,GPATCH8
AARS2,GPBP1
AARS2,GPBP1L1
AARS2,GPN1
AARS2,GPR107
AARS2,GPR108
AARS2,GPR155
AARS2,GPR180
AARS2,GPR89A
AARS2,GPRASP2
AARS2,GPRC5A
AARS2,GPRC5C
AARS2,GPRIN1
AARS2,GPRIN3
AARS2,GRAMD1A
AARS2,GRAMD1B
AARS2,GRAMD4
AARS2,GRINA
AARS2,GRIP1
AARS2,GRWD1
AARS2,GSE1
AARS2,GSK3B
AARS2,GTF2B
AARS2,GTF2F2
AARS2,GTF3C1
AARS2,GTF3C2
AARS2,GTF3C4
AARS2,GTF3C5
AARS2,GTPBP10
AARS2,GTPBP3
AARS2,GTPBP4
AARS2,GTPBP6
AARS2,GTSE1
AARS2,GYG1
AARS2,H1F0
AARS2,H1FX
AARS2,H2AFX
AARS2,H2AFY
AARS2,H2AFY2
AARS2,H2AFZ
AARS2,H3F3A
AARS2,HABP4
AARS2,HACD2
AARS2,HACE1
AARS2,HACL1
AARS2,HAUS1
AARS2,HAUS2
AARS2,HAUS3
AARS2,HAUS4
AARS2,HAUS5
AARS2,HAUS6
AARS2,HAUS7
AARS2,HAUS8
AARS2,HCFC2
AARS2,HDAC2
AARS2,HEATR1
AARS2,HEATR5A
AARS2,HEATR5B
AARS2,HEG1
AARS2,HELZ
AARS2,HERC1
AARS2,HERC2
AARS2,HERPUD1
AARS2,HIP1
AARS2,HIRA
AARS2,HIRIP3
AARS2,HIST1H1C
AARS2,HIST1H1E
AARS2,HIST1H2AE
AARS2,HIST1H2AI
AARS2,HIST1H2BD
AARS2,HIST1H2BO
AARS2,HIST1H3A
AARS2,HIST1H3F
AARS2,HIST2H2AA4
AARS2,HIST2H2AB
AARS2,HIST2H2BF
AARS2,HIST2H3D
AARS2,HIVEP1
AARS2,HJURP
AARS2,HK2
AARS2,HLA-A
AARS2,HLA-C
AARS2,HLCS
AARS2,HLTF
AARS2,HMG20A
AARS2,HMGA1
AARS2,HMGA2
AARS2,HMGCR
AARS2,HMGN1
AARS2,HMGN2
AARS2,HMGXB4
AARS2,HMMR
AARS2,HNRNPA1L2
AARS2,HNRNPA3
AARS2,HNRNPC
AARS2,HNRNPCL1
AARS2,HNRNPDL
AARS2,HNRNPH2
AARS2,HNRNPH3
AARS2,HNRNPR
AARS2,HOXA13
AARS2,HOXA5
AARS2,HOXB9
AARS2,HOXC13
AARS2,HOXC9
AARS2,HOXD13
AARS2,HP1BP3
AARS2,HPS3
AARS2,HSD17B11
AARS2,HSPA12A
AARS2,HSPA1A
AARS2,HSPA1B
AARS2,HSPA1L
AARS2,HSPA2
AARS2,HTT
AARS2,IBTK
AARS2,ICE1
AARS2,ICE2
AARS2,ICMT
AARS2,IFFO1
AARS2,IFFO2
AARS2,IFIT2
AARS2,IFNGR1
AARS2,IFT172
AARS2,IFT20
AARS2,IFT57
AARS2,IFT74
AARS2,IFT81
AARS2,IGF1R
AARS2,IGF2BP1
AARS2,IGF2BP2
AARS2,IGF2BP3
AARS2,IKBIP
AARS2,IKBKB
AARS2,ILDR2
AARS2,ILF3
AARS2,IMMP1L
AARS2,IMP3
AARS2,IMPDH1
AARS2,INA
AARS2,INCENP
AARS2,INPP5B
AARS2,INPP5F
AARS2,INPPL1
AARS2,INSR
AARS2,INTS1
AARS2,INTS12
AARS2,INTS4
AARS2,INTS6
AARS2,IP6K1
AARS2,IPMK
AARS2,IQCB1
AARS2,IQCC
AARS2,IQGAP2
AARS2,IQSEC1
AARS2,IQSEC2
AARS2,IRAK1
AARS2,IRF2BP2
AARS2,IRS2
AARS2,IRS4
AARS2,ITCH
AARS2,ITGA1
AARS2,ITGA4
AARS2,ITGA5
AARS2,ITGB5
AARS2,ITM2B
AARS2,ITM2C
AARS2,ITPKA
AARS2,ITPR1
AARS2,ITPR2
AARS2,ITPR3
AARS2,ITPRIP
AARS2,ITSN1
AARS2,ITSN2
AARS2,IWS1
AARS2,JADE3
AARS2,JAG1
AARS2,JAG2
AARS2,JAK1
AARS2,JAKMIP1
AARS2,JAM3
AARS2,JCAD
AARS2,JMJD1C
AARS2,JMJD6
AARS2,JMY
AARS2,JPH1
AARS2,JUN
AARS2,KALRN
AARS2,KANK1
AARS2,KANK2
AARS2,KANSL3
AARS2,KAT6A
AARS2,KAT7
AARS2,KAT8
AARS2,KATNA1
AARS2,KATNB1
AARS2,KBTBD6
AARS2,KBTBD7
AARS2,KCNB2
AARS2,KCNQ5
AARS2,KDELR2
AARS2,KDM2A
AARS2,KDM2B
AARS2,KDM3A
AARS2,KDM4B
AARS2,KDM5C
AARS2,KDM6A
AARS2,KEAP1
AARS2,KIAA0040
AARS2,KIAA0319L
AARS2,KIAA0355
AARS2,KIAA0586
AARS2,KIAA0753
AARS2,KIAA1107
AARS2,KIAA1191
AARS2,KIAA1211
AARS2,KIAA1217
AARS2,KIAA1324L
AARS2,KIAA1328
AARS2,KIAA1468
AARS2,KIAA1522
AARS2,KIAA1549
AARS2,KIAA1671
AARS2,KIDINS220
AARS2,KIF13A
AARS2,KIF13B
AARS2,KIF14
AARS2,KIF15
AARS2,KIF16B
AARS2,KIF18B
AARS2,KIF1A
AARS2,KIF1B
AARS2,KIF1C
AARS2,KIF20A
AARS2,KIF20B
AARS2,KIF21A
AARS2,KIF22
AARS2,KIF23
AARS2,KIF24
AARS2,KIF26B
AARS2,KIF2A
AARS2,KIF2C
AARS2,KIF4B
AARS2,KIF5A
AARS2,KIF7
AARS2,KIFC1
AARS2,KIN
AARS2,KIRREL1
AARS2,KIZ
AARS2,KLC2
AARS2,KLC4
AARS2,KLHL11
AARS2,KMT2A
AARS2,KMT2B
AARS2,KMT2D
AARS2,KNL1
AARS2,KNOP1
AARS2,KPNA5
AARS2,KRI1
AARS2,KRIT1
AARS2,KRR1
AARS2,KRT19
AARS2,KRT6B
AARS2,KRT77
AARS2,KRT79
AARS2,KXD1
AARS2,L3MBTL2
AARS2,L3MBTL3
AARS2,LACTB
AARS2,LAMB1
AARS2,LAMC1
AARS2,LARP1
AARS2,LARP1B
AARS2,LARP4
AARS2,LARP4B
AARS2,LAS1L
AARS2,LATS1
AARS2,LATS2
AARS2,LCA5
AARS2,LCK
AARS2,LCLAT1
AARS2,LCOR
AARS2,LCP1
AARS2,LENG8
AARS2,LEO1
AARS2,LIAS
AARS2,LIFR
AARS2,LIMA1
AARS2,LIMCH1
AARS2,LIMD1
AARS2,LIN54
AARS2,LIN9
AARS2,LINGO1
AARS2,LLGL1
AARS2,LLGL2
AARS2,LLPH
AARS2,LMBR1
AARS2,LMBRD2
AARS2,LMNB2
AARS2,LMO7
AARS2,LMTK2
AARS2,LOC441155
AARS2,LONP2
AARS2,LPCAT2
AARS2,LPCAT3
AARS2,LPGAT1
AARS2,LPIN3
AARS2,LPP
AARS2,LRCH3
AARS2,LRIF1
AARS2,LRIG2
AARS2,LRIG3
AARS2,LRP1
AARS2,LRP2
AARS2,LRP4
AARS2,LRP5
AARS2,LRP6
AARS2,LRP8
AARS2,LRRC1
AARS2,LRRC41
AARS2,LRRC49
AARS2,LRRC4B
AARS2,LRRC8A
AARS2,LRRC8D
AARS2,LRRCC1
AARS2,LRRFIP2
AARS2,LSG1
AARS2,LSM11
AARS2,LSM14A
AARS2,LSM14B
AARS2,LSR
AARS2,LTV1
AARS2,LUC7L2
AARS2,LUZP1
AARS2,LYAR
AARS2,LYN
AARS2,LYSMD3
AARS2,LZTR1
AARS2,LZTS1
AARS2,LZTS2
AARS2,LZTS3
AARS2,MACO1
AARS2,MAD2L2
AARS2,MADD
AARS2,MAGED1
AARS2,MAGI1
AARS2,MAGI3
AARS2,MAK16
AARS2,MALT1
AARS2,MAOA
AARS2,MAP1A
AARS2,MAP2
AARS2,MAP2K5
AARS2,MAP3K20
AARS2,MAP3K21
AARS2,MAP3K9
AARS2,MAP4K3
AARS2,MAP4K4
AARS2,MAP4K5
AARS2,MAP7
AARS2,MAP7D1
AARS2,MAP7D2
AARS2,MAP7D3
AARS2,MAP9
AARS2,MAPKAP1
AARS2,MAPRE2
