,Median
GA,0.9819189958990432
Random,1.0059757964709861
chi_2,0.9913112837538041
f_classif,0.9834625494318248
mutual_info_classif,0.9698728749472028
lasso,0.9979832054359461
ridge,0.9993283811861875
elastic_net,0.9981247171406898
rf,0.9936824511846564
gbm,1.0000749857035771
xgb,1.0138110094492565
nn,0.982034939115903
