Method,Median Value
ANOVA F,0.8279837251356239
Lasso,0.8953744493392071
Chi-Squared,0.8492314647377939
Mutual Info,0.8184900542495479
ElasticNet,0.9093580470162749
GENBAIT,0.8510044642857143
XGB,0.8928571428571429
Ridge,0.9151785714285714
Neural Network,0.8713833634719711
GBM,0.9135044642857143
RF,0.9008810572687225
Random,0.6965859030837004
