Method,Median Value
ANOVA F,0.8557050237449519
GBM,0.8837861639513493
Neural Network,0.8691894065157436
ElasticNet,0.873579063746438
GENBAIT,0.9041828919210041
RF,0.8903138499864922
Mutual Info,0.8375108302207164
Lasso,0.876434491948594
XGB,0.8553473939516101
Ridge,0.8607062211888474
Chi-Squared,0.871250651436746
Random,0.626317530604622
