,Median
GA,0.9953713356517234
Random,0.7689766161058551
chi_2,0.9481602238291068
f_classif,0.971629373432255
mutual_info_classif,1.022698772531594
lasso,0.9504792044010294
ridge,0.9648975153668868
elastic_net,0.95652330261912
rf,0.9825190794439701
gbm,0.9502651383680278
xgb,0.8557061577615086
nn,1.0192602207557888
