Method,Median Value
GA,0.4099552649301796
nn,0.41284798026678987
rf,0.41426548546065495
gbm,0.41472789509616237
xgb,0.3994445979159083
lasso,0.4092843149935524
ridge,0.4018976226258602
elastic_net,0.4060157320716979
mutual_info_classif,0.4028652996832475
f_classif,0.4063760081066507
chi_2,0.4085927831062522
Random,0.3167654190348514
