method,bait_length,runtime_seconds
Chi2,30,0.0
F_classif,30,0.0
Mutual_Information,30,2.2976953983306885
Lasso,30,3.7155675888061523
Ridge,30,1.1825189590454102
Elastic_Net,30,2.784412384033203
Random_Forest,30,0.4693422317504883
Gradient_Boosting,30,20.665226459503174
XGBoost,30,1.4905390739440918
Neural_Network,30,75.55317854881287
GENBAIT,30,209.84503602981567
Chi2,60,0.0
F_classif,60,0.015621185302734375
Mutual_Information,60,2.2814218997955322
Lasso,60,3.657691478729248
Ridge,60,1.1719598770141602
Elastic_Net,60,2.734577178955078
Random_Forest,60,0.46878814697265625
Gradient_Boosting,60,20.51766347885132
XGBoost,60,1.3437769412994385
Neural_Network,60,71.9994854927063
GENBAIT,60,1041.805463552475
Chi2,90,0.015619754791259766
F_classif,90,0.0
Mutual_Information,90,2.2814040184020996
Lasso,90,3.625248432159424
Ridge,90,1.1563336849212646
Elastic_Net,90,2.7032999992370605
Random_Forest,90,0.4687814712524414
Gradient_Boosting,90,20.282629251480103
XGBoost,90,1.3281431198120117
Neural_Network,90,71.5134584903717
GENBAIT,90,3147.659985780716
Chi2,30,0.0
F_classif,30,0.0
Mutual_Information,30,2.3294198513031006
Lasso,30,3.6565942764282227
Ridge,30,1.2032103538513184
Elastic_Net,30,2.4845128059387207
Random_Forest,30,0.48439955711364746
Gradient_Boosting,30,20.32923722267151
XGBoost,30,1.437513828277588
Neural_Network,30,71.93312430381775
GENBAIT,30,202.08008122444153
Chi2,60,0.015574455261230469
F_classif,60,0.0
Mutual_Information,60,2.297018527984619
Lasso,60,3.693666696548462
Ridge,60,1.2283694744110107
Elastic_Net,60,2.5019898414611816
Random_Forest,60,0.4981725215911865
Gradient_Boosting,60,20.614380836486816
XGBoost,60,1.4533510208129883
Neural_Network,60,72.06832790374756
GENBAIT,60,1038.946949005127
Chi2,90,0.01207280158996582
F_classif,90,0.004076242446899414
Mutual_Information,90,2.300036668777466
Lasso,90,3.664699077606201
Ridge,90,1.2262599468231201
Elastic_Net,90,2.528486728668213
Random_Forest,90,0.4814910888671875
Gradient_Boosting,90,20.472827196121216
XGBoost,90,1.48045015335083
Neural_Network,90,71.6147050857544
GENBAIT,90,6196.289999485016
Chi2,30,0.0
F_classif,30,0.0
Mutual_Information,30,2.33994722366333
Lasso,30,3.656480312347412
Ridge,30,1.1407580375671387
Elastic_Net,30,2.593677282333374
Random_Forest,30,0.48447465896606445
Gradient_Boosting,30,20.220224857330322
XGBoost,30,1.3328678607940674
Neural_Network,30,65.5458710193634
GENBAIT,30,211.63203406333923
Chi2,60,0.0
F_classif,60,0.0
Mutual_Information,60,2.3125433921813965
Lasso,60,3.687455654144287
Ridge,60,1.1248512268066406
Elastic_Net,60,2.5786304473876953
Random_Forest,60,0.46870899200439453
Gradient_Boosting,60,20.20400309562683
XGBoost,60,1.346846580505371
Neural_Network,60,66.1711974143982
GENBAIT,60,1173.6858105659485
Chi2,90,0.0
F_classif,90,0.0
Mutual_Information,90,2.2968227863311768
Lasso,90,3.6904940605163574
Ridge,90,1.1413395404815674
Elastic_Net,90,2.625033378601074
Random_Forest,90,0.4528696537017822
Gradient_Boosting,90,20.220123767852783
XGBoost,90,1.3399608135223389
Neural_Network,90,65.57928252220154
GENBAIT,90,2774.604832172394
