Method,Median Value
GENBAIT,2.7031450743527254
Neural Network,17.036987963506235
Chi-Squared,18.056911338254146
ElasticNet,16.852911716392157
Lasso,16.728666220035144
ANOVA F,18.190213376676756
XGB,16.68443172769183
Ridge,17.62094038632854
Mutual Info,19.050534097240444
Random,19.915260330112268
RF,16.67478207066226
GBM,16.535056856518587
