Method,Median Value
GA,0.4753820733726704
nn,0.46519156743592155
rf,0.4546605950630343
gbm,0.4434122139870067
xgb,0.42954495009269067
lasso,0.44430519129498586
ridge,0.4228153908611476
elastic_net,0.4312426083326062
mutual_info_classif,0.46576399843479965
f_classif,0.46785569721614134
chi_2,0.46108554077234665
Random,0.3526300590597982
