Method,Bait_Length,Component,NMF_Correlation
Chi2,30,1,0.9821016300080779
Chi2,30,2,0.9710071984058223
Chi2,30,3,0.8182832315342471
Chi2,30,4,0.9928753976907775
Chi2,30,5,0.9871157459668202
Chi2,30,6,0.8228402541226542
Chi2,30,7,0.9993718235004319
Chi2,30,8,0.9985833078219535
Chi2,30,9,0.8518803188711275
Chi2,30,10,0.9978659173088682
Chi2,30,11,0.003854813874657895
Chi2,30,12,0.9997066181272072
Chi2,30,13,0.9971940832061378
Chi2,30,14,0.9948667175525762
Chi2,30,15,-0.06752878756162167
Chi2,30,16,0.9793512534947376
Chi2,30,17,0.9423982781410322
Chi2,30,18,-0.06259354267979897
Chi2,30,19,0.24049400403222837
F_classif,30,1,0.7403972150504888
F_classif,30,2,0.938442389475949
F_classif,30,3,0.9341658942789856
F_classif,30,4,0.9928920111791439
F_classif,30,5,0.9902147413770633
F_classif,30,6,0.823895551766772
F_classif,30,7,0.9278007183519235
F_classif,30,8,0.9985757578188248
F_classif,30,9,0.03266027645872249
F_classif,30,10,0.9978821769273948
F_classif,30,11,0.004185073678312206
F_classif,30,12,0.9997044206658913
F_classif,30,13,0.9648307121866625
F_classif,30,14,0.9950910273818268
F_classif,30,15,-0.03414483276436519
F_classif,30,16,0.9792676885163125
F_classif,30,17,0.9411770487973206
F_classif,30,18,0.025782971684297665
F_classif,30,19,0.5499774695355675
Mutual_Info,30,1,0.9979674032909136
Mutual_Info,30,2,0.889955701779407
Mutual_Info,30,3,0.8344955451631876
Mutual_Info,30,4,0.9929369399400285
Mutual_Info,30,5,0.7129188098418007
Mutual_Info,30,6,0.8333965579272323
Mutual_Info,30,7,0.9993582309963956
Mutual_Info,30,8,0.9985846987408945
Mutual_Info,30,9,0.8516573746056741
Mutual_Info,30,10,0.9978618567426618
Mutual_Info,30,11,0.06836937535924371
Mutual_Info,30,12,0.9997043705032052
Mutual_Info,30,13,0.9978118298051352
Mutual_Info,30,14,0.9701352225389224
Mutual_Info,30,15,0.02276576395157779
Mutual_Info,30,16,0.9800824801822693
Mutual_Info,30,17,0.9429191376786319
Mutual_Info,30,18,-0.06487380393814131
Mutual_Info,30,19,0.9471397691035575
Lasso,30,1,0.566496706128699
Lasso,30,2,0.8980224124518221
Lasso,30,3,0.4217104603433676
Lasso,30,4,0.9928902122127252
Lasso,30,5,-0.01960746609592913
Lasso,30,6,0.9352959294555236
Lasso,30,7,-0.03888255490588671
Lasso,30,8,0.9987340405331945
Lasso,30,9,0.8518915196962683
Lasso,30,10,0.9978977606771614
Lasso,30,11,0.360559583028579
Lasso,30,12,0.9997033286943985
Lasso,30,13,0.9673908985444214
Lasso,30,14,0.9950477511914425
Lasso,30,15,0.8298775195134203
Lasso,30,16,0.9847659914836057
Lasso,30,17,0.994547791646101
Lasso,30,18,0.9078860385512348
Lasso,30,19,0.2567681380320876
Ridge,30,1,0.9530554054956717
Ridge,30,2,0.9410763405874738
Ridge,30,3,0.451302643645735
Ridge,30,4,0.9929389300979915
Ridge,30,5,-0.049645798821923125
Ridge,30,6,0.8624481046054902
Ridge,30,7,0.9994699785800512
Ridge,30,8,0.9985937209511282
Ridge,30,9,0.880974797681218
Ridge,30,10,0.9978744939365451
Ridge,30,11,0.0023760753155434955
Ridge,30,12,0.999694531791708
Ridge,30,13,0.9620899147529992
Ridge,30,14,0.9653962237327729
Ridge,30,15,0.8567266327550644
Ridge,30,16,0.9833904431934719
Ridge,30,17,0.9937117853687201
Ridge,30,18,0.909641964199189
Ridge,30,19,0.3926518938485979
Elastic_Net,30,1,0.8591567818441621
Elastic_Net,30,2,0.920126162740873
Elastic_Net,30,3,0.48728863574736536
Elastic_Net,30,4,0.9928895396490809
Elastic_Net,30,5,0.01758694962316184
Elastic_Net,30,6,0.9310459117183504
Elastic_Net,30,7,0.9995054611376006
Elastic_Net,30,8,0.998747900452401
Elastic_Net,30,9,0.8876919968442372
Elastic_Net,30,10,0.9978759804958967
Elastic_Net,30,11,0.004168814142913006
Elastic_Net,30,12,0.9997056363698346
Elastic_Net,30,13,0.4218784007541291
Elastic_Net,30,14,0.996198341256741
Elastic_Net,30,15,0.7694655228993146
Elastic_Net,30,16,0.9826255300381973
Elastic_Net,30,17,0.9911694592348749
Elastic_Net,30,18,0.8905110677853504
Elastic_Net,30,19,0.31102675074728475
Random_Forest,30,1,0.9789704365691251
Random_Forest,30,2,0.9421128277261425
Random_Forest,30,3,0.45261995922434767
