Method,Bait_Length,Component,NMF_Correlation
Random_Forest,30,4,0.999454785117895
Random_Forest,30,5,-0.02899556313561494
Random_Forest,30,6,0.8608360262287866
Random_Forest,30,7,0.9994650531868294
Random_Forest,30,8,0.9986575343890397
Random_Forest,30,9,0.8525112699847116
Random_Forest,30,10,0.9978981405134357
Random_Forest,30,11,0.24172496578122424
Random_Forest,30,12,0.9997031908724898
Random_Forest,30,13,0.9971408007219319
Random_Forest,30,14,0.9966662870124067
Random_Forest,30,15,0.8727678213560817
Random_Forest,30,16,0.9815563655979221
Random_Forest,30,17,0.9912713618955102
Random_Forest,30,18,0.4523662768754014
Random_Forest,30,19,0.7691475836352226
Gradient_Boosting,30,1,0.9747306132260524
Gradient_Boosting,30,2,0.8755451578730005
Gradient_Boosting,30,3,0.5833686039013375
Gradient_Boosting,30,4,0.9929354155781509
Gradient_Boosting,30,5,-0.02592909983409485
Gradient_Boosting,30,6,0.9351693209280114
Gradient_Boosting,30,7,-0.05584218004873818
Gradient_Boosting,30,8,0.9986996673396887
Gradient_Boosting,30,9,0.8525021490866057
Gradient_Boosting,30,10,0.9978764062226655
Gradient_Boosting,30,11,0.8493515908880096
Gradient_Boosting,30,12,0.9997051665681878
Gradient_Boosting,30,13,0.9676503096007347
Gradient_Boosting,30,14,0.9681562704689688
Gradient_Boosting,30,15,0.0389157398342819
Gradient_Boosting,30,16,0.9831506070065864
Gradient_Boosting,30,17,0.9906704073008595
Gradient_Boosting,30,18,0.45161034065114763
Gradient_Boosting,30,19,0.719934116413553
XGBoost,30,1,0.07630358313384777
XGBoost,30,2,0.9395725430133395
XGBoost,30,3,0.6070374816181414
XGBoost,30,4,0.9933235020249809
XGBoost,30,5,0.3761556504335536
XGBoost,30,6,0.8331656054754704
XGBoost,30,7,0.9559999234770985
XGBoost,30,8,0.9987089009694591
XGBoost,30,9,0.8519362085936436
XGBoost,30,10,0.9978908090374192
XGBoost,30,11,0.8122831868326426
XGBoost,30,12,-0.03326153138350109
XGBoost,30,13,0.9652512446858571
XGBoost,30,14,0.9714071547820634
XGBoost,30,15,0.8008352165301299
XGBoost,30,16,0.9791563317390902
XGBoost,30,17,0.9411722871599959
XGBoost,30,18,0.3021325732150397
XGBoost,30,19,-0.07631406950814283
Neural_Network,30,1,0.983781449324584
Neural_Network,30,2,0.9553257920760471
Neural_Network,30,3,0.449568637147864
Neural_Network,30,4,0.9994493470650295
Neural_Network,30,5,-0.02495827290601285
Neural_Network,30,6,0.9313380528617639
Neural_Network,30,7,0.999506239594923
Neural_Network,30,8,0.9988479872156597
Neural_Network,30,9,0.9398245870272722
Neural_Network,30,10,0.9978698698618108
Neural_Network,30,11,0.00017075781005618116
Neural_Network,30,12,0.9997464212136481
Neural_Network,30,13,0.9967567086597857
Neural_Network,30,14,0.9739718072544986
Neural_Network,30,15,0.02707810155127929
Neural_Network,30,16,0.9818514264781528
Neural_Network,30,17,0.9916866031958744
Neural_Network,30,18,0.9125817929599774
Neural_Network,30,19,0.971790647445645
GENBAIT,30,1,0.905460836963833
GENBAIT,30,2,0.9544019859557269
GENBAIT,30,3,0.9436974678204368
GENBAIT,30,4,0.9928912051838988
GENBAIT,30,5,0.9534797362726594
GENBAIT,30,6,0.8970992421325514
GENBAIT,30,7,0.956169196404905
GENBAIT,30,8,0.9987222240973184
GENBAIT,30,9,0.9427765599103746
GENBAIT,30,10,0.9979052850496571
GENBAIT,30,11,0.7136383484060341
GENBAIT,30,12,0.999757543189068
GENBAIT,30,13,0.9652086121942319
GENBAIT,30,14,0.994967319346069
GENBAIT,30,15,0.8727822606296318
GENBAIT,30,16,0.9808737385978546
GENBAIT,30,17,0.3943435913699768
GENBAIT,30,18,0.9101007741737136
GENBAIT,30,19,0.9010347848796733
Chi2,60,1,0.9989158645739347
Chi2,60,2,0.9978389693887643
Chi2,60,3,0.9743029973113054
Chi2,60,4,0.9994573294286387
Chi2,60,5,0.998548435991802
Chi2,60,6,0.9830046711496094
Chi2,60,7,0.9997357834246537
Chi2,60,8,0.999557831678486
Chi2,60,9,0.8528728004572919
Chi2,60,10,0.9980363323789768
Chi2,60,11,0.849572706115762
Chi2,60,12,0.9996911395819289
Chi2,60,13,0.9991931835266444
Chi2,60,14,0.9966745368614761
Chi2,60,15,0.9239756544093191
Chi2,60,16,0.9861646896586638
Chi2,60,17,0.9967058913052257
Chi2,60,18,-0.06842072208027633
Chi2,60,19,0.9966742867670358
F_classif,60,1,0.9996326887415939
F_classif,60,2,0.9941932305967313
F_classif,60,3,0.9864294722396183
F_classif,60,4,0.9994535343381448
F_classif,60,5,0.9982769941821957
F_classif,60,6,0.9745650401140137
F_classif,60,7,0.9998101442945453
F_classif,60,8,0.9994143037389293
F_classif,60,9,0.854624997431385
F_classif,60,10,0.9978893743079319
F_classif,60,11,0.02493721247864403
F_classif,60,12,0.9997134648006223
F_classif,60,13,0.9984708176698606
F_classif,60,14,0.9966046497420158
F_classif,60,15,-0.027301599807166444
F_classif,60,16,0.9839864350161902
F_classif,60,17,0.9906186137808097
F_classif,60,18,0.20901135863632425
F_classif,60,19,0.9840666977838505
Mutual_Info,60,1,0.9997053640938192
Mutual_Info,60,2,0.996962615540306
Mutual_Info,60,3,0.9843647652158154
Mutual_Info,60,4,0.9994546560460722
Mutual_Info,60,5,0.9940804400315568
Mutual_Info,60,6,0.9840599043093605
Mutual_Info,60,7,0.9998156430288374
Mutual_Info,60,8,0.9993496276357202
Mutual_Info,60,9,0.9450334830542738
Mutual_Info,60,10,0.9978742839840109
Mutual_Info,60,11,0.9002227705439976
Mutual_Info,60,12,0.9997696527374985
Mutual_Info,60,13,0.9985512576671938
Mutual_Info,60,14,0.9966847497772792
Mutual_Info,60,15,-0.06497650700892108
Mutual_Info,60,16,0.9925465293079548
Mutual_Info,60,17,0.9967773608549432
Mutual_Info,60,18,0.14481915218965485
Mutual_Info,60,19,0.9932888288649024
Lasso,60,1,0.5767416137700314
Lasso,60,2,0.9769595490861464
Lasso,60,3,0.9364706583873542
Lasso,60,4,0.9999866204171075
Lasso,60,5,-0.01935677403440926
Lasso,60,6,0.9614585355175376
Lasso,60,7,-0.046830177332547414
Lasso,60,8,0.9993953354756245
Lasso,60,9,0.9626826733794237
Lasso,60,10,0.8700300584099497
Lasso,60,11,0.9767506971979083
Lasso,60,12,0.9996696796814447
Lasso,60,13,0.9404057254211544
Lasso,60,14,0.999107835330442
Lasso,60,15,0.9929306048129366
Lasso,60,16,0.9887072459386741
Lasso,60,17,0.995051558240833
Lasso,60,18,0.9197332230263109
Lasso,60,19,0.24391704821345098
Ridge,60,1,0.9366777618521448
Ridge,60,2,0.9945207392691916
Ridge,60,3,0.9346212265963042
Ridge,60,4,0.9999874322060193
Ridge,60,5,-0.020009550031579268
Ridge,60,6,0.9610559065544529
Ridge,60,7,0.9996211364152424
Ridge,60,8,0.9995272171216342
Ridge,60,9,0.9503064180532704
Ridge,60,10,0.9984069602994124
Ridge,60,11,0.9622612486419622
Ridge,60,12,0.9998799135057518
Ridge,60,13,0.04183458017896114
Ridge,60,14,0.9985449346482587
Ridge,60,15,0.9504999138580258
Ridge,60,16,0.9924416245301897
Ridge,60,17,0.9993661159816369
Ridge,60,18,0.9931123704160886
Ridge,60,19,0.9878759001643367
Elastic_Net,60,1,0.9808813661163607
Elastic_Net,60,2,0.9967375591912142
Elastic_Net,60,3,0.9380522571936003
Elastic_Net,60,4,0.9999871270551782
Elastic_Net,60,5,-0.019502351339077798
Elastic_Net,60,6,0.9609952107359199
Elastic_Net,60,7,0.9995925607916198
Elastic_Net,60,8,0.9994520790451563
Elastic_Net,60,9,0.9876514560084371
Elastic_Net,60,10,0.9983118616128022
Elastic_Net,60,11,0.9623286752690547
Elastic_Net,60,12,0.9999305115953239
Elastic_Net,60,13,0.9730935071146248
Elastic_Net,60,14,0.9991493135051461
Elastic_Net,60,15,0.9914601595403255
Elastic_Net,60,16,0.9923380999804212
Elastic_Net,60,17,0.9994841756994963
Elastic_Net,60,18,0.9796084500291867
Elastic_Net,60,19,0.9961244801796872
Random_Forest,60,1,0.9969733268009685
Random_Forest,60,2,0.9962391079624385
Random_Forest,60,3,0.8991431303160401
Random_Forest,60,4,0.9999870391806567
Random_Forest,60,5,-0.020037763036246988
Random_Forest,60,6,0.9636229348012779
Random_Forest,60,7,0.9991546024048823
Random_Forest,60,8,0.9995272036044237
Random_Forest,60,9,0.97235302889271
Random_Forest,60,10,0.9983169984095948
Random_Forest,60,11,0.9300358751761361
Random_Forest,60,12,0.9998351258353783
Random_Forest,60,13,0.9980834882686956
Random_Forest,60,14,0.9989727937345751
Random_Forest,60,15,0.9910611186211523
Random_Forest,60,16,0.985728885007786
Random_Forest,60,17,0.9989018107253999
Random_Forest,60,18,0.942774920854721
Random_Forest,60,19,0.9858113033476967
Gradient_Boosting,60,1,0.9811359201408172
Gradient_Boosting,60,2,0.9783754179740098
Gradient_Boosting,60,3,0.8422248967992316
Gradient_Boosting,60,4,0.9702857026828163
Gradient_Boosting,60,5,-0.050173556248592585
Gradient_Boosting,60,6,0.9579774916723854
Gradient_Boosting,60,7,-0.04186081902495555
Gradient_Boosting,60,8,0.9991873657154129
Gradient_Boosting,60,9,0.963109498656767
Gradient_Boosting,60,10,0.9213515716191164
Gradient_Boosting,60,11,0.9752620416050412
Gradient_Boosting,60,12,0.9997572399025167
Gradient_Boosting,60,13,0.9971996041070734
Gradient_Boosting,60,14,0.025639413735218622
Gradient_Boosting,60,15,0.987911794481745
Gradient_Boosting,60,16,0.9844534874962352
Gradient_Boosting,60,17,0.9876007138034756
Gradient_Boosting,60,18,0.48667976412920044
Gradient_Boosting,60,19,0.9712651502480093
XGBoost,60,1,0.8237696991673582
XGBoost,60,2,0.9593655103820242
XGBoost,60,3,0.8149196789174784
XGBoost,60,4,0.9933501847125801
XGBoost,60,5,-0.0580777390991371
XGBoost,60,6,0.9751855646265032
XGBoost,60,7,0.9980531559172665
XGBoost,60,8,0.999254895578411
XGBoost,60,9,0.9031730090767187
XGBoost,60,10,0.9989129912963421
XGBoost,60,11,0.9366338001864443
XGBoost,60,12,0.9997500051206182
XGBoost,60,13,0.010656641913926302
XGBoost,60,14,0.9675581810530035
XGBoost,60,15,0.9921092829140924
XGBoost,60,16,0.9823105865679015
XGBoost,60,17,0.9420529926066463
XGBoost,60,18,0.4814604411786872
XGBoost,60,19,0.8721039171248208
Neural_Network,60,1,0.9980918927244835
Neural_Network,60,2,0.9945045967345975
Neural_Network,60,3,0.873839760968178
Neural_Network,60,4,0.9994548085388794
Neural_Network,60,5,0.16579502116409556
Neural_Network,60,6,0.8925273655172954
Neural_Network,60,7,0.9967191435610128
Neural_Network,60,8,0.9992048662932792
Neural_Network,60,9,0.9647094759567378
Neural_Network,60,10,0.9977868786007749
Neural_Network,60,11,0.003283327754919798
Neural_Network,60,12,0.9997338273188503
Neural_Network,60,13,0.9986769391012731
Neural_Network,60,14,0.996724682882281
Neural_Network,60,15,0.02879700777715989
Neural_Network,60,16,0.9921159453427618
Neural_Network,60,17,0.9983294059422678
Neural_Network,60,18,0.9548920958098055
Neural_Network,60,19,0.9942120053356134
GENBAIT,60,1,0.9998051337918977
GENBAIT,60,2,0.9800313875536756
GENBAIT,60,3,0.9950413446789861
GENBAIT,60,4,0.9994507067534195
GENBAIT,60,5,0.987856453248689
GENBAIT,60,6,0.9688654916324556
GENBAIT,60,7,0.9997626708166109
GENBAIT,60,8,0.999408721665952
GENBAIT,60,9,0.9629004318211314
GENBAIT,60,10,0.9982432573614847
GENBAIT,60,11,0.9740000343966798
GENBAIT,60,12,0.9998913973227488
GENBAIT,60,13,0.9991636102835223
GENBAIT,60,14,0.9980274798045023
GENBAIT,60,15,0.9874712144379904
GENBAIT,60,16,0.9828135786365046
GENBAIT,60,17,0.9984458717845958
GENBAIT,60,18,0.9831498123217536
GENBAIT,60,19,0.9971544082941991
Chi2,90,1,0.9999466157909076
Chi2,90,2,0.9998671920752169
Chi2,90,3,0.9995109391902347
Chi2,90,4,0.9999873871145675
Chi2,90,5,0.9997118827301826
Chi2,90,6,0.9999300303109101
Chi2,90,7,0.9999337397039413
Chi2,90,8,0.9998567344722502
Chi2,90,9,0.9845112548269396
Chi2,90,10,0.9994833659935222
Chi2,90,11,0.9900294841544851
Chi2,90,12,0.9999315210958568
Chi2,90,13,0.9998584788628139
Chi2,90,14,0.998970718178092
Chi2,90,15,0.9934990881824334
Chi2,90,16,0.9992023510923698
Chi2,90,17,0.9996873276908149
Chi2,90,18,0.98379302193627
Chi2,90,19,0.9982387024159086
F_classif,90,1,0.8893600192169919
F_classif,90,2,0.9998771576094414
F_classif,90,3,0.7985759795760892
F_classif,90,4,0.999974564359453
F_classif,90,5,-0.023817157638175553
F_classif,90,6,0.9846869069301174
F_classif,90,7,0.984005871578898
F_classif,90,8,0.9998392696898273
F_classif,90,9,0.9742177369510996
F_classif,90,10,0.9993804754554372
F_classif,90,11,0.9871871453552975
F_classif,90,12,0.9998575024131138
F_classif,90,13,0.028649699889170904
F_classif,90,14,0.9989620531736065
F_classif,90,15,0.990566599237876
F_classif,90,16,0.9993475834476393
F_classif,90,17,0.9984511633229776
F_classif,90,18,0.9860639809949644
F_classif,90,19,0.9977698418575117
Mutual_Info,90,1,0.9995283808613212
Mutual_Info,90,2,0.9998901515009975
Mutual_Info,90,3,0.7947437216927885
Mutual_Info,90,4,0.9999709615259814
Mutual_Info,90,5,-0.023558695545422885
Mutual_Info,90,6,0.9860340935574764
Mutual_Info,90,7,0.9842225644727467
Mutual_Info,90,8,0.9999296503625675
Mutual_Info,90,9,0.9833365051529596
Mutual_Info,90,10,0.9994977135803316
Mutual_Info,90,11,0.9814171179361824
Mutual_Info,90,12,0.9999501230512918
Mutual_Info,90,13,0.999379885958806
Mutual_Info,90,14,0.9981447626626903
Mutual_Info,90,15,0.03126503077261611
Mutual_Info,90,16,0.9996448634300117
Mutual_Info,90,17,0.998501408851723
Mutual_Info,90,18,0.9931048014909306
Mutual_Info,90,19,0.9991803982167919
Lasso,90,1,0.9996453560758249
Lasso,90,2,0.9968125100554998
Lasso,90,3,0.801447016961879
Lasso,90,4,0.9999872446446051
Lasso,90,5,-0.020730214053476036
Lasso,90,6,0.9749486274647736
Lasso,90,7,0.9911378315498514
Lasso,90,8,0.999678719397777
Lasso,90,9,0.9990352722082225
Lasso,90,10,0.9989736643306009
Lasso,90,11,0.9834946386596896
Lasso,90,12,0.9999711815629475
Lasso,90,13,0.9993943755498456
Lasso,90,14,0.9991357725538893
Lasso,90,15,0.9940656772959088
Lasso,90,16,0.9995120612978816
Lasso,90,17,0.9996981024515381
Lasso,90,18,0.9876903620516642
Lasso,90,19,0.9992498871123232
Ridge,90,1,0.9103409894672861
Ridge,90,2,0.9976895401290774
Ridge,90,3,0.8433023194899264
Ridge,90,4,0.9999988992312991
Ridge,90,5,-0.02307302112244766
Ridge,90,6,0.9782929977317749
Ridge,90,7,0.9965533204185327
Ridge,90,8,0.99978771244295
Ridge,90,9,0.9963331794563779
Ridge,90,10,0.9989101177470803
Ridge,90,11,0.9841908339959026
Ridge,90,12,0.9998641604748758
Ridge,90,13,0.9986932008301035
Ridge,90,14,0.9999349749742288
Ridge,90,15,0.9938517771442039
Ridge,90,16,0.9930466144231357
Ridge,90,17,0.9946528786880559
Ridge,90,18,0.9088819209165285
Ridge,90,19,0.3878412251132658
Elastic_Net,90,1,0.9131000503877231
Elastic_Net,90,2,0.9977319967688324
Elastic_Net,90,3,0.8209151934314368
Elastic_Net,90,4,0.9999988013489639
Elastic_Net,90,5,-0.0216149622336137
Elastic_Net,90,6,0.9621305250936867
Elastic_Net,90,7,0.9941514424642169
Elastic_Net,90,8,0.9994867846875902
Elastic_Net,90,9,0.9964326309376411
Elastic_Net,90,10,0.9989118449561247
Elastic_Net,90,11,0.9828404349108837
Elastic_Net,90,12,0.9998584780235897
Elastic_Net,90,13,0.9986652803071011
Elastic_Net,90,14,0.9999345078958392
Elastic_Net,90,15,0.9938042381920955
Elastic_Net,90,16,0.9993248737860325
Elastic_Net,90,17,0.9946998589905798
Elastic_Net,90,18,0.8909673430494157
Elastic_Net,90,19,0.3957038254090143
Random_Forest,90,1,0.9997606804985626
Random_Forest,90,2,0.9987015121475227
Random_Forest,90,3,0.796769745223218
Random_Forest,90,4,0.9999874104592037
Random_Forest,90,5,-0.02584732559890435
Random_Forest,90,6,0.9844604656991934
Random_Forest,90,7,0.9887890028318326
Random_Forest,90,8,0.9999215767064926
Random_Forest,90,9,0.998815065828274
Random_Forest,90,10,0.9989587525836172
Random_Forest,90,11,0.9844187819809044
Random_Forest,90,12,0.9999746599827849
Random_Forest,90,13,0.9993715654430925
Random_Forest,90,14,0.9991360439113969
Random_Forest,90,15,0.9937802157068245
Random_Forest,90,16,0.9926964891673385
Random_Forest,90,17,0.9997815055945483
Random_Forest,90,18,0.9898265507622309
Random_Forest,90,19,0.9992117605202361
Gradient_Boosting,90,1,0.9992532076306326
Gradient_Boosting,90,2,0.9963767719127781
Gradient_Boosting,90,3,0.8532647191359606
Gradient_Boosting,90,4,0.9999873417497922
Gradient_Boosting,90,5,-0.0221921741927541
Gradient_Boosting,90,6,0.9758444241895283
Gradient_Boosting,90,7,0.9950567254799573
Gradient_Boosting,90,8,0.9998243776378507
Gradient_Boosting,90,9,0.9992108721065212
Gradient_Boosting,90,10,0.9989710701546776
Gradient_Boosting,90,11,0.983709389992025
Gradient_Boosting,90,12,0.9999858223648355
Gradient_Boosting,90,13,0.9991583623073482
Gradient_Boosting,90,14,0.9991401307889434
Gradient_Boosting,90,15,0.993935529489257
Gradient_Boosting,90,16,0.9869650264054577
Gradient_Boosting,90,17,0.9997372649788456
Gradient_Boosting,90,18,0.9943009201115064
Gradient_Boosting,90,19,0.9942226818757209
XGBoost,90,1,0.9824534001217461
XGBoost,90,2,0.9985184697565114
XGBoost,90,3,0.7567526540086773
XGBoost,90,4,0.9933578772156181
XGBoost,90,5,-0.02432634381231041
XGBoost,90,6,0.9801320386779312
XGBoost,90,7,0.9933182197939113
XGBoost,90,8,0.9996425328641552
XGBoost,90,9,0.925276643750998
XGBoost,90,10,0.9989646089832807
XGBoost,90,11,0.9904389295393585
XGBoost,90,12,0.999856503086746
XGBoost,90,13,0.9983648463034288
XGBoost,90,14,0.9678420254812213
XGBoost,90,15,0.9929557149709894
XGBoost,90,16,0.9925345385236409
XGBoost,90,17,0.9524789787356052
XGBoost,90,18,0.9908538061743168
XGBoost,90,19,0.9869597904418748
Neural_Network,90,1,0.8889732019115983
Neural_Network,90,2,0.9997697166887707
Neural_Network,90,3,0.8110627734246626
Neural_Network,90,4,0.9999846924255597
Neural_Network,90,5,-0.024440418113343017
Neural_Network,90,6,0.9842621088660972
Neural_Network,90,7,0.9873223400772423
Neural_Network,90,8,0.9998468101712182
Neural_Network,90,9,0.9973444059353878
Neural_Network,90,10,0.9998761275079862
Neural_Network,90,11,0.9789592692230474
Neural_Network,90,12,0.9998167925342877
Neural_Network,90,13,-0.016266081958978332
Neural_Network,90,14,0.9988920595129843
Neural_Network,90,15,0.9994586741637722
Neural_Network,90,16,0.9927367574223795
Neural_Network,90,17,0.9962169048618817
Neural_Network,90,18,0.8807704197456424
Neural_Network,90,19,0.9962840789962099
GENBAIT,90,1,0.9999188542263684
GENBAIT,90,2,0.9968436838357659
GENBAIT,90,3,0.9994075283030298
GENBAIT,90,4,0.9994614379163009
GENBAIT,90,5,0.9959200435792213
GENBAIT,90,6,0.9892565202383965
GENBAIT,90,7,0.9999538775765097
GENBAIT,90,8,0.9996557425375091
GENBAIT,90,9,0.9864003799955656
GENBAIT,90,10,0.9996971466682563
GENBAIT,90,11,0.9971759313496399
GENBAIT,90,12,0.9999448593761449
GENBAIT,90,13,0.9992379262220096
GENBAIT,90,14,0.9980686898088447
GENBAIT,90,15,0.9989475551677631
GENBAIT,90,16,0.9988483249129698
GENBAIT,90,17,0.9997954423799276
GENBAIT,90,18,0.9948117199433469
GENBAIT,90,19,0.9974389923417775
