Chi2_30,F_classif_30,Mutual_Info_30,Lasso_30,Ridge_30,Elastic_Net_30,Random_Forest_30,Gradient_Boosting_30,XGBoost_30,Neural_Network_30,GENBAIT_30,Chi2_60,F_classif_60,Mutual_Info_60,Lasso_60,Ridge_60,Elastic_Net_60,Random_Forest_60,Gradient_Boosting_60,XGBoost_60,Neural_Network_60,GENBAIT_60,Chi2_90,F_classif_90,Mutual_Info_90,Lasso_90,Ridge_90,Elastic_Net_90,Random_Forest_90,Gradient_Boosting_90,XGBoost_90,Neural_Network_90,GENBAIT_90
SRSF5_CBF,SRSF5_CBF,SRSF1_NBF,DCPS_CBF,LMNA_NBF,DCPS_CBF,TMPO_NBF,NOP56_CBF,HNRNPL_NBF,SS18L1_NBF,HIPK2_NBF,SRSF5_CBF,SRSF5_CBF,SRSF1_NBF,DCPS_CBF,LMNA_NBF,DCPS_CBF,TMPO_NBF,NOP56_CBF,HNRNPL_NBF,LMNA_NBF,EWSR1_NBF,SRSF5_CBF,SRSF5_CBF,SRSF1_NBF,DCPS_CBF,LMNA_NBF,DCPS_CBF,TMPO_NBF,NOP56_CBF,HNRNPL_NBF,SRSF1_CBF,EMD_NBF
PTBP1_CBF,HNRNPK_CBF,SS18L1_CBF,POLR1G_CBF,SS18L1_CBF,CBX2_CBF,FUBP3_NBF,FUBP3_NBF,GEMIN7_CBF,POLR1G_CBF,HNRNPDL_CBF,PTBP1_CBF,HNRNPK_CBF,SS18L1_CBF,POLR1G_CBF,SS18L1_CBF,CBX2_CBF,FUBP3_NBF,FUBP3_NBF,GEMIN7_CBF,SRSF1_CBF,FLI1_CBF,PTBP1_CBF,HNRNPK_CBF,SS18L1_CBF,POLR1G_CBF,SS18L1_CBF,CBX2_CBF,FUBP3_NBF,FUBP3_NBF,GEMIN7_CBF,DDX23_NBF,ESRP1_CBF
HNRNPA1_CBF,PTBP1_CBF,SRSF7_CBF,FUBP3_NBF,TERF2IP_CBF,SS18L1_CBF,SS18L1_CBF,GEMIN7_CBF,NOP56_CBF,LMNA_NBF,HNRNPL_NBF,HNRNPA1_CBF,PTBP1_CBF,SRSF7_CBF,FUBP3_NBF,TERF2IP_CBF,SS18L1_CBF,SS18L1_CBF,GEMIN7_CBF,NOP56_CBF,DDX23_NBF,FUBP3_NBF,HNRNPA1_CBF,PTBP1_CBF,SRSF7_CBF,FUBP3_NBF,TERF2IP_CBF,SS18L1_CBF,SS18L1_CBF,GEMIN7_CBF,NOP56_CBF,LMNA_NBF,EWSR1_NBF
LMNB1_NBF,FUBP3_NBF,SRSF5_CBF,CBX2_CBF,SRSF4_CBF,COIL_NBF,MAK16_CBF,HNRNPM_CBF,PTBP1_CBF,SRSF1_CBF,HNRNPM_CBF,LMNB1_NBF,FUBP3_NBF,SRSF5_CBF,CBX2_CBF,SRSF4_CBF,COIL_NBF,MAK16_CBF,HNRNPM_CBF,PTBP1_CBF,RBM45_CBF,FUS_NBF,LMNB1_NBF,FUBP3_NBF,SRSF5_CBF,CBX2_CBF,SRSF4_CBF,COIL_NBF,MAK16_CBF,HNRNPM_CBF,PTBP1_CBF,NOP56_CBF,FBL_NBF
PARP1_CBF,HNRNPR_iso1_CBF,SRSF4_CBF,RNPS1_CBF,NCL_NBF,NCL_NBF,DDX23_NBF,SARNP_CBF,PML_NBF,NOP56_CBF,HNRNPR_iso2_CBF,PARP1_CBF,HNRNPR_iso1_CBF,SRSF4_CBF,RNPS1_CBF,NCL_NBF,NCL_NBF,DDX23_NBF,SARNP_CBF,PML_NBF,POLR1G_CBF,GEMIN2_CBF,PARP1_CBF,HNRNPR_iso1_CBF,SRSF4_CBF,RNPS1_CBF,NCL_NBF,NCL_NBF,DDX23_NBF,SARNP_CBF,PML_NBF,SRSF5_CBF,FLI1_CBF
SS18L1_CBF,SRSF7_CBF,RBM14_NBF,SS18L1_CBF,CBX2_CBF,POLR1G_CBF,GEMIN7_CBF,DDX23_NBF,LSM4_CBF,RNPS1_NBF,KHDRBS1_CBF,SS18L1_CBF,SRSF7_CBF,RBM14_NBF,SS18L1_CBF,CBX2_CBF,POLR1G_CBF,GEMIN7_CBF,DDX23_NBF,LSM4_CBF,SRSF5_CBF,GEMIN7_CBF,SS18L1_CBF,SRSF7_CBF,RBM14_NBF,SS18L1_CBF,CBX2_CBF,POLR1G_CBF,GEMIN7_CBF,DDX23_NBF,LSM4_CBF,NCL_NBF,FUBP3_NBF
RPS6_NBF,LMNB1_NBF,EWSR1_CBF,LMNB1_NBF,POLR1G_CBF,TERF2IP_CBF,SS18L1_NBF,SP100_CBF,SNRPN_CBF,NCL_NBF,LMNA_NBF,RPS6_NBF,LMNB1_NBF,EWSR1_CBF,LMNB1_NBF,POLR1G_CBF,TERF2IP_CBF,SS18L1_NBF,SP100_CBF,SNRPN_CBF,CBX2_CBF,HNRNPA1_CBF,RPS6_NBF,LMNB1_NBF,EWSR1_CBF,LMNB1_NBF,POLR1G_CBF,TERF2IP_CBF,SS18L1_NBF,SP100_CBF,SNRPN_CBF,POLR1G_CBF,FUS_NBF
HNRNPK_CBF,HNRNPR_iso2_CBF,RPS20_NBF,MAK16_CBF,SRSF1_CBF,SRSF4_CBF,SRSF7_CBF,SRSF1_CBF,FAM118B_CBF,EIF4A3_CBF,LMNB1_NBF,HNRNPK_CBF,HNRNPR_iso2_CBF,RPS20_NBF,MAK16_CBF,SRSF1_CBF,SRSF4_CBF,SRSF7_CBF,SRSF1_CBF,FAM118B_CBF,MAK16_CBF,HNRNPAB_CBF,HNRNPK_CBF,HNRNPR_iso2_CBF,RPS20_NBF,MAK16_CBF,SRSF1_CBF,SRSF4_CBF,SRSF7_CBF,SRSF1_CBF,FAM118B_CBF,RBM45_CBF,GAR1_CBF
SRSF1_CBF,HNRNPL_NBF,RNPS1_CBF,SRSF4_CBF,COIL_NBF,RNPS1_CBF,POLR1G_CBF,RBM45_CBF,PML_CBF,SRSF5_CBF,NCL_NBF,SRSF1_CBF,HNRNPL_NBF,RNPS1_CBF,SRSF4_CBF,COIL_NBF,RNPS1_CBF,POLR1G_CBF,RBM45_CBF,PML_CBF,EIF4A3_CBF,HNRNPDL_CBF,SRSF1_CBF,HNRNPL_NBF,RNPS1_CBF,SRSF4_CBF,COIL_NBF,RNPS1_CBF,POLR1G_CBF,RBM45_CBF,PML_CBF,EIF4A3_CBF,GEMIN7_CBF
EWSR1_CBF,SURF6_CBF,LMNA_NBF,RBM45_CBF,RBM45_CBF,SRSF1_CBF,SP100_CBF,LSM10_CBF,LMNA_NBF,TMPO_NBF,NOP56_CBF,EWSR1_CBF,SURF6_CBF,LMNA_NBF,RBM45_CBF,RBM45_CBF,SRSF1_CBF,SP100_CBF,LSM10_CBF,LMNA_NBF,NOP56_CBF,HNRNPK_CBF,EWSR1_CBF,SURF6_CBF,LMNA_NBF,RBM45_CBF,RBM45_CBF,SRSF1_CBF,SP100_CBF,LSM10_CBF,LMNA_NBF,MAK16_CBF,GNL2_CBF
SRSF7_CBF,SRSF1_CBF,KHDRBS3_CBF,KHDRBS2_CBF,NONO_NBF,RBM45_CBF,SRSF1_CBF,SNRPN_CBF,PARP1_CBF,RBM45_CBF,RNPS1_CBF,SRSF7_CBF,SRSF1_CBF,KHDRBS3_CBF,KHDRBS2_CBF,NONO_NBF,RBM45_CBF,SRSF1_CBF,SNRPN_CBF,PARP1_CBF,TMPO_NBF,HNRNPR_iso2_CBF,SRSF7_CBF,SRSF1_CBF,KHDRBS3_CBF,KHDRBS2_CBF,NONO_NBF,RBM45_CBF,SRSF1_CBF,SNRPN_CBF,PARP1_CBF,TMPO_NBF,HNRNPA1_CBF
SS18L1_NBF,HNRNPM_CBF,KHDRBS1_CBF,SP100_CBF,SS18L1_NBF,SP100_NBF,RBM45_CBF,COIL_NBF,DCPS_CBF,CBX2_CBF,SARNP_CBF,SS18L1_NBF,HNRNPM_CBF,KHDRBS1_CBF,SP100_CBF,SS18L1_NBF,SP100_NBF,RBM45_CBF,COIL_NBF,DCPS_CBF,RPS20_NBF,ILF3_CBF,SS18L1_NBF,HNRNPM_CBF,KHDRBS1_CBF,SP100_CBF,SS18L1_NBF,SP100_NBF,RBM45_CBF,COIL_NBF,DCPS_CBF,RNPS1_NBF,HNRNPAB_CBF
HNRNPM_CBF,SS18L1_CBF,DAZAP1_CBF,RNPS1_NBF,SP100_NBF,NONO_NBF,SRSF5_CBF,RNPS1_CBF,NONO_NBF,RNPS1_CBF,SNRPD3_CBF,HNRNPM_CBF,SS18L1_CBF,DAZAP1_CBF,RNPS1_NBF,SP100_NBF,NONO_NBF,SRSF5_CBF,RNPS1_CBF,NONO_NBF,NONO_NBF,KHDRBS1_CBF,HNRNPM_CBF,SS18L1_CBF,DAZAP1_CBF,RNPS1_NBF,SP100_NBF,NONO_NBF,SRSF5_CBF,RNPS1_CBF,NONO_NBF,RPS20_NBF,HNRNPK_CBF
KHDRBS2_CBF,SS18L1_NBF,DCPS_CBF,SUMO1_NBF,SUMO1_NBF,ILF3_CBF,COIL_NBF,HIPK2_NBF,SURF6_CBF,RPS20_NBF,SP100_CBF,KHDRBS2_CBF,SS18L1_NBF,DCPS_CBF,SUMO1_NBF,SUMO1_NBF,ILF3_CBF,COIL_NBF,HIPK2_NBF,SURF6_CBF,SRSF1_NBF,KHDRBS2_CBF,KHDRBS2_CBF,SS18L1_NBF,DCPS_CBF,SUMO1_NBF,SUMO1_NBF,ILF3_CBF,COIL_NBF,HIPK2_NBF,SURF6_CBF,SURF6_CBF,HNRNPL_NBF
SARNP_CBF,RBM14_NBF,HNRNPR_iso1_CBF,FBL_NBF,NUP50_NBF,SUMO1_NBF,SURF6_CBF,SNRPB_CBF,INO80E_CBF,RPS6_NBF,SRSF1_NBF,SARNP_CBF,RBM14_NBF,HNRNPR_iso1_CBF,FBL_NBF,NUP50_NBF,SUMO1_NBF,SURF6_CBF,SNRPB_CBF,INO80E_CBF,NCL_NBF,LMNA_NBF,SARNP_CBF,RBM14_NBF,HNRNPR_iso1_CBF,FBL_NBF,NUP50_NBF,SUMO1_NBF,SURF6_CBF,SNRPB_CBF,INO80E_CBF,KHDRBS2_CBF,HNRNPM_CBF
TMPO_NBF,RPS6_NBF,CELF1_NBF,PML_NBF,RNPS1_CBF,LMNB1_NBF,NONO_NBF,TERF2IP_CBF,SS18L1_CBF,TERF2IP_CBF,SRSF4_CBF,TMPO_NBF,RPS6_NBF,CELF1_NBF,PML_NBF,RNPS1_CBF,LMNB1_NBF,NONO_NBF,TERF2IP_CBF,SS18L1_CBF,RPS6_NBF,LMNB1_NBF,TMPO_NBF,RPS6_NBF,CELF1_NBF,PML_NBF,RNPS1_CBF,LMNB1_NBF,NONO_NBF,TERF2IP_CBF,SS18L1_CBF,CBX2_CBF,HNRNPR_iso1_CBF
HNRNPR_iso1_CBF,PARP1_CBF,RPS6_NBF,SNRPN_CBF,ILF3_CBF,MAK16_CBF,LMNB1_NBF,POLR1G_CBF,SUMO1_NBF,NONO_NBF,SS18L1_CBF,HNRNPR_iso1_CBF,PARP1_CBF,RPS6_NBF,SNRPN_CBF,ILF3_CBF,MAK16_CBF,LMNB1_NBF,POLR1G_CBF,SUMO1_NBF,RNPS1_NBF,LSM10_CBF,HNRNPR_iso1_CBF,PARP1_CBF,RPS6_NBF,SNRPN_CBF,ILF3_CBF,MAK16_CBF,LMNB1_NBF,POLR1G_CBF,SUMO1_NBF,RPS6_NBF,HNRNPUL1_CBF
RBM14_NBF,SRSF1_NBF,LUC7L2_CBF,LSM10_CBF,USP7_NBF,NUP50_NBF,LSM10_CBF,SRSF7_CBF,LSM10_CBF,SRSF1_NBF,SUMO1_NBF,RBM14_NBF,SRSF1_NBF,LUC7L2_CBF,LSM10_CBF,USP7_NBF,NUP50_NBF,LSM10_CBF,SRSF7_CBF,LSM10_CBF,KHDRBS2_CBF,LSM4_NBF,RBM14_NBF,SRSF1_NBF,LUC7L2_CBF,LSM10_CBF,USP7_NBF,NUP50_NBF,LSM10_CBF,SRSF7_CBF,LSM10_CBF,NONO_NBF,ILF3_CBF
DCPS_CBF,SARNP_CBF,HNRNPA1_CBF,SP100_NBF,RPS24_NBF,SS18L1_NBF,RNPS1_CBF,KHDRBS2_CBF,SP100_NBF,MAK16_CBF,SURF6_CBF,DCPS_CBF,SARNP_CBF,HNRNPA1_CBF,SP100_NBF,RPS24_NBF,SS18L1_NBF,RNPS1_CBF,KHDRBS2_CBF,SP100_NBF,SURF6_CBF,LUC7L2_CBF,DCPS_CBF,SARNP_CBF,HNRNPA1_CBF,SP100_NBF,RPS24_NBF,SS18L1_NBF,RNPS1_CBF,KHDRBS2_CBF,SP100_NBF,TERF2IP_CBF,INO80E_CBF
NCL_NBF,EWSR1_NBF,SFPQ_NBF,GEMIN7_CBF,MAK16_CBF,KHDRBS2_CBF,SUMO1_NBF,RPS24_NBF,NUP155_NBF,KHDRBS2_CBF,SYNE3_NBF,NCL_NBF,EWSR1_NBF,SFPQ_NBF,GEMIN7_CBF,MAK16_CBF,KHDRBS2_CBF,SUMO1_NBF,RPS24_NBF,NUP155_NBF,GEMIN7_CBF,MAK16_CBF,NCL_NBF,EWSR1_NBF,SFPQ_NBF,GEMIN7_CBF,MAK16_CBF,KHDRBS2_CBF,SUMO1_NBF,RPS24_NBF,NUP155_NBF,SFPQ_NBF,KHDRBS2_CBF
,,,,,,,,,,,HNRNPR_iso2_CBF,KHDRBS2_CBF,FUS_NBF,EWSR1_NBF,RNPS1_NBF,USP7_NBF,RNPS1_NBF,NONO_NBF,SRSF1_CBF,SFPQ_NBF,NOP56_CBF,HNRNPR_iso2_CBF,KHDRBS2_CBF,FUS_NBF,EWSR1_NBF,RNPS1_NBF,USP7_NBF,RNPS1_NBF,NONO_NBF,SRSF1_CBF,SRSF1_NBF,KHDRBS3_CBF
,,,,,,,,,,,AFDN_NBF,AFDN_NBF,RBM45_CBF,NONO_NBF,RPS6_NBF,RNPS1_NBF,ILF3_CBF,LSM4_CBF,SNRPD3_CBF,RBM14_NBF,NUP50_NBF,AFDN_NBF,AFDN_NBF,RBM45_CBF,NONO_NBF,RPS6_NBF,RNPS1_NBF,ILF3_CBF,LSM4_CBF,SNRPD3_CBF,KHDRBS1_CBF,LMNA_NBF
,,,,,,,,,,,EWSR1_NBF,KHDRBS1_CBF,HNRNPL_NBF,SNRPB_CBF,KHDRBS2_CBF,SNRPB_CBF,NCL_NBF,SS18L1_CBF,HNRNPAB_CBF,RNPS1_CBF,PARP1_CBF,EWSR1_NBF,KHDRBS1_CBF,HNRNPL_NBF,SNRPB_CBF,KHDRBS2_CBF,SNRPB_CBF,NCL_NBF,SS18L1_CBF,HNRNPAB_CBF,RNPS1_CBF,LMNB1_NBF
,,,,,,,,,,,HNRNPL_NBF,TMPO_NBF,EWSR1_NBF,HNRNPAB_CBF,HNRNPAB_CBF,PML_CBF,TERF2IP_CBF,SURF6_CBF,SNRPB2_CBF,TERF2IP_CBF,PML_NBF,HNRNPL_NBF,TMPO_NBF,EWSR1_NBF,HNRNPAB_CBF,HNRNPAB_CBF,PML_CBF,TERF2IP_CBF,SURF6_CBF,SNRPB2_CBF,RBM14_NBF,LSM10_CBF
,,,,,,,,,,,DAZAP1_CBF,DDX23_NBF,POLR1G_CBF,SS18L1_NBF,SNRPD3_CBF,FBL_NBF,EIF4A3_CBF,SUMO1_NBF,RPS24_NBF,SRSF7_CBF,POLR1G_CBF,DAZAP1_CBF,DDX23_NBF,POLR1G_CBF,SS18L1_NBF,SNRPD3_CBF,FBL_NBF,EIF4A3_CBF,SUMO1_NBF,RPS24_NBF,EWSR1_NBF,LSM4_CBF
,,,,,,,,,,,DDX23_NBF,KHDRBS3_CBF,HNRNPM_CBF,RPS6_NBF,MFAP1_CBF,HNRNPAB_CBF,RPS6_NBF,PML_NBF,EWSR1_CBF,HNRNPAB_CBF,PSPC1_NBF,DDX23_NBF,KHDRBS3_CBF,HNRNPM_CBF,RPS6_NBF,MFAP1_CBF,HNRNPAB_CBF,RPS6_NBF,PML_NBF,EWSR1_CBF,SRSF7_CBF,LSM4_NBF
,,,,,,,,,,,GNL2_CBF,DCPS_CBF,LMNB1_NBF,SRSF1_CBF,PML_CBF,SP100_CBF,NUP50_NBF,SRSF5_CBF,ILF3_CBF,LMNB1_NBF,PTBP1_CBF,GNL2_CBF,DCPS_CBF,LMNB1_NBF,SRSF1_CBF,PML_CBF,SP100_CBF,NUP50_NBF,SRSF5_CBF,ILF3_CBF,HNRNPAB_CBF,LUC7L2_CBF
,,,,,,,,,,,SRSF1_NBF,DAZAP1_CBF,HNRNPDL_CBF,NCL_NBF,NXT1_CBF,EIF4A3_CBF,KHDRBS2_CBF,NUP50_NBF,TERF2IP_CBF,KHDRBS1_CBF,RBM14_NBF,SRSF1_NBF,DAZAP1_CBF,HNRNPDL_CBF,NCL_NBF,NXT1_CBF,EIF4A3_CBF,KHDRBS2_CBF,NUP50_NBF,TERF2IP_CBF,GEMIN7_CBF,MAK16_CBF
,,,,,,,,,,,KHDRBS1_CBF,NCL_NBF,NONO_NBF,TERF2IP_CBF,EIF4A3_CBF,PML_NBF,SNRPN_CBF,PML_CBF,DDX23_NBF,COIL_NBF,RNPS1_CBF,KHDRBS1_CBF,NCL_NBF,NONO_NBF,TERF2IP_CBF,EIF4A3_CBF,PML_NBF,SNRPN_CBF,PML_CBF,DDX23_NBF,ILF3_CBF,NCL_NBF
,,,,,,,,,,,HNRNPAB_CBF,HNRNPDL_CBF,PTBP1_CBF,NUP155_NBF,EWSR1_NBF,SNRPD3_CBF,CBX2_CBF,ILF3_CBF,EIF6_NBF,EWSR1_NBF,RNPS1_NBF,HNRNPAB_CBF,HNRNPDL_CBF,PTBP1_CBF,NUP155_NBF,EWSR1_NBF,SNRPD3_CBF,CBX2_CBF,ILF3_CBF,EIF6_NBF,PTBP1_CBF,NGDN_NBF
,,,,,,,,,,,LUC7L2_CBF,LUC7L2_CBF,RNPS1_NBF,SNRPD3_CBF,SNRPN_NBF,LSM10_CBF,LSM4_CBF,HNRNPL_NBF,TRIM22_CBF,SUMO1_NBF,RPS6_NBF,LUC7L2_CBF,LUC7L2_CBF,RNPS1_NBF,SNRPD3_CBF,SNRPN_NBF,LSM10_CBF,LSM4_CBF,HNRNPL_NBF,TRIM22_CBF,SUMO1_NBF,NONO_NBF
,,,,,,,,,,,GEMIN7_CBF,CELF1_NBF,AFDN_NBF,RBM14_NBF,NELFB_NBF,RPS6_NBF,SNRPD3_CBF,EIF4A3_CBF,SNRPN_NBF,ILF3_CBF,SARNP_CBF,GEMIN7_CBF,CELF1_NBF,AFDN_NBF,RBM14_NBF,NELFB_NBF,RPS6_NBF,SNRPD3_CBF,EIF4A3_CBF,SNRPN_NBF,LMNB1_NBF,NOP56_CBF
,,,,,,,,,,,RPS24_NBF,RNPS1_CBF,KHDRBS2_CBF,FAM118B_CBF,FBL_NBF,RPS24_NBF,NUP155_NBF,PTBP1_CBF,RBM14_NBF,ESRP1_CBF,SNRPB_CBF,RPS24_NBF,RNPS1_CBF,KHDRBS2_CBF,FAM118B_CBF,FBL_NBF,RPS24_NBF,NUP155_NBF,PTBP1_CBF,RBM14_NBF,RPS24_NBF,NOP58_CBF
,,,,,,,,,,,KHDRBS3_CBF,GNL2_CBF,ILF3_CBF,PML_CBF,SNRPB_CBF,MFAP1_CBF,RPS24_NBF,SP100_NBF,NXT1_CBF,CELF1_NBF,SNRPD3_CBF,KHDRBS3_CBF,GNL2_CBF,ILF3_CBF,PML_CBF,SNRPB_CBF,MFAP1_CBF,RPS24_NBF,SP100_NBF,NXT1_CBF,CELF1_NBF,NUDT21_NBF
,,,,,,,,,,,HNRNPDL_CBF,RNPS1_NBF,CPSF6_CBF,NSMF_CBF,SP100_CBF,SRSF7_CBF,HIPK2_NBF,HNRNPR_iso2_CBF,RIOK1_CBF,HIPK2_NBF,SNRPD3_NBF,HNRNPDL_CBF,RNPS1_NBF,CPSF6_CBF,NSMF_CBF,SP100_CBF,SRSF7_CBF,HIPK2_NBF,HNRNPR_iso2_CBF,RIOK1_CBF,FUS_NBF,NUP50_NBF
,,,,,,,,,,,SP100_CBF,NGDN_NBF,SURF6_CBF,EIF4A3_CBF,LMNB1_NBF,EWSR1_NBF,SNRPN_NBF,NELFB_NBF,COIL_NBF,PTBP1_CBF,SNRPN_CBF,SP100_CBF,NGDN_NBF,SURF6_CBF,EIF4A3_CBF,LMNB1_NBF,EWSR1_NBF,SNRPN_NBF,NELFB_NBF,COIL_NBF,COIL_NBF,NXT1_CBF
,,,,,,,,,,,RNPS1_CBF,SRRM4_NBF,HNRNPAB_CBF,SRSF7_CBF,EIF6_NBF,GEMIN7_CBF,GNL2_CBF,AFDN_NBF,SFPQ_NBF,KHDRBS3_CBF,SP100_CBF,RNPS1_CBF,SRRM4_NBF,HNRNPAB_CBF,SRSF7_CBF,EIF6_NBF,GEMIN7_CBF,GNL2_CBF,AFDN_NBF,SFPQ_NBF,FBL_NBF,PARP1_CBF
