Chi2_30,F_classif_30,Mutual_Info_30,Lasso_30,Ridge_30,Elastic_Net_30,Random_Forest_30,Gradient_Boosting_30,XGBoost_30,Neural_Network_30,GENBAIT_30,Chi2_60,F_classif_60,Mutual_Info_60,Lasso_60,Ridge_60,Elastic_Net_60,Random_Forest_60,Gradient_Boosting_60,XGBoost_60,Neural_Network_60,GENBAIT_60,Chi2_90,F_classif_90,Mutual_Info_90,Lasso_90,Ridge_90,Elastic_Net_90,Random_Forest_90,Gradient_Boosting_90,XGBoost_90,Neural_Network_90,GENBAIT_90
PTBP1_CBF,SS18L1_CBF,FUBP3_NBF,DCPS_CBF,LMNA_NBF,CBX2_CBF,FUBP3_NBF,MAK16_CBF,FLI1_CBF,SRSF5_CBF,LMNA_NBF,PTBP1_CBF,SS18L1_CBF,FUBP3_NBF,DCPS_CBF,LMNA_NBF,CBX2_CBF,FUBP3_NBF,MAK16_CBF,FLI1_CBF,NOP56_CBF,EWSR1_NBF,PTBP1_CBF,SS18L1_CBF,FUBP3_NBF,DCPS_CBF,LMNA_NBF,CBX2_CBF,FUBP3_NBF,MAK16_CBF,FLI1_CBF,PARP1_CBF,EIF4A3_CBF
SS18L1_CBF,HNRNPL_NBF,POLR1G_CBF,HNRNPA1_CBF,NUP50_NBF,NUP50_NBF,SS18L1_CBF,HNRNPK_CBF,LSM4_CBF,PARP1_CBF,LMNB1_NBF,SS18L1_CBF,HNRNPL_NBF,POLR1G_CBF,HNRNPA1_CBF,NUP50_NBF,NUP50_NBF,SS18L1_CBF,HNRNPK_CBF,LSM4_CBF,SRSF5_CBF,FBL_NBF,SS18L1_CBF,HNRNPL_NBF,POLR1G_CBF,HNRNPA1_CBF,NUP50_NBF,NUP50_NBF,SS18L1_CBF,HNRNPK_CBF,LSM4_CBF,FUBP3_NBF,EMD_NBF
SURF6_CBF,SS18L1_NBF,AFDN_NBF,POLR1G_CBF,CBX2_CBF,SS18L1_CBF,SS18L1_NBF,SURF6_CBF,NOP10_CBF,RNPS1_CBF,NCL_NBF,SURF6_CBF,SS18L1_NBF,AFDN_NBF,POLR1G_CBF,CBX2_CBF,SS18L1_CBF,SS18L1_NBF,SURF6_CBF,NOP10_CBF,POLR1G_CBF,FLI1_CBF,SURF6_CBF,SS18L1_NBF,AFDN_NBF,POLR1G_CBF,CBX2_CBF,SS18L1_CBF,SS18L1_NBF,SURF6_CBF,NOP10_CBF,SRSF5_CBF,EWSR1_NBF
FUBP3_NBF,PTBP1_CBF,SRSF5_CBF,RNPS1_CBF,FUBP3_NBF,NONO_NBF,RNPS1_NBF,RNPS1_CBF,SNRPN_CBF,RBM14_NBF,NOP56_CBF,FUBP3_NBF,PTBP1_CBF,SRSF5_CBF,RNPS1_CBF,FUBP3_NBF,NONO_NBF,RNPS1_NBF,RNPS1_CBF,SNRPN_CBF,FUBP3_NBF,FUBP3_NBF,FUBP3_NBF,PTBP1_CBF,SRSF5_CBF,RNPS1_CBF,FUBP3_NBF,NONO_NBF,RNPS1_NBF,RNPS1_CBF,SNRPN_CBF,RBM14_NBF,FBL_NBF
SS18L1_NBF,RBM14_NBF,HNRNPA1_CBF,LMNB1_NBF,SRSF4_CBF,RNPS1_NBF,POLR1G_CBF,RPS20_NBF,SNRPB2_CBF,EIF4A3_CBF,PARP1_CBF,SS18L1_NBF,RBM14_NBF,HNRNPA1_CBF,LMNB1_NBF,SRSF4_CBF,RNPS1_NBF,POLR1G_CBF,RPS20_NBF,SNRPB2_CBF,RBM14_NBF,FUS_NBF,SS18L1_NBF,RBM14_NBF,HNRNPA1_CBF,LMNB1_NBF,SRSF4_CBF,RNPS1_NBF,POLR1G_CBF,RPS20_NBF,SNRPB2_CBF,DCPS_CBF,FLI1_CBF
LMNB1_NBF,HNRNPK_CBF,KHDRBS1_CBF,NUP50_NBF,NONO_NBF,FUBP3_NBF,TMPO_NBF,RNPS1_NBF,SP100_CBF,NOP56_CBF,PSPC1_NBF,LMNB1_NBF,HNRNPK_CBF,KHDRBS1_CBF,NUP50_NBF,NONO_NBF,FUBP3_NBF,TMPO_NBF,RNPS1_NBF,SP100_CBF,EIF4A3_CBF,GAR1_CBF,LMNB1_NBF,HNRNPK_CBF,KHDRBS1_CBF,NUP50_NBF,NONO_NBF,FUBP3_NBF,TMPO_NBF,RNPS1_NBF,SP100_CBF,RNPS1_NBF,FUBP3_NBF
MAK16_CBF,EWSR1_NBF,SRSF4_CBF,SS18L1_NBF,EIF4A3_CBF,EIF4A3_CBF,SRSF4_CBF,SRSF4_CBF,SRSF4_CBF,POLR1G_CBF,PTBP1_CBF,MAK16_CBF,EWSR1_NBF,SRSF4_CBF,SS18L1_NBF,EIF4A3_CBF,EIF4A3_CBF,SRSF4_CBF,SRSF4_CBF,SRSF4_CBF,DDX23_NBF,GEMIN7_CBF,MAK16_CBF,EWSR1_NBF,SRSF4_CBF,SS18L1_NBF,EIF4A3_CBF,EIF4A3_CBF,SRSF4_CBF,SRSF4_CBF,SRSF4_CBF,DDX23_NBF,FUS_NBF
EWSR1_CBF,LMNB1_NBF,SRSF1_CBF,RNPS1_NBF,RBM45_CBF,GEMIN7_CBF,RBM45_CBF,DCPS_CBF,PTBP1_CBF,RNPS1_NBF,RNPS1_CBF,EWSR1_CBF,LMNB1_NBF,SRSF1_CBF,RNPS1_NBF,RBM45_CBF,GEMIN7_CBF,RBM45_CBF,DCPS_CBF,PTBP1_CBF,RNPS1_NBF,HNRNPA1_CBF,EWSR1_CBF,LMNB1_NBF,SRSF1_CBF,RNPS1_NBF,RBM45_CBF,GEMIN7_CBF,RBM45_CBF,DCPS_CBF,PTBP1_CBF,RNPS1_CBF,GEMIN7_CBF
SRSF5_CBF,SRSF4_CBF,MAK16_CBF,EIF4A3_CBF,LSM10_CBF,RBM45_CBF,MAK16_CBF,SNRPN_NBF,SARNP_CBF,CBX2_CBF,RNPS1_NBF,SRSF5_CBF,SRSF4_CBF,MAK16_CBF,EIF4A3_CBF,LSM10_CBF,RBM45_CBF,MAK16_CBF,SNRPN_NBF,SARNP_CBF,EWSR1_NBF,HNRNPDL_CBF,SRSF5_CBF,SRSF4_CBF,MAK16_CBF,EIF4A3_CBF,LSM10_CBF,RBM45_CBF,MAK16_CBF,SNRPN_NBF,SARNP_CBF,EIF4A3_CBF,GNL2_CBF
RBM14_NBF,MAK16_CBF,TMPO_NBF,CDKN2AIP_CBF,RNPS1_NBF,SRSF4_CBF,SURF6_CBF,SS18L1_NBF,LMNA_NBF,DDX23_NBF,RPS6_NBF,RBM14_NBF,MAK16_CBF,TMPO_NBF,CDKN2AIP_CBF,RNPS1_NBF,SRSF4_CBF,SURF6_CBF,SS18L1_NBF,LMNA_NBF,RNPS1_CBF,HNRNPK_CBF,RBM14_NBF,MAK16_CBF,TMPO_NBF,CDKN2AIP_CBF,RNPS1_NBF,SRSF4_CBF,SURF6_CBF,SS18L1_NBF,LMNA_NBF,POLR1G_CBF,HIPK2_NBF
HNRNPK_CBF,AFDN_NBF,DDX23_NBF,SS18L1_CBF,SRSF1_CBF,COIL_NBF,RNPS1_CBF,SUMO1_NBF,CBX2_CBF,EWSR1_NBF,SARNP_CBF,HNRNPK_CBF,AFDN_NBF,DDX23_NBF,SS18L1_CBF,SRSF1_CBF,COIL_NBF,RNPS1_CBF,SUMO1_NBF,CBX2_CBF,SRSF1_NBF,HNRNPM_CBF,HNRNPK_CBF,AFDN_NBF,DDX23_NBF,SS18L1_CBF,SRSF1_CBF,COIL_NBF,RNPS1_CBF,SUMO1_NBF,CBX2_CBF,TMPO_NBF,HNRNPA1_CBF
DCPS_CBF,FUBP3_NBF,EWSR1_NBF,SP100_CBF,COIL_NBF,SUMO1_NBF,NUP50_NBF,LMNB1_NBF,HNRNPK_CBF,LMNA_NBF,SNRPB_CBF,DCPS_CBF,FUBP3_NBF,EWSR1_NBF,SP100_CBF,COIL_NBF,SUMO1_NBF,NUP50_NBF,LMNB1_NBF,HNRNPK_CBF,NONO_NBF,HNRNPR_iso1_CBF,DCPS_CBF,FUBP3_NBF,EWSR1_NBF,SP100_CBF,COIL_NBF,SUMO1_NBF,NUP50_NBF,LMNB1_NBF,HNRNPK_CBF,LMNA_NBF,HNRNPAB_CBF
RPS6_NBF,HNRNPM_CBF,PTBP1_CBF,SRSF4_CBF,GEMIN7_CBF,RNPS1_CBF,LMNB1_NBF,GEMIN7_CBF,HSF1_CBF,TERF2IP_CBF,SNRPD3_CBF,RPS6_NBF,HNRNPM_CBF,PTBP1_CBF,SRSF4_CBF,GEMIN7_CBF,RNPS1_CBF,LMNB1_NBF,GEMIN7_CBF,HSF1_CBF,SURF6_CBF,KHDRBS2_CBF,RPS6_NBF,HNRNPM_CBF,PTBP1_CBF,SRSF4_CBF,GEMIN7_CBF,RNPS1_CBF,LMNB1_NBF,GEMIN7_CBF,HSF1_CBF,AFDN_NBF,HNRNPK_CBF
HNRNPM_CBF,SRSF5_CBF,KHDRBS2_CBF,HNRNPL_NBF,SS18L1_NBF,NCL_NBF,SUMO1_NBF,SNRPN_CBF,DKC1_CBF,TMPO_NBF,SRSF1_CBF,HNRNPM_CBF,SRSF5_CBF,KHDRBS2_CBF,HNRNPL_NBF,SS18L1_NBF,NCL_NBF,SUMO1_NBF,SNRPN_CBF,DKC1_CBF,NCL_NBF,KHDRBS3_CBF,HNRNPM_CBF,SRSF5_CBF,KHDRBS2_CBF,HNRNPL_NBF,SS18L1_NBF,NCL_NBF,SUMO1_NBF,SNRPN_CBF,DKC1_CBF,NCL_NBF,HNRNPL_NBF
EWSR1_NBF,HNRNPR_iso2_CBF,SRSF7_CBF,NCL_NBF,NCL_NBF,SRSF1_CBF,NCL_NBF,RBM45_CBF,CPSF6_NBF,NONO_NBF,SRSF4_CBF,EWSR1_NBF,HNRNPR_iso2_CBF,SRSF7_CBF,NCL_NBF,NCL_NBF,SRSF1_CBF,NCL_NBF,RBM45_CBF,CPSF6_NBF,CBX2_CBF,LMNA_NBF,EWSR1_NBF,HNRNPR_iso2_CBF,SRSF7_CBF,NCL_NBF,NCL_NBF,SRSF1_CBF,NCL_NBF,RBM45_CBF,CPSF6_NBF,TERF2IP_CBF,HNRNPM_CBF
AFDN_NBF,SURF6_CBF,RNPS1_CBF,SNRPN_NBF,PARP1_CBF,SS18L1_NBF,SNRPN_NBF,KHDRBS2_CBF,LSM4_NBF,NCL_NBF,SRSF5_CBF,AFDN_NBF,SURF6_CBF,RNPS1_CBF,SNRPN_NBF,PARP1_CBF,SS18L1_NBF,SNRPN_NBF,KHDRBS2_CBF,LSM4_NBF,AFDN_NBF,LMNB1_NBF,AFDN_NBF,SURF6_CBF,RNPS1_CBF,SNRPN_NBF,PARP1_CBF,SS18L1_NBF,SNRPN_NBF,KHDRBS2_CBF,LSM4_NBF,RPS6_NBF,HNRNPR_iso1_CBF
HNRNPL_NBF,HNRNPR_iso1_CBF,SRSF1_NBF,GEMIN7_CBF,EIF6_NBF,CDKN2AIP_CBF,PARP1_CBF,SS18L1_CBF,PML_NBF,SFPQ_NBF,SS18L1_CBF,HNRNPL_NBF,HNRNPR_iso1_CBF,SRSF1_NBF,GEMIN7_CBF,EIF6_NBF,CDKN2AIP_CBF,PARP1_CBF,SS18L1_CBF,PML_NBF,PTBP1_CBF,LSM10_CBF,HNRNPL_NBF,HNRNPR_iso1_CBF,SRSF1_NBF,GEMIN7_CBF,EIF6_NBF,CDKN2AIP_CBF,PARP1_CBF,SS18L1_CBF,PML_NBF,PTBP1_CBF,HNRNPR_iso2_CBF
DAZAP1_CBF,RNPS1_NBF,LMNA_NBF,SRSF1_CBF,NXT1_CBF,LMNB1_NBF,PML_CBF,POLR1G_CBF,HNRNPAB_CBF,SRSF1_NBF,SUMO1_NBF,DAZAP1_CBF,RNPS1_NBF,LMNA_NBF,SRSF1_CBF,NXT1_CBF,LMNB1_NBF,PML_CBF,POLR1G_CBF,HNRNPAB_CBF,FUS_NBF,LSM4_NBF,DAZAP1_CBF,RNPS1_NBF,LMNA_NBF,SRSF1_CBF,NXT1_CBF,LMNB1_NBF,PML_CBF,POLR1G_CBF,HNRNPAB_CBF,SRSF1_NBF,HNRNPUL1_CBF
KHDRBS2_CBF,RPS6_NBF,HNRNPUL1_CBF,PTBP1_CBF,CDKN2AIP_CBF,SNRPN_NBF,EIF4A3_CBF,NUP50_NBF,DAZAP1_CBF,RPS6_NBF,SURF6_CBF,KHDRBS2_CBF,RPS6_NBF,HNRNPUL1_CBF,PTBP1_CBF,CDKN2AIP_CBF,SNRPN_NBF,EIF4A3_CBF,NUP50_NBF,DAZAP1_CBF,TERF2IP_CBF,LUC7L2_CBF,KHDRBS2_CBF,RPS6_NBF,HNRNPUL1_CBF,PTBP1_CBF,CDKN2AIP_CBF,SNRPN_NBF,EIF4A3_CBF,NUP50_NBF,DAZAP1_CBF,NONO_NBF,HSF1_CBF
SRSF1_CBF,DCPS_CBF,HNRNPAB_CBF,SNRPB_CBF,SUMO1_NBF,LSM10_CBF,KHDRBS2_CBF,AFDN_NBF,RPS6_NBF,KHDRBS2_CBF,SYNE3_NBF,SRSF1_CBF,DCPS_CBF,HNRNPAB_CBF,SNRPB_CBF,SUMO1_NBF,LSM10_CBF,KHDRBS2_CBF,AFDN_NBF,RPS6_NBF,SFPQ_NBF,MAK16_CBF,SRSF1_CBF,DCPS_CBF,HNRNPAB_CBF,SNRPB_CBF,SUMO1_NBF,LSM10_CBF,KHDRBS2_CBF,AFDN_NBF,RPS6_NBF,SURF6_CBF,KHDRBS1_CBF
,,,,,,,,,,,TMPO_NBF,KHDRBS1_CBF,FBL_NBF,MFAP1_CBF,RNPS1_CBF,PARP1_CBF,GEMIN7_CBF,PML_NBF,SURF6_CBF,TMPO_NBF,MFAP1_CBF,TMPO_NBF,KHDRBS1_CBF,FBL_NBF,MFAP1_CBF,RNPS1_CBF,PARP1_CBF,GEMIN7_CBF,PML_NBF,SURF6_CBF,HNRNPA1_CBF,KHDRBS2_CBF
,,,,,,,,,,,NCL_NBF,RNPS1_CBF,EIF4A3_CBF,PML_CBF,PML_CBF,PML_CBF,RBM14_NBF,SNRPD3_CBF,INO80E_CBF,SNRPN_NBF,NOP56_CBF,NCL_NBF,RNPS1_CBF,EIF4A3_CBF,PML_CBF,PML_CBF,PML_CBF,RBM14_NBF,SNRPD3_CBF,INO80E_CBF,MAK16_CBF,KHDRBS3_CBF
,,,,,,,,,,,RNPS1_NBF,DAZAP1_CBF,LUC7L2_CBF,MAK16_CBF,SP100_NBF,HNRNPAB_CBF,SNRPB_CBF,PML_CBF,DCPS_CBF,RPS6_NBF,PARP1_CBF,RNPS1_NBF,DAZAP1_CBF,LUC7L2_CBF,MAK16_CBF,SP100_NBF,HNRNPAB_CBF,SNRPB_CBF,PML_CBF,DCPS_CBF,KHDRBS2_CBF,LMNA_NBF
,,,,,,,,,,,SRSF7_CBF,SRSF1_CBF,RBM45_CBF,FUBP3_NBF,EAF2_NBF,EIF6_NBF,SRSF5_CBF,HNRNPA1_CBF,NELFB_NBF,ILF3_CBF,PML_NBF,SRSF7_CBF,SRSF1_CBF,RBM45_CBF,FUBP3_NBF,EAF2_NBF,EIF6_NBF,SRSF5_CBF,HNRNPA1_CBF,NELFB_NBF,CPSF6_CBF,LMNB1_NBF
,,,,,,,,,,,HNRNPR_iso1_CBF,KHDRBS3_CBF,CELF1_NBF,EWSR1_NBF,HNRNPAB_CBF,MAK16_CBF,SNRPN_CBF,SP100_CBF,RNPS1_CBF,HNRNPA1_CBF,POLR1G_CBF,HNRNPR_iso1_CBF,KHDRBS3_CBF,CELF1_NBF,EWSR1_NBF,HNRNPAB_CBF,MAK16_CBF,SNRPN_CBF,SP100_CBF,RNPS1_CBF,CBX2_CBF,LSM10_CBF
,,,,,,,,,,,RNPS1_CBF,KHDRBS2_CBF,SFPQ_NBF,SRRM4_NBF,USP7_NBF,MFAP1_CBF,NONO_NBF,SNRPB_CBF,SUMO1_NBF,SNRPD3_CBF,PSPC1_NBF,RNPS1_CBF,KHDRBS2_CBF,SFPQ_NBF,SRRM4_NBF,USP7_NBF,MFAP1_CBF,NONO_NBF,SNRPB_CBF,SUMO1_NBF,SFPQ_NBF,LSM4_CBF
,,,,,,,,,,,KHDRBS1_CBF,SRSF7_CBF,FUS_NBF,SRSF7_CBF,SNRPN_NBF,EAF2_NBF,HNRNPAB_CBF,SP100_NBF,SS18L1_NBF,MAK16_CBF,PTBP1_CBF,KHDRBS1_CBF,SRSF7_CBF,FUS_NBF,SRSF7_CBF,SNRPN_NBF,EAF2_NBF,HNRNPAB_CBF,SP100_NBF,SS18L1_NBF,KHDRBS1_CBF,LSM4_NBF
,,,,,,,,,,,SRRM4_NBF,SRRM4_NBF,SURF6_CBF,RBM14_NBF,RPS24_NBF,NXT1_CBF,EWSR1_NBF,EWSR1_NBF,SNRPN_NBF,KHDRBS2_CBF,RBM14_NBF,SRRM4_NBF,SRRM4_NBF,SURF6_CBF,RBM14_NBF,RPS24_NBF,NXT1_CBF,EWSR1_NBF,EWSR1_NBF,SNRPN_NBF,EWSR1_CBF,LUC7L2_CBF
,,,,,,,,,,,HNRNPR_iso2_CBF,TMPO_NBF,NONO_NBF,PARP1_CBF,TRIM22_CBF,RBM14_NBF,RPS6_NBF,DDX23_NBF,TRIM22_CBF,SNRPN_CBF,RNPS1_CBF,HNRNPR_iso2_CBF,TMPO_NBF,NONO_NBF,PARP1_CBF,TRIM22_CBF,RBM14_NBF,RPS6_NBF,DDX23_NBF,TRIM22_CBF,DAZAP1_CBF,MAK16_CBF
,,,,,,,,,,,LUC7L2_CBF,LUC7L2_CBF,HNRNPM_CBF,LSM4_CBF,NUP155_NBF,SNRPB_CBF,AFDN_NBF,EIF6_NBF,RIOK1_CBF,KHDRBS1_CBF,RNPS1_NBF,LUC7L2_CBF,LUC7L2_CBF,HNRNPM_CBF,LSM4_CBF,NUP155_NBF,SNRPB_CBF,AFDN_NBF,EIF6_NBF,RIOK1_CBF,SNRPN_NBF,MFAP1_CBF
,,,,,,,,,,,HNRNPAB_CBF,NCL_NBF,RNPS1_NBF,SNRPD3_CBF,ILF3_CBF,TRIM22_CBF,ILF3_CBF,LSM4_CBF,FUS_NBF,DAZAP1_CBF,RPS6_NBF,HNRNPAB_CBF,NCL_NBF,RNPS1_NBF,SNRPD3_CBF,ILF3_CBF,TRIM22_CBF,ILF3_CBF,LSM4_CBF,FUS_NBF,HNRNPM_CBF,NCL_NBF
,,,,,,,,,,,CBX2_CBF,FUS_NBF,HNRNPDL_CBF,PML_NBF,MAK16_CBF,SNRPD3_CBF,SP100_CBF,CDKN2AIP_CBF,RNPS1_NBF,FBL_NBF,SARNP_CBF,CBX2_CBF,FUS_NBF,HNRNPDL_CBF,PML_NBF,MAK16_CBF,SNRPD3_CBF,SP100_CBF,CDKN2AIP_CBF,RNPS1_NBF,FUS_NBF,NGDN_CBF
