Chi2_30,F_classif_30,Mutual_Info_30,Lasso_30,Ridge_30,Elastic_Net_30,Random_Forest_30,Gradient_Boosting_30,XGBoost_30,Neural_Network_30,GENBAIT_30,Chi2_60,F_classif_60,Mutual_Info_60,Lasso_60,Ridge_60,Elastic_Net_60,Random_Forest_60,Gradient_Boosting_60,XGBoost_60,Neural_Network_60,GENBAIT_60,Chi2_90,F_classif_90,Mutual_Info_90,Lasso_90,Ridge_90,Elastic_Net_90,Random_Forest_90,Gradient_Boosting_90,XGBoost_90,Neural_Network_90,GENBAIT_90
SARNP_CBF,SARNP_CBF,POLR1G_CBF,LMNA_NBF,LMNA_NBF,CBX2_CBF,LMNA_NBF,FUBP3_NBF,FLI1_CBF,SRSF4_CBF,KHDRBS3_CBF,SARNP_CBF,SARNP_CBF,POLR1G_CBF,LMNA_NBF,LMNA_NBF,CBX2_CBF,LMNA_NBF,FUBP3_NBF,FLI1_CBF,SS18L1_CBF,EWSR1_NBF,SARNP_CBF,SARNP_CBF,POLR1G_CBF,LMNA_NBF,LMNA_NBF,CBX2_CBF,LMNA_NBF,FUBP3_NBF,FLI1_CBF,FUBP3_NBF,DDX23_NBF
MAK16_CBF,SRSF4_CBF,RBM14_NBF,COIL_NBF,SRSF4_CBF,LMNA_NBF,TMPO_NBF,SURF6_CBF,FUBP3_NBF,SS18L1_NBF,LMNA_NBF,MAK16_CBF,SRSF4_CBF,RBM14_NBF,COIL_NBF,SRSF4_CBF,LMNA_NBF,TMPO_NBF,SURF6_CBF,FUBP3_NBF,FUBP3_NBF,FLI1_CBF,MAK16_CBF,SRSF4_CBF,RBM14_NBF,COIL_NBF,SRSF4_CBF,LMNA_NBF,TMPO_NBF,SURF6_CBF,FUBP3_NBF,RBM14_NBF,DROSHA_NBF
SS18L1_CBF,HNRNPK_CBF,CELF1_NBF,SUMO1_NBF,FUBP3_NBF,POLR1G_CBF,SS18L1_NBF,HNRNPL_NBF,SP100_CBF,NOP56_CBF,NOP56_CBF,SS18L1_CBF,HNRNPK_CBF,CELF1_NBF,SUMO1_NBF,FUBP3_NBF,POLR1G_CBF,SS18L1_NBF,HNRNPL_NBF,SP100_CBF,RPS6_NBF,FUBP3_NBF,SS18L1_CBF,HNRNPK_CBF,CELF1_NBF,SUMO1_NBF,FUBP3_NBF,POLR1G_CBF,SS18L1_NBF,HNRNPL_NBF,SP100_CBF,SS18L1_NBF,EIF4A3_CBF
SRSF5_CBF,SURF6_CBF,EWSR1_CBF,DCPS_CBF,SUMO1_NBF,SS18L1_CBF,SS18L1_CBF,CBX2_CBF,SURF6_CBF,RBM14_NBF,PARP1_CBF,SRSF5_CBF,SURF6_CBF,EWSR1_CBF,DCPS_CBF,SUMO1_NBF,SS18L1_CBF,SS18L1_CBF,CBX2_CBF,SURF6_CBF,SS18L1_NBF,GEMIN2_CBF,SRSF5_CBF,SURF6_CBF,EWSR1_CBF,DCPS_CBF,SUMO1_NBF,SS18L1_CBF,SS18L1_CBF,CBX2_CBF,SURF6_CBF,RPS6_NBF,EMD_NBF
PTBP1_CBF,SS18L1_CBF,SRSF4_CBF,SS18L1_CBF,CBX2_CBF,FUBP3_NBF,SRSF4_CBF,DCPS_CBF,PML_NBF,SRSF5_CBF,POLR1G_CBF,PTBP1_CBF,SS18L1_CBF,SRSF4_CBF,SS18L1_CBF,CBX2_CBF,FUBP3_NBF,SRSF4_CBF,DCPS_CBF,PML_NBF,DDX23_NBF,HNRNPA1_CBF,PTBP1_CBF,SS18L1_CBF,SRSF4_CBF,SS18L1_CBF,CBX2_CBF,FUBP3_NBF,SRSF4_CBF,DCPS_CBF,PML_NBF,SRSF1_NBF,ESRP1_CBF
EWSR1_CBF,SS18L1_NBF,SRSF7_CBF,LMNB1_NBF,SS18L1_NBF,COIL_NBF,CBX2_CBF,POLR1G_CBF,DKC1_CBF,DDX23_NBF,PTBP1_CBF,EWSR1_CBF,SS18L1_NBF,SRSF7_CBF,LMNB1_NBF,SS18L1_NBF,COIL_NBF,CBX2_CBF,POLR1G_CBF,DKC1_CBF,SRSF1_NBF,HNRNPAB_CBF,EWSR1_CBF,SS18L1_NBF,SRSF7_CBF,LMNB1_NBF,SS18L1_NBF,COIL_NBF,CBX2_CBF,POLR1G_CBF,DKC1_CBF,SURF6_CBF,EWSR1_CBF
SS18L1_NBF,MAK16_CBF,FUBP3_NBF,RPS24_NBF,POLR1G_CBF,SS18L1_NBF,FUBP3_NBF,TERF2IP_CBF,LSM4_CBF,SURF6_CBF,RNPS1_CBF,SS18L1_NBF,MAK16_CBF,FUBP3_NBF,RPS24_NBF,POLR1G_CBF,SS18L1_NBF,FUBP3_NBF,TERF2IP_CBF,LSM4_CBF,CBX2_CBF,HNRNPM_CBF,SS18L1_NBF,MAK16_CBF,FUBP3_NBF,RPS24_NBF,POLR1G_CBF,SS18L1_NBF,FUBP3_NBF,TERF2IP_CBF,LSM4_CBF,NCL_NBF,EWSR1_NBF
HNRNPK_CBF,SRSF5_CBF,SURF6_CBF,SS18L1_NBF,SRSF1_CBF,RNPS1_NBF,SURF6_CBF,SARNP_CBF,TERF2IP_CBF,NCL_NBF,RNPS1_NBF,HNRNPK_CBF,SRSF5_CBF,SURF6_CBF,SS18L1_NBF,SRSF1_CBF,RNPS1_NBF,SURF6_CBF,SARNP_CBF,TERF2IP_CBF,SURF6_CBF,HNRNPR_iso1_CBF,HNRNPK_CBF,SRSF5_CBF,SURF6_CBF,SS18L1_NBF,SRSF1_CBF,RNPS1_NBF,SURF6_CBF,SARNP_CBF,TERF2IP_CBF,DCPS_CBF,FBL_NBF
FUBP3_NBF,RBM14_NBF,EWSR1_NBF,NUP155_NBF,COIL_NBF,SRSF1_CBF,LMNB1_NBF,SS18L1_NBF,PML_CBF,DCPS_CBF,RPS6_NBF,FUBP3_NBF,RBM14_NBF,EWSR1_NBF,NUP155_NBF,COIL_NBF,SRSF1_CBF,LMNB1_NBF,SS18L1_NBF,PML_CBF,RBM14_NBF,HNRNPR_iso2_CBF,FUBP3_NBF,RBM14_NBF,EWSR1_NBF,NUP155_NBF,COIL_NBF,SRSF1_CBF,LMNB1_NBF,SS18L1_NBF,PML_CBF,EWSR1_NBF,FLI1_CBF
RPS6_NBF,PTBP1_CBF,RNPS1_CBF,NONO_NBF,NONO_NBF,SRSF4_CBF,RBM45_CBF,GEMIN7_CBF,HNRNPK_CBF,EWSR1_NBF,SARNP_CBF,RPS6_NBF,PTBP1_CBF,RNPS1_CBF,NONO_NBF,NONO_NBF,SRSF4_CBF,RBM45_CBF,GEMIN7_CBF,HNRNPK_CBF,DCPS_CBF,ILF3_CBF,RPS6_NBF,PTBP1_CBF,RNPS1_CBF,NONO_NBF,NONO_NBF,SRSF4_CBF,RBM45_CBF,GEMIN7_CBF,HNRNPK_CBF,DDX23_NBF,FUBP3_NBF
RBM14_NBF,POLR1G_CBF,KHDRBS1_CBF,HNRNPL_NBF,RBM45_CBF,NONO_NBF,COIL_NBF,KHDRBS2_CBF,RBM14_NBF,TMPO_NBF,SNRPB_CBF,RBM14_NBF,POLR1G_CBF,KHDRBS1_CBF,HNRNPL_NBF,RBM45_CBF,NONO_NBF,COIL_NBF,KHDRBS2_CBF,RBM14_NBF,NCL_NBF,KHDRBS1_CBF,RBM14_NBF,POLR1G_CBF,KHDRBS1_CBF,HNRNPL_NBF,RBM45_CBF,NONO_NBF,COIL_NBF,KHDRBS2_CBF,RBM14_NBF,AFDN_NBF,FUS_NBF
LMNA_NBF,EWSR1_NBF,DAZAP1_CBF,RNPS1_NBF,RNPS1_NBF,EIF4A3_CBF,NONO_NBF,SNRPB_CBF,LMNA_NBF,SRSF1_NBF,SNRPD3_CBF,LMNA_NBF,EWSR1_NBF,DAZAP1_CBF,RNPS1_NBF,RNPS1_NBF,EIF4A3_CBF,NONO_NBF,SNRPB_CBF,LMNA_NBF,COIL_NBF,KHDRBS2_CBF,LMNA_NBF,EWSR1_NBF,DAZAP1_CBF,RNPS1_NBF,RNPS1_NBF,EIF4A3_CBF,NONO_NBF,SNRPB_CBF,LMNA_NBF,TMPO_NBF,GAR1_CBF
POLR1G_CBF,HNRNPM_CBF,SRSF5_CBF,EIF4A3_CBF,NUP50_NBF,NUP155_NBF,MAK16_CBF,SP100_CBF,HNRNPAB_CBF,AFDN_NBF,SNRPN_CBF,POLR1G_CBF,HNRNPM_CBF,SRSF5_CBF,EIF4A3_CBF,NUP50_NBF,NUP155_NBF,MAK16_CBF,SP100_CBF,HNRNPAB_CBF,EIF4A3_CBF,LMNA_NBF,POLR1G_CBF,HNRNPM_CBF,SRSF5_CBF,EIF4A3_CBF,NUP50_NBF,NUP155_NBF,MAK16_CBF,SP100_CBF,HNRNPAB_CBF,RPS20_NBF,GEMIN7_CBF
HNRNPM_CBF,SRSF7_CBF,RPS6_NBF,CDKN2AIP_CBF,LSM10_CBF,LMNB1_NBF,SUMO1_NBF,SUMO1_NBF,INO80E_CBF,NONO_NBF,SRSF1_CBF,HNRNPM_CBF,SRSF7_CBF,RPS6_NBF,CDKN2AIP_CBF,LSM10_CBF,LMNB1_NBF,SUMO1_NBF,SUMO1_NBF,INO80E_CBF,NONO_NBF,LMNB1_NBF,HNRNPM_CBF,SRSF7_CBF,RPS6_NBF,CDKN2AIP_CBF,LSM10_CBF,LMNB1_NBF,SUMO1_NBF,SUMO1_NBF,INO80E_CBF,NOP56_CBF,HIPK2_NBF
HNRNPL_NBF,AFDN_NBF,HNRNPL_NBF,RNPS1_CBF,HIPK2_NBF,NCL_NBF,SRSF5_CBF,SNRPN_CBF,SS18L1_NBF,RNPS1_NBF,SRSF4_CBF,HNRNPL_NBF,AFDN_NBF,HNRNPL_NBF,RNPS1_CBF,HIPK2_NBF,NCL_NBF,SRSF5_CBF,SNRPN_CBF,SS18L1_NBF,RNPS1_NBF,LSM4_NBF,HNRNPL_NBF,AFDN_NBF,HNRNPL_NBF,RNPS1_CBF,HIPK2_NBF,NCL_NBF,SRSF5_CBF,SNRPN_CBF,SS18L1_NBF,RNPS1_CBF,HNRNPA1_CBF
SRSF1_CBF,RPS6_NBF,DCPS_CBF,SP100_NBF,NCL_NBF,DDX23_NBF,SRSF7_CBF,SS18L1_CBF,NONO_NBF,KHDRBS1_CBF,SRSF7_CBF,SRSF1_CBF,RPS6_NBF,DCPS_CBF,SP100_NBF,NCL_NBF,DDX23_NBF,SRSF7_CBF,SS18L1_CBF,NONO_NBF,TMPO_NBF,MAK16_CBF,SRSF1_CBF,RPS6_NBF,DCPS_CBF,SP100_NBF,NCL_NBF,DDX23_NBF,SRSF7_CBF,SS18L1_CBF,NONO_NBF,PTBP1_CBF,HNRNPAB_CBF
EWSR1_NBF,LMNA_NBF,DDX23_NBF,SRSF1_CBF,CDKN2AIP_CBF,RNPS1_CBF,GEMIN7_CBF,RBM45_CBF,NOP10_CBF,EIF4A3_CBF,SS18L1_CBF,EWSR1_NBF,LMNA_NBF,DDX23_NBF,SRSF1_CBF,CDKN2AIP_CBF,RNPS1_CBF,GEMIN7_CBF,RBM45_CBF,NOP10_CBF,SRSF7_CBF,NCL_NBF,EWSR1_NBF,LMNA_NBF,DDX23_NBF,SRSF1_CBF,CDKN2AIP_CBF,RNPS1_CBF,GEMIN7_CBF,RBM45_CBF,NOP10_CBF,RNPS1_NBF,HNRNPDL_CBF
TMPO_NBF,SRSF1_CBF,AFDN_NBF,SP100_CBF,EIF6_NBF,CDKN2AIP_CBF,EIF4A3_CBF,EWSR1_CBF,SNRPB2_CBF,SFPQ_NBF,SS18L1_NBF,TMPO_NBF,SRSF1_CBF,AFDN_NBF,SP100_CBF,EIF6_NBF,CDKN2AIP_CBF,EIF4A3_CBF,EWSR1_CBF,SNRPB2_CBF,RNPS1_CBF,NGDN_CBF,TMPO_NBF,SRSF1_CBF,AFDN_NBF,SP100_CBF,EIF6_NBF,CDKN2AIP_CBF,EIF4A3_CBF,EWSR1_CBF,SNRPB2_CBF,NONO_NBF,HNRNPK_CBF
AFDN_NBF,FUBP3_NBF,HNRNPA1_CBF,SNRPB_CBF,NUP155_NBF,GEMIN7_CBF,SP100_CBF,LMNB1_NBF,BMI1_CBF,COIL_NBF,SUMO1_NBF,AFDN_NBF,FUBP3_NBF,HNRNPA1_CBF,SNRPB_CBF,NUP155_NBF,GEMIN7_CBF,SP100_CBF,LMNB1_NBF,BMI1_CBF,RPS20_NBF,NOP10_CBF,AFDN_NBF,FUBP3_NBF,HNRNPA1_CBF,SNRPB_CBF,NUP155_NBF,GEMIN7_CBF,SP100_CBF,LMNB1_NBF,BMI1_CBF,FBL_NBF,HNRNPL_NBF
LMNB1_NBF,HNRNPR_iso1_CBF,EIF4A3_CBF,NUP50_NBF,NELFB_NBF,HIPK2_NBF,RNPS1_CBF,NONO_NBF,CBX2_CBF,RPS20_NBF,SYNE3_NBF,LMNB1_NBF,HNRNPR_iso1_CBF,EIF4A3_CBF,NUP50_NBF,NELFB_NBF,HIPK2_NBF,RNPS1_CBF,NONO_NBF,CBX2_CBF,EWSR1_NBF,NOP56_CBF,LMNB1_NBF,HNRNPR_iso1_CBF,EIF4A3_CBF,NUP50_NBF,NELFB_NBF,HIPK2_NBF,RNPS1_CBF,NONO_NBF,CBX2_CBF,MAK16_CBF,HNRNPM_CBF
,,,,,,,,,,,DCPS_CBF,SRSF1_NBF,PTBP1_CBF,SRSF4_CBF,EIF4A3_CBF,RPS24_NBF,RPS6_NBF,COIL_NBF,EWSR1_CBF,AFDN_NBF,NOP58_CBF,DCPS_CBF,SRSF1_NBF,PTBP1_CBF,SRSF4_CBF,EIF4A3_CBF,RPS24_NBF,RPS6_NBF,COIL_NBF,EWSR1_CBF,EIF4A3_CBF,HNRNPR_iso1_CBF
,,,,,,,,,,,SRSF7_CBF,TMPO_NBF,HNRNPK_CBF,NCL_NBF,GEMIN7_CBF,RBM45_CBF,RNPS1_NBF,SRSF7_CBF,DCPS_CBF,FBL_NBF,NUP50_NBF,SRSF7_CBF,TMPO_NBF,HNRNPK_CBF,NCL_NBF,GEMIN7_CBF,RBM45_CBF,RNPS1_NBF,SRSF7_CBF,DCPS_CBF,KHDRBS1_CBF,HNRNPUL1_CBF
,,,,,,,,,,,NCL_NBF,HNRNPR_iso2_CBF,ILF3_CBF,HIPK2_NBF,SP100_NBF,NUP50_NBF,KHDRBS2_CBF,LSM4_NBF,GEMIN7_CBF,SFPQ_NBF,PARP1_CBF,NCL_NBF,HNRNPR_iso2_CBF,ILF3_CBF,HIPK2_NBF,SP100_NBF,NUP50_NBF,KHDRBS2_CBF,LSM4_NBF,GEMIN7_CBF,KHDRBS3_CBF,ILF3_CBF
,,,,,,,,,,,KHDRBS2_CBF,LMNB1_NBF,MAK16_CBF,GEMIN7_CBF,FBL_NBF,LSM10_CBF,SRSF1_CBF,SNRPN_NBF,HNRNPA1_CBF,KHDRBS1_CBF,PML_CBF,KHDRBS2_CBF,LMNB1_NBF,MAK16_CBF,GEMIN7_CBF,FBL_NBF,LSM10_CBF,SRSF1_CBF,SNRPN_NBF,HNRNPA1_CBF,HNRNPA1_CBF,INO80E_CBF
,,,,,,,,,,,GNL2_CBF,KHDRBS1_CBF,NCL_NBF,FUBP3_NBF,NXT1_CBF,HNRNPAB_CBF,LSM10_CBF,SP100_NBF,SP100_NBF,SNRPD3_CBF,PML_NBF,GNL2_CBF,KHDRBS1_CBF,NCL_NBF,FUBP3_NBF,NXT1_CBF,HNRNPAB_CBF,LSM10_CBF,SP100_NBF,SP100_NBF,KHDRBS2_CBF,KHDRBS1_CBF
,,,,,,,,,,,HNRNPR_iso1_CBF,DCPS_CBF,NONO_NBF,RBM45_CBF,DDX23_NBF,SP100_NBF,ILF3_CBF,EIF4A3_CBF,SNRPB_CBF,PTBP1_CBF,POLR1G_CBF,HNRNPR_iso1_CBF,DCPS_CBF,NONO_NBF,RBM45_CBF,DDX23_NBF,SP100_NBF,ILF3_CBF,EIF4A3_CBF,SNRPB_CBF,SNRPD3_CBF,KHDRBS2_CBF
,,,,,,,,,,,DAZAP1_CBF,KHDRBS3_CBF,RNPS1_NBF,PML_NBF,RNPS1_CBF,EIF6_NBF,NUP50_NBF,NUP50_NBF,KHDRBS2_CBF,MAK16_CBF,PSPC1_NBF,DAZAP1_CBF,KHDRBS3_CBF,RNPS1_NBF,PML_NBF,RNPS1_CBF,EIF6_NBF,NUP50_NBF,NUP50_NBF,KHDRBS2_CBF,SFPQ_NBF,LMNA_NBF
,,,,,,,,,,,SNRPB_CBF,NCL_NBF,HNRNPM_CBF,HNRNPK_CBF,RPS24_NBF,MAK16_CBF,HNRNPAB_CBF,HNRNPK_CBF,FUS_NBF,KHDRBS2_CBF,PTBP1_CBF,SNRPB_CBF,NCL_NBF,HNRNPM_CBF,HNRNPK_CBF,RPS24_NBF,MAK16_CBF,HNRNPAB_CBF,HNRNPK_CBF,FUS_NBF,CBX2_CBF,LMNB1_NBF
,,,,,,,,,,,SRSF1_NBF,KHDRBS2_CBF,RPS20_NBF,QKI_CBF,HNRNPAB_CBF,SNRPB_CBF,HNRNPM_CBF,SNRPD3_CBF,COIL_NBF,EWSR1_CBF,RBM14_NBF,SRSF1_NBF,KHDRBS2_CBF,RPS20_NBF,QKI_CBF,HNRNPAB_CBF,SNRPB_CBF,HNRNPM_CBF,SNRPD3_CBF,COIL_NBF,DAZAP1_CBF,LSM10_CBF
,,,,,,,,,,,HNRNPR_iso2_CBF,GNL2_CBF,KHDRBS2_CBF,EWSR1_NBF,RBM14_NBF,NELFB_NBF,HNRNPL_NBF,HIPK2_NBF,FAM118B_CBF,KHDRBS3_CBF,RNPS1_CBF,HNRNPR_iso2_CBF,GNL2_CBF,KHDRBS2_CBF,EWSR1_NBF,RBM14_NBF,NELFB_NBF,HNRNPL_NBF,HIPK2_NBF,FAM118B_CBF,COIL_NBF,LSM4_CBF
,,,,,,,,,,,KHDRBS1_CBF,DAZAP1_CBF,HNRNPDL_CBF,FBL_NBF,PML_CBF,FBL_NBF,LSM4_CBF,HNRNPAB_CBF,EWSR1_NBF,RBM45_CBF,RNPS1_NBF,KHDRBS1_CBF,DAZAP1_CBF,HNRNPDL_CBF,FBL_NBF,PML_CBF,FBL_NBF,LSM4_CBF,HNRNPAB_CBF,EWSR1_NBF,SRSF7_CBF,LUC7L2_CBF
,,,,,,,,,,,GEMIN7_CBF,FUS_NBF,TMPO_NBF,HNRNPAB_CBF,RIOK1_CBF,SP100_CBF,GNL2_CBF,PML_NBF,EIF6_NBF,DAZAP1_CBF,RPS6_NBF,GEMIN7_CBF,FUS_NBF,TMPO_NBF,HNRNPAB_CBF,RIOK1_CBF,SP100_CBF,GNL2_CBF,PML_NBF,EIF6_NBF,EWSR1_CBF,MAK16_CBF
,,,,,,,,,,,HNRNPAB_CBF,CPSF6_CBF,GNL2_CBF,HNRNPA1_CBF,SNRPN_NBF,EWSR1_NBF,NCL_NBF,EIF6_NBF,HIPK2_NBF,SUMO1_NBF,SARNP_CBF,HNRNPAB_CBF,CPSF6_CBF,GNL2_CBF,HNRNPA1_CBF,SNRPN_NBF,EWSR1_NBF,NCL_NBF,EIF6_NBF,HIPK2_NBF,HNRNPL_NBF,MFAP1_CBF
,,,,,,,,,,,SUMO1_NBF,CELF1_NBF,SNRPN_CBF,DDX23_NBF,SP100_CBF,PML_CBF,SNRPN_CBF,LSM10_CBF,SUMO1_NBF,HNRNPA1_CBF,SNRPB_CBF,SUMO1_NBF,CELF1_NBF,SNRPN_CBF,DDX23_NBF,SP100_CBF,PML_CBF,SNRPN_CBF,LSM10_CBF,SUMO1_NBF,HNRNPM_CBF,NCL_NBF
,,,,,,,,,,,KHDRBS3_CBF,RNPS1_NBF,KHDRBS3_CBF,MAK16_CBF,MAK16_CBF,RBM14_NBF,SNRPD3_CBF,PML_CBF,SNRPD3_CBF,LMNA_NBF,SNRPD3_NBF,KHDRBS3_CBF,RNPS1_NBF,KHDRBS3_CBF,MAK16_CBF,MAK16_CBF,RBM14_NBF,SNRPD3_CBF,PML_CBF,SNRPD3_CBF,LMNA_NBF,NONO_NBF
,,,,,,,,,,,CBX2_CBF,HNRNPDL_CBF,SFPQ_NBF,SNRPN_CBF,LMNB1_NBF,SRSF5_CBF,SP100_NBF,RBM14_NBF,RIOK1_CBF,HNRNPL_NBF,SNRPN_CBF,CBX2_CBF,HNRNPDL_CBF,SFPQ_NBF,SNRPN_CBF,LMNB1_NBF,SRSF5_CBF,SP100_NBF,RBM14_NBF,RIOK1_CBF,HNRNPK_CBF,NOP56_CBF
,,,,,,,,,,,PML_NBF,LUC7L2_CBF,RBM45_CBF,RPS6_NBF,ILF3_CBF,HNRNPL_NBF,SNRPN_NBF,RPS6_NBF,NUP155_NBF,FUS_NBF,SNRPN_NBF,PML_NBF,LUC7L2_CBF,RBM45_CBF,RPS6_NBF,ILF3_CBF,HNRNPL_NBF,SNRPN_NBF,RPS6_NBF,NUP155_NBF,RBM45_CBF,NOP58_CBF
